,time (year),avca,cap,capis,capus,cbcefca,cdpis,cdpus,cipis,cipus,coca,cpis,cpus,crr,cucpis,cucpus,cucpus1980,ecr,ede,edefca,edelc,etfp,facnc,fracamgdppl,fracamgdppt,incpis,isgdp,lcpis,lcpus,lcpus1980,obsgipis,obsgipus,ogr,oly,oov,oro,owecc,owelc,pede,wsoefca
923,1994.42,15391.2,143205.0,13320.5,3145.31,0.853284,7937.13,1619.24,13521.6,3294.57,1.0,118916.0,24288.6,0.112016,19980.7,4717.96,909.5,0.00878979,1.00941,1.01184,1.00118,1.07662,0.878529,0.907603,0.930702,13521.6,0.311248,14.9823,15.0,15.0,0.0,0.01,0.0462719,50396.3,52407.2,52407.2,1.0,1.0,1.00237,1.1966
924,1994.44,15397.9,143313.0,13322.6,3146.86,0.85184,7943.18,1620.83,13516.7,3295.92,1.0,119000.0,24312.5,0.111954,19983.9,4720.3,909.5,0.00878978,1.00958,1.01239,1.00124,1.07675,0.877828,0.907461,0.930596,13516.7,0.310941,14.9814,15.0,15.0,0.0,0.01,0.0461724,50427.8,52430.8,52430.8,1.0,1.0,1.00248,1.196
925,1994.45,15404.5,143421.0,13324.6,3148.42,0.850401,7949.23,1622.42,13511.8,3297.26,1.0,119084.0,24336.3,0.111892,19986.9,4722.63,909.5,0.00878974,1.00976,1.01295,1.00129,1.07689,0.877129,0.907319,0.930489,13511.8,0.310634,14.9806,15.0,15.0,0.0,0.01,0.0460716,50459.1,52454.2,52454.2,1.0,1.0,1.00259,1.1954
926,1994.47,15411.1,143528.0,13326.6,3149.97,0.848965,7955.28,1624.01,13506.8,3298.6,1.0,119168.0,24360.1,0.11183,19989.8,4724.95,909.5,0.00878967,1.00992,1.01351,1.00135,1.07703,0.876433,0.907178,0.930383,13506.8,0.310327,14.9798,15.0,15.0,0.0,0.01,0.0459695,50490.2,52477.5,52477.5,1.0,1.0,1.0027,1.19482
927,1994.48,15417.6,143636.0,13328.4,3151.52,0.847534,7961.34,1625.6,13501.8,3299.93,1.0,119252.0,24384.0,0.111767,19992.7,4727.27,909.5,0.00878955,1.01009,1.01407,1.00141,1.07717,0.87574,0.907037,0.930278,13501.8,0.310021,14.9789,15.0,15.0,0.0,0.01,0.0458662,50521.3,52500.6,52500.6,1.0,1.0,1.00281,1.19424
928,1994.5,15424.0,143744.0,13330.2,3153.06,0.846106,7967.39,1627.19,13496.8,3301.25,1.0,119336.0,24407.8,0.111703,19995.4,4729.59,909.5,0.00878939,1.01025,1.01464,1.00146,1.0773,0.875049,0.906896,0.930172,13496.8,0.309714,14.9781,15.0,15.0,0.0,0.01,0.0457617,50552.2,52523.5,52523.5,1.0,1.0,1.00293,1.19367
929,1994.52,15430.4,143852.0,13332.0,3154.61,0.844683,7973.44,1628.78,13491.7,3302.56,1.0,119420.0,24431.7,0.111639,19998.0,4731.91,909.5,0.0087892,1.01041,1.01521,1.00152,1.07744,0.874361,0.906756,0.930067,13491.7,0.309408,14.9772,15.0,15.0,0.0,0.01,0.045656,50583.0,52546.2,52546.2,1.0,1.0,1.00304,1.19311
930,1994.53,15436.6,143959.0,13333.6,3156.15,0.843264,7979.48,1630.37,13486.6,3303.86,1.0,119504.0,24455.5,0.111575,20000.5,4734.22,909.5,0.00878897,1.01056,1.01579,1.00158,1.07758,0.873675,0.906617,0.929963,13486.6,0.309101,14.9764,15.0,15.0,0.0,0.01,0.045549,50613.7,52568.7,52568.7,1.0,1.0,1.00316,1.19256
931,1994.55,15442.8,144067.0,13335.2,3157.69,0.84185,7985.53,1631.96,13481.5,3305.16,1.0,119587.0,24479.4,0.11151,20002.9,4736.53,909.5,0.00878871,1.01071,1.01637,1.00164,1.07772,0.872993,0.906478,0.929858,13481.5,0.308796,14.9755,15.0,15.0,0.0,0.01,0.0454409,50644.2,52591.1,52591.1,1.0,1.0,1.00327,1.19201
932,1994.56,15449.0,144174.0,13336.8,3159.22,0.84044,7991.58,1633.55,13476.3,3306.45,1.0,119671.0,24503.2,0.111445,20005.1,4738.83,909.5,0.00878841,1.01086,1.01695,1.00169,1.07785,0.872313,0.90634,0.929755,13476.3,0.30849,14.9746,15.0,15.0,0.0,0.01,0.0453315,50674.7,52613.3,52613.3,1.0,1.0,1.00339,1.19147
933,1994.58,15455.0,144281.0,13338.2,3160.76,0.839034,7997.62,1635.14,13471.2,3307.73,1.0,119754.0,24527.0,0.11138,20007.3,4741.13,909.5,0.00878807,1.011,1.01753,1.00175,1.07799,0.871636,0.906202,0.929652,13471.2,0.308185,14.9738,15.0,15.0,0.0,0.01,0.045221,50704.9,52635.3,52635.3,1.0,1.0,1.00351,1.19094
934,1994.59,15461.0,144389.0,13339.6,3162.29,0.837633,8003.66,1636.72,13465.9,3309.0,1.0,119838.0,24550.9,0.111314,20009.4,4743.43,909.5,0.0087877,1.01114,1.01812,1.00181,1.07813,0.870962,0.906065,0.929549,13465.9,0.30788,14.9729,15.0,15.0,0.0,0.01,0.0451093,50735.1,52657.2,52657.2,1.0,1.0,1.00362,1.19042
935,1994.61,15466.9,144496.0,13340.9,3163.81,0.836237,8009.7,1638.31,13460.7,3310.26,1.0,119921.0,24574.7,0.111247,20011.4,4745.72,909.5,0.0087873,1.01127,1.0187,1.00187,1.07827,0.870291,0.905929,0.929447,13460.7,0.307576,14.972,15.0,15.0,0.0,0.01,0.0449964,50765.1,52678.9,52678.9,1.0,1.0,1.00374,1.1899
936,1994.62,15472.7,144603.0,13342.2,3165.34,0.834846,8015.73,1639.9,13455.4,3311.51,1.0,120005.0,24598.5,0.11118,20013.2,4748.01,909.5,0.00878686,1.0114,1.01929,1.00193,1.0784,0.869623,0.905794,0.929346,13455.4,0.307272,14.9711,15.0,15.0,0.0,0.01,0.0448823,50795.0,52700.4,52700.4,1.0,1.0,1.00386,1.18939
937,1994.64,15478.5,144710.0,13343.3,3166.86,0.833459,8021.76,1641.49,13450.2,3312.75,1.0,120088.0,24622.4,0.111113,20015.0,4750.29,909.5,0.00878638,1.01152,1.01988,1.00199,1.07854,0.868957,0.90566,0.929245,13450.2,0.306969,14.9702,15.0,15.0,0.0,0.01,0.0447672,50824.8,52721.7,52721.7,1.0,1.0,1.00398,1.18889
938,1994.66,15484.2,144817.0,13344.5,3168.38,0.832078,8027.79,1643.08,13444.8,3313.98,1.0,120171.0,24646.2,0.111046,20016.7,4752.57,909.5,0.00878588,1.01164,1.02047,1.00205,1.07868,0.868295,0.905526,0.929145,13444.8,0.306666,14.9694,15.0,15.0,0.0,0.01,0.0446508,50854.4,52742.9,52742.9,1.0,1.0,1.00409,1.18839
939,1994.67,15489.8,144924.0,13345.5,3169.9,0.830702,8033.81,1644.67,13439.5,3315.2,1.0,120254.0,24670.0,0.110978,20018.2,4754.85,909.5,0.00878534,1.01175,1.02106,1.00211,1.07881,0.867636,0.905394,0.929045,13439.5,0.306364,14.9685,15.0,15.0,0.0,0.01,0.0445334,50884.0,52763.9,52763.9,1.0,1.0,1.00421,1.18791
940,1994.69,15495.3,145031.0,13346.5,3171.41,0.829331,8039.83,1646.26,13434.1,3316.41,1.0,120337.0,24693.9,0.110909,20019.7,4757.12,909.5,0.00878476,1.01186,1.02165,1.00216,1.07895,0.866979,0.905262,0.928947,13434.1,0.306063,14.9676,15.0,15.0,0.0,0.01,0.0444148,50913.3,52784.7,52784.7,1.0,1.0,1.00433,1.18742
941,1994.7,15500.8,145138.0,13347.4,3172.92,0.827965,8045.84,1647.85,13428.7,3317.61,1.0,120420.0,24717.7,0.11084,20021.1,4759.38,909.5,0.00878416,1.01197,1.02224,1.00222,1.07909,0.866326,0.905132,0.928849,13428.7,0.305763,14.9667,15.0,15.0,0.0,0.01,0.0442952,50942.6,52805.4,52805.4,1.0,1.0,1.00445,1.18695
942,1994.72,15506.1,145244.0,13348.2,3174.43,0.826605,8051.85,1649.44,13423.3,3318.8,1.0,120503.0,24741.5,0.110771,20022.4,4761.65,909.5,0.00878352,1.01207,1.02282,1.00228,1.07923,0.865676,0.905002,0.928752,13423.3,0.305463,14.9658,15.0,15.0,0.0,0.01,0.0441744,50971.7,52825.9,52825.9,1.0,1.0,1.00456,1.18648
943,1994.73,15511.4,145351.0,13349.0,3175.93,0.82525,8057.85,1651.02,13417.8,3319.98,1.0,120585.0,24765.4,0.110702,20023.5,4763.9,909.5,0.00878285,1.01216,1.02341,1.00234,1.07936,0.865028,0.904874,0.928655,13417.8,0.305164,14.965,15.0,15.0,0.0,0.01,0.0440526,51000.6,52846.2,52846.2,1.0,1.0,1.00468,1.18601
944,1994.75,15516.6,145457.0,13349.7,3177.43,0.823901,8063.84,1652.61,13412.3,3321.15,1.0,120668.0,24789.2,0.110632,20024.6,4766.15,909.5,0.00878215,1.01225,1.02399,1.0024,1.0795,0.864384,0.904747,0.92856,13412.3,0.304866,14.9641,15.0,15.0,0.0,0.01,0.0439297,51029.5,52866.4,52866.4,1.0,1.0,1.0048,1.18555
945,1994.77,15521.8,145564.0,13350.4,3178.93,0.822558,8069.83,1654.2,13406.8,3322.3,1.0,120751.0,24813.0,0.110562,20025.6,4768.4,909.5,0.00878143,1.01234,1.02458,1.00246,1.07964,0.863743,0.904621,0.928465,13406.8,0.304568,14.9632,15.0,15.0,0.0,0.01,0.0438057,51058.2,52886.4,52886.4,1.0,1.0,1.00492,1.1851
946,1994.78,15526.8,145670.0,13351.0,3180.42,0.82122,8075.81,1655.79,13401.3,3323.44,1.0,120833.0,24836.8,0.110491,20026.5,4770.64,909.5,0.00878067,1.01242,1.02516,1.00252,1.07978,0.863105,0.904496,0.928372,13401.3,0.304272,14.9624,15.0,15.0,0.0,0.01,0.0436807,51086.8,52906.2,52906.2,1.0,1.0,1.00503,1.18466
947,1994.8,15531.8,145776.0,13351.5,3181.91,0.819889,8081.79,1657.38,13395.7,3324.57,1.0,120916.0,24860.7,0.11042,20027.2,4772.87,909.5,0.00877988,1.01249,1.02573,1.00257,1.07991,0.86247,0.904372,0.928279,13395.7,0.303976,14.9615,15.0,15.0,0.0,0.01,0.0435547,51115.2,52925.9,52925.9,1.0,1.0,1.00515,1.18422
948,1994.81,15536.7,145882.0,13352.0,3183.4,0.818564,8087.75,1658.97,13390.1,3325.69,1.0,120998.0,24884.5,0.110349,20027.9,4775.1,909.5,0.00877906,1.01256,1.02631,1.00263,1.08005,0.861838,0.90425,0.928188,13390.1,0.303682,14.9606,15.0,15.0,0.0,0.01,0.0434277,51143.5,52945.4,52945.4,1.0,1.0,1.00526,1.18378
949,1994.83,15541.5,145989.0,13352.4,3184.88,0.817245,8093.71,1660.55,13384.5,3326.79,1.0,121080.0,24908.3,0.110277,20028.5,4777.32,909.5,0.00877821,1.01263,1.02688,1.00269,1.08019,0.861209,0.904129,0.928097,13384.5,0.303388,14.9598,15.0,15.0,0.0,0.01,0.0432996,51171.6,52964.8,52964.8,1.0,1.0,1.00538,1.18335
950,1994.84,15546.2,146095.0,13352.7,3186.36,0.815932,8099.66,1662.14,13378.8,3327.89,1.0,121162.0,24932.1,0.110205,20029.0,4779.54,909.5,0.00877733,1.01269,1.02744,1.00274,1.08032,0.860584,0.90401,0.928007,13378.8,0.303096,14.9589,15.0,15.0,0.0,0.01,0.0431706,51199.6,52984.0,52984.0,1.0,1.0,1.00549,1.18292
951,1994.86,15550.9,146200.0,13353.0,3187.84,0.814625,8105.6,1663.73,13373.2,3328.96,1.0,121244.0,24955.9,0.110133,20029.4,4781.75,909.5,0.00877642,1.01274,1.02801,1.0028,1.08046,0.859961,0.903892,0.927919,13373.2,0.302805,14.9581,15.0,15.0,0.0,0.01,0.0430406,51227.5,53003.0,53003.0,1.0,1.0,1.0056,1.18251
952,1994.88,15555.5,146306.0,13353.2,3189.31,0.813326,8111.54,1665.32,13367.5,3330.03,1.0,121326.0,24979.8,0.11006,20029.8,4783.96,909.5,0.00877549,1.01279,1.02857,1.00286,1.0806,0.859342,0.903775,0.927832,13367.5,0.302515,14.9573,15.0,15.0,0.0,0.01,0.0429096,51255.3,53021.9,53021.9,1.0,1.0,1.00571,1.18209
953,1994.89,15560.0,146412.0,13353.3,3190.77,0.812033,8117.46,1666.9,13361.7,3331.08,1.0,121408.0,25003.6,0.109987,20030.0,4786.16,909.5,0.00877453,1.01284,1.02912,1.00291,1.08074,0.858725,0.90366,0.927745,13361.7,0.302226,14.9564,15.0,15.0,0.0,0.01,0.0427777,51282.9,53040.7,53040.7,1.0,1.0,1.00582,1.18168
954,1994.91,15564.4,146518.0,13353.4,3192.23,0.810746,8123.37,1668.49,13356.0,3332.12,1.0,121490.0,25027.4,0.109913,20030.1,4788.35,909.5,0.00877354,1.01288,1.02967,1.00297,1.08087,0.858112,0.903547,0.92766,13356.0,0.301938,14.9556,15.0,15.0,0.0,0.01,0.0426449,51310.3,53059.2,53059.2,1.0,1.0,1.00593,1.18127
955,1994.92,15568.7,146623.0,13353.4,3193.69,0.809467,8129.28,1670.08,13350.2,3333.15,1.0,121572.0,25051.2,0.10984,20030.2,4790.53,909.5,0.00877252,1.01291,1.03021,1.00302,1.08101,0.857502,0.903435,0.927576,13350.2,0.301651,14.9548,15.0,15.0,0.0,0.01,0.0425112,51337.7,53077.7,53077.7,1.0,1.0,1.00604,1.18087
956,1994.94,15573.0,146729.0,13353.4,3195.14,0.808195,8135.17,1671.67,13344.4,3334.16,1.0,121654.0,25075.0,0.109766,20030.1,4792.71,909.5,0.00877148,1.01294,1.03075,1.00307,1.08115,0.856895,0.903325,0.927494,13344.4,0.301366,14.954,15.0,15.0,0.0,0.01,0.0423765,51364.9,53096.0,53096.0,1.0,1.0,1.00615,1.18048
957,1994.95,15577.2,146834.0,13353.3,3196.59,0.80693,8141.05,1673.25,13338.6,3335.15,1.0,121735.0,25098.8,0.109692,20030.0,4794.89,909.5,0.00877041,1.01297,1.03128,1.00313,1.08128,0.856292,0.903216,0.927412,13338.6,0.301082,14.9532,15.0,15.0,0.0,0.01,0.042241,51391.9,53114.1,53114.1,1.0,1.0,1.00626,1.18009
958,1994.97,15581.3,146939.0,13353.2,3198.03,0.805672,8146.93,1674.84,13332.7,3336.13,1.0,121817.0,25122.6,0.109617,20029.7,4797.05,909.5,0.00876931,1.01298,1.0318,1.00318,1.08142,0.855691,0.903109,0.927332,13332.7,0.300799,14.9524,15.0,15.0,0.0,0.01,0.0421046,51418.8,53132.1,53132.1,1.0,1.0,1.00636,1.1797
959,1994.98,15585.3,147044.0,13352.9,3199.47,0.804422,8152.79,1676.43,13326.9,3337.1,1.0,121898.0,25146.4,0.109542,20029.4,4799.21,909.5,0.00876819,1.013,1.03232,1.00323,1.08156,0.855093,0.903004,0.927253,13326.9,0.300518,14.9517,15.0,15.0,0.0,0.01,0.0419673,51445.6,53149.9,53149.9,1.0,1.0,1.00646,1.17931
960,1995.0,15589.2,147149.0,13352.7,3200.91,0.803179,8158.64,1678.01,13321.0,3338.06,1.0,121979.0,25170.2,0.109467,20029.0,4801.36,909.5,0.00876704,1.01301,1.03283,1.00328,1.08169,0.854499,0.902901,0.927176,13321.0,0.300238,14.9509,15.0,15.0,0.0,0.01,0.0418292,51472.2,53167.6,53167.6,1.0,1.0,1.00657,1.17894
961,1995.02,15593.1,147254.0,13352.3,3202.33,0.801944,8164.48,1679.6,13315.1,3338.99,1.0,122060.0,25194.0,0.109391,20028.5,4803.5,909.5,0.00876587,1.01301,1.03333,1.00333,1.08183,0.853908,0.902799,0.927099,13315.1,0.29996,14.9502,15.0,15.0,0.0,0.01,0.0416903,51498.7,53185.2,53185.2,1.0,1.0,1.00667,1.17856
962,1995.03,15596.9,147359.0,13352.0,3203.76,0.800717,8170.3,1681.19,13309.1,3339.92,1.0,122141.0,25217.8,0.109316,20027.9,4805.64,909.5,0.00876467,1.01301,1.03383,1.00338,1.08197,0.85332,0.902699,0.927024,13309.1,0.299683,14.9494,15.0,15.0,0.0,0.01,0.0415506,51525.1,53202.6,53202.6,1.0,1.0,1.00677,1.17819
963,1995.05,15600.6,147464.0,13351.5,3205.18,0.799498,8176.11,1682.77,13303.1,3340.83,1.0,122222.0,25241.6,0.10924,20027.3,4807.77,909.5,0.00876344,1.013,1.03432,1.00343,1.08211,0.852735,0.902601,0.926951,13303.1,0.299407,14.9487,15.0,15.0,0.0,0.01,0.0414101,51551.3,53219.9,53219.9,1.0,1.0,1.00686,1.17782
964,1995.06,15604.2,147569.0,13351.0,3206.59,0.798287,8181.91,1684.36,13297.2,3341.72,1.0,122303.0,25265.4,0.109163,20026.5,4809.88,909.5,0.0087622,1.01299,1.03479,1.00348,1.08224,0.852153,0.902505,0.926879,13297.2,0.299133,14.948,15.0,15.0,0.0,0.01,0.0412688,51577.3,53237.1,53237.1,1.0,1.0,1.00696,1.17746
965,1995.08,15607.7,147673.0,13350.4,3208.0,0.797084,8187.7,1685.94,13291.1,3342.6,1.0,122384.0,25289.1,0.109087,20025.7,4812.0,909.5,0.00876093,1.01297,1.03527,1.00353,1.08238,0.851574,0.902411,0.926808,13291.1,0.298861,14.9473,15.0,15.0,0.0,0.01,0.0411268,51603.3,53254.1,53254.1,1.0,1.0,1.00705,1.17709
966,1995.09,15611.2,147778.0,13349.8,3209.4,0.79589,8193.48,1687.53,13285.1,3343.46,1.0,122465.0,25312.9,0.10901,20024.7,4814.1,909.5,0.00875963,1.01295,1.03573,1.00357,1.08252,0.850998,0.902319,0.926739,13285.1,0.29859,14.9466,15.0,15.0,0.0,0.01,0.040984,51629.1,53271.0,53271.0,1.0,1.0,1.00715,1.17674
967,1995.11,15614.6,147882.0,13349.2,3210.8,0.794704,8199.24,1689.11,13279.1,3344.31,1.0,122545.0,25336.7,0.108933,20023.7,4816.19,909.5,0.00875831,1.01292,1.03618,1.00362,1.08265,0.850426,0.902229,0.926671,13279.1,0.298321,14.9459,15.0,15.0,0.0,0.01,0.0408406,51654.7,53287.7,53287.7,1.0,1.0,1.00724,1.17638
968,1995.12,15617.9,147986.0,13348.4,3212.19,0.793527,8204.98,1690.7,13273.0,3345.14,1.0,122626.0,25360.5,0.108855,20022.6,4818.28,909.5,0.00875697,1.01289,1.03663,1.00366,1.08279,0.849856,0.90214,0.926605,13273.0,0.298053,14.9453,15.0,15.0,0.0,0.01,0.0406964,51680.2,53304.3,53304.3,1.0,1.0,1.00733,1.17603
969,1995.14,15621.2,148090.0,13347.6,3213.57,0.792359,8210.72,1692.28,13266.9,3345.96,1.0,122706.0,25384.3,0.108777,20021.5,4820.36,909.5,0.00875561,1.01285,1.03706,1.00371,1.08293,0.849289,0.902054,0.926541,13266.9,0.297787,14.9446,15.0,15.0,0.0,0.01,0.0405515,51705.6,53320.8,53320.8,1.0,1.0,1.00741,1.17569
970,1995.16,15624.3,148194.0,13346.8,3214.95,0.7912,8216.43,1693.87,13260.8,3346.76,1.0,122786.0,25408.0,0.108699,20020.2,4822.43,909.5,0.00875422,1.01281,1.03748,1.00375,1.08306,0.848726,0.90197,0.926477,13260.8,0.297523,14.944,15.0,15.0,0.0,0.01,0.040406,51730.9,53337.2,53337.2,1.0,1.0,1.0075,1.17534
971,1995.17,15627.4,148298.0,13345.9,3216.32,0.79005,8222.14,1695.45,13254.6,3347.55,1.0,122866.0,25431.8,0.108621,20018.8,4824.49,909.5,0.00875282,1.01276,1.0379,1.00379,1.0832,0.848166,0.901888,0.926416,13254.6,0.29726,14.9434,15.0,15.0,0.0,0.01,0.0402599,51756.0,53353.4,53353.4,1.0,1.0,1.00758,1.175
972,1995.19,15630.4,148402.0,13344.9,3217.69,0.788909,8227.83,1697.04,13248.5,3348.32,1.0,122946.0,25455.6,0.108543,20017.4,4826.54,909.5,0.00875139,1.01271,1.0383,1.00383,1.08334,0.847608,0.901808,0.926356,13248.5,0.297,14.9428,15.0,15.0,0.0,0.01,0.0401131,51780.9,53369.6,53369.6,1.0,1.0,1.00766,1.17466
973,1995.2,15633.4,148506.0,13343.9,3219.05,0.787778,8233.5,1698.62,13242.3,3349.07,1.0,123026.0,25479.3,0.108464,20015.9,4828.58,909.5,0.00874994,1.01265,1.0387,1.00387,1.08347,0.847054,0.90173,0.926297,13242.3,0.296741,14.9422,15.0,15.0,0.0,0.01,0.0399657,51805.7,53385.6,53385.6,1.0,1.0,1.00774,1.17433
974,1995.22,15636.2,148609.0,13342.9,3220.41,0.786657,8239.16,1700.2,13236.1,3349.81,1.0,123106.0,25503.1,0.108385,20014.3,4830.61,909.5,0.00874846,1.01259,1.03908,1.00391,1.08361,0.846503,0.901654,0.92624,13236.1,0.296483,14.9416,15.0,15.0,0.0,0.01,0.0398177,51830.4,53401.5,53401.5,1.0,1.0,1.00782,1.174
975,1995.23,15639.0,148713.0,13341.8,3221.75,0.785545,8244.8,1701.79,13229.9,3350.54,1.0,123186.0,25526.8,0.108306,20012.7,4832.63,909.5,0.00874697,1.01252,1.03945,1.00395,1.08375,0.845955,0.90158,0.926185,13229.9,0.296228,14.9411,15.0,15.0,0.0,0.01,0.0396692,51855.0,53417.2,53417.2,1.0,1.0,1.00789,1.17367
976,1995.25,15641.8,148816.0,13340.6,3223.1,0.784443,8250.43,1703.37,13223.7,3351.25,1.0,123266.0,25550.6,0.108226,20010.9,4834.64,909.5,0.00874546,1.01245,1.03982,1.00398,1.08388,0.845409,0.901509,0.926131,13223.7,0.295974,14.9405,15.0,15.0,0.0,0.01,0.0395201,51879.4,53432.9,53432.9,1.0,1.0,1.00796,1.17334
977,1995.27,15644.4,148920.0,13339.4,3224.43,0.783351,8256.04,1704.95,13217.4,3351.94,1.0,123345.0,25574.3,0.108147,20009.1,4836.65,909.5,0.00874392,1.01237,1.04017,1.00402,1.08402,0.844867,0.901439,0.926079,13217.4,0.295723,14.94,15.0,15.0,0.0,0.01,0.0393705,51903.7,53448.5,53448.5,1.0,1.0,1.00803,1.17302
978,1995.28,15647.0,149023.0,13338.1,3225.76,0.782269,8261.64,1706.54,13211.2,3352.62,1.0,123425.0,25598.1,0.108067,20007.2,4838.64,909.5,0.00874237,1.01229,1.04051,1.00405,1.08416,0.844328,0.901372,0.926029,13211.2,0.295473,14.9395,15.0,15.0,0.0,0.01,0.0392204,51927.8,53463.9,53463.9,1.0,1.0,1.0081,1.1727
979,1995.3,15649.5,149126.0,13336.8,3227.08,0.781198,8267.22,1708.12,13204.9,3353.28,1.0,123504.0,25621.8,0.107987,20005.2,4840.62,909.5,0.00874079,1.01221,1.04083,1.00408,1.08429,0.843792,0.901307,0.92598,13204.9,0.295225,14.939,15.0,15.0,0.0,0.01,0.0390698,51951.8,53479.2,53479.2,1.0,1.0,1.00817,1.17238
980,1995.31,15651.9,149229.0,13335.4,3228.39,0.780137,8272.78,1709.7,13198.6,3353.92,1.0,123583.0,25645.5,0.107906,20003.1,4842.59,909.5,0.0087392,1.01212,1.04115,1.00411,1.08443,0.843259,0.901244,0.925933,13198.6,0.294979,14.9385,15.0,15.0,0.0,0.01,0.0389187,51975.7,53494.5,53494.5,1.0,1.0,1.00823,1.17206
981,1995.33,15654.3,149332.0,13334.0,3229.7,0.779087,8278.33,1711.28,13192.3,3354.56,1.0,123662.0,25669.3,0.107826,20001.0,4844.55,909.5,0.00873759,1.01203,1.04145,1.00415,1.08457,0.842728,0.901184,0.925888,13192.3,0.294735,14.9381,15.0,15.0,0.0,0.01,0.0387672,51999.4,53509.6,53509.6,1.0,1.0,1.00829,1.17175
982,1995.34,15656.6,149434.0,13332.5,3231.0,0.778048,8283.86,1712.87,13186.0,3355.17,1.0,123741.0,25693.0,0.107745,19998.8,4846.5,909.5,0.00873596,1.01193,1.04175,1.00417,1.0847,0.842201,0.901126,0.925844,13186.0,0.294493,14.9376,15.0,15.0,0.0,0.01,0.0386152,52023.0,53524.6,53524.6,1.0,1.0,1.00835,1.17144
983,1995.36,15658.9,149537.0,13331.0,3232.3,0.77702,8289.37,1714.45,13179.7,3355.77,1.0,123820.0,25716.7,0.107664,19996.5,4848.44,909.5,0.00873431,1.01183,1.04203,1.0042,1.08484,0.841677,0.90107,0.925802,13179.7,0.294252,14.9372,15.0,15.0,0.0,0.01,0.0384629,52046.4,53539.6,53539.6,1.0,1.0,1.00841,1.17113
984,1995.38,15661.1,149639.0,13329.4,3233.58,0.776003,8294.86,1716.03,13173.4,3356.36,1.0,123899.0,25740.4,0.107583,19994.1,4850.37,909.5,0.00873264,1.01172,1.04229,1.00423,1.08498,0.841155,0.901016,0.925762,13173.4,0.294014,14.9368,15.0,15.0,0.0,0.01,0.0383102,52069.8,53554.4,53554.4,1.0,1.0,1.00846,1.17083
985,1995.39,15663.2,149742.0,13327.8,3234.86,0.774997,8300.34,1717.61,13167.0,3356.93,1.0,123978.0,25764.1,0.107502,19991.7,4852.29,909.5,0.00873095,1.01161,1.04255,1.00425,1.08511,0.840637,0.900964,0.925723,13167.0,0.293778,14.9364,15.0,15.0,0.0,0.01,0.0381571,52093.0,53569.2,53569.2,1.0,1.0,1.00851,1.17053
986,1995.41,15665.2,149844.0,13326.1,3236.13,0.774003,8305.8,1719.19,13160.7,3357.48,1.0,124056.0,25787.8,0.10742,19989.2,4854.2,909.5,0.00872925,1.01149,1.04279,1.00428,1.08525,0.840121,0.900915,0.925687,13160.7,0.293544,14.9361,15.0,15.0,0.0,0.01,0.0380037,52116.0,53583.8,53583.8,1.0,1.0,1.00856,1.17023
987,1995.42,15667.2,149946.0,13324.4,3237.4,0.77302,8311.24,1720.77,13154.3,3358.02,1.0,124135.0,25811.5,0.107338,19986.6,4856.09,909.5,0.00872753,1.01138,1.04302,1.0043,1.08539,0.839609,0.900869,0.925651,13154.3,0.293312,14.9357,15.0,15.0,0.0,0.01,0.0378499,52139.0,53598.4,53598.4,1.0,1.0,1.0086,1.16993
988,1995.44,15669.1,150048.0,13322.6,3238.65,0.772049,8316.66,1722.35,13148.0,3358.55,1.0,124213.0,25835.2,0.107256,19983.9,4857.98,909.5,0.00872579,1.01125,1.04324,1.00432,1.08552,0.839099,0.900824,0.925618,13148.0,0.293082,14.9354,15.0,15.0,0.0,0.01,0.0376959,52161.8,53612.9,53612.9,1.0,1.0,1.00865,1.16964
989,1995.45,15671.0,150150.0,13320.8,3239.9,0.771091,8322.07,1723.93,13141.6,3359.06,1.0,124291.0,25858.9,0.107174,19981.2,4859.85,909.5,0.00872404,1.01113,1.04344,1.00434,1.08566,0.838592,0.900782,0.925586,13141.6,0.292855,14.9351,15.0,15.0,0.0,0.01,0.0375416,52184.5,53627.3,53627.3,1.0,1.0,1.00869,1.16935
990,1995.47,15672.8,150252.0,13318.9,3241.14,0.770144,8327.46,1725.51,13135.2,3359.55,1.0,124369.0,25882.6,0.107092,19978.4,4861.71,909.5,0.00872227,1.011,1.04363,1.00436,1.08579,0.838088,0.900742,0.925556,13135.2,0.292629,14.9348,15.0,15.0,0.0,0.01,0.037387,52207.0,53641.7,53641.7,1.0,1.0,1.00873,1.16906
991,1995.48,15674.6,150354.0,13317.0,3242.38,0.76921,8332.83,1727.09,13128.8,3360.03,1.0,124447.0,25906.3,0.107009,19975.5,4863.56,909.5,0.00872048,1.01087,1.04381,1.00438,1.08593,0.837587,0.900704,0.925528,13128.8,0.292405,14.9346,15.0,15.0,0.0,0.01,0.0372322,52229.4,53655.9,53655.9,1.0,1.0,1.00876,1.16877
992,1995.5,15676.3,150455.0,13315.1,3243.6,0.768288,8338.18,1728.67,13122.5,3360.5,1.0,124525.0,25930.0,0.106927,19972.6,4865.4,909.5,0.00871868,1.01073,1.04397,1.0044,1.08607,0.837089,0.900669,0.925502,13122.5,0.292184,14.9343,15.0,15.0,0.0,0.01,0.0370772,52251.7,53670.1,53670.1,1.0,1.0,1.00879,1.16849
