,time (year),avca,cap,capis,capus,cbcefca,cdpis,cdpus,cipis,cipus,coca,cpis,cpus,crr,cucpis,cucpus,cucpus1980,ecr,ede,edefca,edelc,etfp,facnc,fracamgdppl,fracamgdppt,incpis,isgdp,lcpis,lcpus,lcpus1980,obsgipis,obsgipus,ogr,oly,oov,oro,owecc,owelc,pede,wsoefca
0,1980.0,7672.9,64600.0,6715.0,606.333,1.0,3950.0,356.667,8068.0,1630.87,1.0,59250.0,5350.0,0.113333,10072.5,909.5,909.5,0.0,1.02995,1.0,1.0,1.0,1.05149,1.00142,1.0,8068.0,0.335316,15.0,15.0,15.0,0.0,0.01,0.06,26497.1,28087.0,28087.0,1.0,1.0,1.0,1.5
1,1980.02,7693.18,64647.1,6729.09,617.006,1.0,3953.8,356.927,8089.32,1637.31,1.0,59293.2,5353.9,0.113488,10093.6,925.508,909.5,1.77326e-05,1.02953,1.00234,1.00023,1.0,1.05149,1.00134,1.0,8089.32,0.336081,14.9965,15.0,15.0,0.0,0.01,0.06,26522.0,28105.1,28105.1,1.0,1.0,1.00047,1.50007
2,1980.03,7713.23,64694.5,6743.26,627.634,0.999966,3957.59,357.198,8110.48,1643.65,1.0,59336.6,5357.96,0.113644,10114.9,941.451,909.5,3.54851e-05,1.02912,1.00461,1.00046,1.0,1.0515,1.00126,1.0,8110.48,0.336837,14.9931,15.0,15.0,0.0,0.01,0.0599952,26546.7,28123.1,28123.1,1.0,1.0,1.00092,1.50014
3,1980.05,7733.05,64742.3,6757.5,638.217,0.9999,3961.37,357.479,8131.47,1649.9,1.0,59380.1,5362.19,0.113801,10136.3,957.326,909.5,5.32579e-05,1.02871,1.00681,1.00068,1.0,1.05152,1.00117,1.0,8131.47,0.337582,14.9898,15.0,15.0,0.0,0.01,0.0599856,26571.3,28141.2,28141.2,1.0,1.0,1.00136,1.50021
4,1980.06,7752.64,64790.4,6771.82,648.756,0.999802,3965.13,357.772,8152.29,1656.04,1.0,59423.8,5366.58,0.113958,10157.7,973.134,909.5,7.10509e-05,1.0283,1.00895,1.0009,1.0,1.05155,1.00109,1.0,8152.29,0.338317,14.9866,15.0,15.0,0.0,0.01,0.0599715,26595.9,28159.3,28159.3,1.0,1.0,1.00179,1.50027
5,1980.08,7772.01,64838.8,6786.2,659.248,0.999673,3968.88,358.075,8172.94,1662.1,1.0,59467.6,5371.12,0.114116,10179.3,988.872,909.5,8.88643e-05,1.02789,1.01102,1.0011,1.0,1.05159,1.00101,1.0,8172.94,0.339041,14.9835,15.0,15.0,0.0,0.01,0.0599529,26620.3,28177.3,28177.3,1.0,1.0,1.0022,1.50033
6,1980.09,7791.16,64887.5,6800.64,669.695,0.999516,3972.61,358.389,8193.41,1668.05,1.0,59511.7,5375.83,0.114274,10201.0,1004.54,909.5,0.000106698,1.02747,1.01303,1.0013,1.0,1.05163,1.00093,1.0,8193.41,0.339755,14.9805,15.0,15.0,0.0,0.01,0.05993,26644.6,28195.3,28195.3,1.0,1.0,1.00261,1.50039
7,1980.11,7810.09,64936.5,6815.15,680.094,0.99933,3976.33,358.713,8213.71,1673.92,1.0,59555.8,5380.69,0.114433,10222.7,1020.14,909.5,0.000124553,1.02706,1.01497,1.0015,1.00001,1.05168,1.00085,1.0,8213.71,0.340459,14.9776,15.0,15.0,0.0,0.01,0.059903,26668.9,28213.4,28213.4,1.0,1.0,1.00299,1.50044
8,1980.12,7828.81,64985.9,6829.72,690.447,0.999117,3980.04,359.048,8233.84,1679.69,1.0,59600.2,5385.71,0.114592,10244.6,1035.67,909.5,0.000142428,1.02665,1.01685,1.00169,1.00001,1.05174,1.00076,1.0,8233.84,0.341153,14.9748,15.0,15.0,0.0,0.01,0.0598719,26693.0,28231.4,28231.4,1.0,1.0,1.00337,1.50049
9,1980.14,7847.31,65035.6,6844.34,700.751,0.998877,3983.74,359.393,8253.79,1685.38,1.0,59644.7,5390.89,0.114752,10266.5,1051.13,909.5,0.000160323,1.02623,1.01867,1.00187,1.00001,1.0518,1.00068,1.0,8253.79,0.341836,14.972,15.0,15.0,0.0,0.01,0.059837,26717.0,28249.5,28249.5,1.0,1.0,1.00373,1.50053
10,1980.16,7865.6,65085.7,6859.03,711.008,0.998612,3987.42,359.748,8273.57,1690.98,1.0,59689.4,5396.23,0.114912,10288.5,1066.51,909.5,0.000178239,1.02582,1.02043,1.00204,1.00001,1.05187,1.0006,1.0,8273.57,0.342508,14.9694,15.0,15.0,0.0,0.01,0.0597983,26741.0,28267.6,28267.6,1.0,1.0,1.00409,1.50058
11,1980.17,7883.69,65136.0,6873.76,721.216,0.998323,3991.1,360.114,8293.17,1696.49,1.0,59734.3,5401.72,0.115072,10310.6,1081.82,909.5,0.000196175,1.0254,1.02212,1.00221,1.00002,1.05194,1.00052,1.0,8293.17,0.343171,14.9669,15.0,15.0,0.0,0.01,0.0597559,26764.8,28285.7,28285.7,1.0,1.0,1.00442,1.50061
12,1980.19,7901.57,65186.7,6888.55,731.375,0.99801,3994.76,360.491,8312.58,1701.92,1.0,59779.3,5407.36,0.115233,10332.8,1097.06,909.5,0.000214131,1.02498,1.02376,1.00238,1.00002,1.05202,1.00044,1.0,8312.58,0.343823,14.9644,15.0,15.0,0.0,0.01,0.0597101,26788.6,28303.8,28303.8,1.0,1.0,1.00475,1.50065
13,1980.2,7919.25,65237.7,6903.38,741.485,0.997674,3998.41,360.877,8331.82,1707.26,1.0,59824.6,5413.15,0.115394,10355.1,1112.23,909.5,0.000232107,1.02456,1.02534,1.00253,1.00002,1.0521,1.00036,1.0,8331.82,0.344465,14.9621,15.0,15.0,0.0,0.01,0.0596609,26812.3,28322.0,28322.0,1.0,1.0,1.00507,1.50068
14,1980.22,7936.73,65289.0,6918.26,751.545,0.997317,4002.05,361.273,8350.88,1712.52,1.0,59869.9,5419.1,0.115555,10377.4,1127.32,909.5,0.000250102,1.02414,1.02687,1.00269,1.00003,1.05218,1.00027,1.0,8350.88,0.345096,14.9598,15.0,15.0,0.0,0.01,0.0596085,26835.9,28340.2,28340.2,1.0,1.0,1.00537,1.5007
15,1980.23,7954.01,65340.7,6933.18,761.555,0.996938,4005.68,361.68,8369.76,1717.7,1.0,59915.5,5425.2,0.115716,10399.8,1142.33,909.5,0.000268116,1.02372,1.02833,1.00283,1.00003,1.05227,1.00019,1.0,8369.76,0.345717,14.9576,15.0,15.0,0.0,0.01,0.059553,26859.4,28358.4,28358.4,1.0,1.0,1.00567,1.50072
16,1980.25,7971.1,65392.7,6948.15,771.515,0.99654,4009.31,362.096,8388.46,1722.8,1.0,59961.2,5431.45,0.115877,10422.2,1157.27,909.5,0.000286149,1.0233,1.02974,1.00297,1.00003,1.05236,1.00011,1.0,8388.46,0.346328,14.9555,15.0,15.0,0.0,0.01,0.0594945,26882.8,28376.6,28376.6,1.0,1.0,1.00595,1.50074
17,1980.27,7988.0,65445.0,6963.15,781.424,0.996122,4012.92,362.523,8406.97,1727.83,1.0,60007.2,5437.84,0.116039,10444.7,1172.14,909.5,0.0003042,1.02287,1.0311,1.00311,1.00004,1.05245,1.00003,1.0,8406.97,0.346929,14.9535,15.0,15.0,0.0,0.01,0.0594332,26906.1,28395.0,28395.0,1.0,1.0,1.00622,1.50075
18,1980.28,8004.7,65497.7,6978.19,791.282,0.995685,4016.52,362.959,8425.3,1732.77,1.0,60053.3,5444.39,0.1162,10467.3,1186.92,909.5,0.000322271,1.02245,1.0324,1.00324,1.00004,1.05254,0.999946,0.99996,8425.3,0.347519,14.9516,15.0,15.0,0.0,0.01,0.0593692,26929.4,28413.3,28413.3,1.0,1.0,1.00648,1.50076
19,1980.3,8021.22,65550.6,6993.26,801.09,0.99523,4020.12,363.405,8443.44,1737.64,1.0,60099.5,5451.08,0.116361,10489.9,1201.63,909.5,0.000340359,1.02202,1.03365,1.00336,1.00005,1.05264,0.999864,0.999898,8443.44,0.3481,14.9497,15.0,15.0,0.0,0.01,0.0593025,26952.6,28431.7,28431.7,1.0,1.0,1.00673,1.50076
20,1980.31,8037.56,65603.9,7008.37,810.845,0.994759,4023.7,363.861,8461.41,1742.44,1.0,60146.0,5457.92,0.116523,10512.6,1216.27,909.5,0.000358466,1.02159,1.03484,1.00348,1.00005,1.05273,0.999782,0.999836,8461.41,0.34867,14.9479,15.0,15.0,0.0,0.01,0.0592334,26975.7,28450.2,28450.2,1.0,1.0,1.00697,1.50075
21,1980.33,8053.71,65657.5,7023.51,820.549,0.99427,4027.28,364.327,8479.18,1747.16,1.0,60192.6,5464.9,0.116684,10535.3,1230.82,909.5,0.00037659,1.02116,1.03598,1.0036,1.00006,1.05283,0.999699,0.999774,8479.18,0.34923,14.9462,15.0,15.0,0.0,0.01,0.0591619,26998.7,28468.7,28468.7,1.0,1.0,1.0072,1.50074
22,1980.34,8069.68,65711.5,7038.67,830.202,0.993766,4030.85,364.802,8496.78,1751.82,1.0,60239.4,5472.03,0.116845,10558.0,1245.3,909.5,0.000394731,1.02073,1.03708,1.00371,1.00006,1.05293,0.999617,0.999712,8496.78,0.34978,14.9446,15.0,15.0,0.0,0.01,0.0590882,27021.7,28487.2,28487.2,1.0,1.0,1.00742,1.50073
