,time (year),ctfp,drta,ectaf2022,ectagdp,gssgdp,ipr,irota,itfp,owtfp,plua,ppp,psep,psp,rrotai,rta,rtfpua,sc,tfpee5ta,tfpie5ta,vpss
0,1980.0,0.01,0.01,0.0,0.0,0.19226,1.32099,0.0,1.0,1.0,0.0,1.09606,1.00431,1.22172,1.0,0.01,0.0,0.158046,1.0,1.0,4439.04
1,1980.02,0.0100016,0.01,0.0,0.0,0.193027,1.31585,0.0,1.00016,1.0,0.0,1.09216,1.00515,1.22711,1.0,0.01,0.0,0.158113,1.00016,1.00016,4443.76
2,1980.03,0.0100031,0.01,0.0,0.0,0.19378,1.31089,0.0,1.00031,1.0,0.0,1.08839,1.00599,1.2324,1.0,0.01,0.0,0.15818,1.00031,1.00031,4448.52
3,1980.05,0.0100047,0.01,0.0,0.0,0.194517,1.30611,0.0,1.00047,1.0,0.0,1.08473,1.00685,1.2376,1.0,0.01,0.0,0.158249,1.00047,1.00047,4453.33
4,1980.06,0.0100063,0.01,0.0,0.0,0.19524,1.30151,0.0,1.00063,1.0,0.0,1.0812,1.00772,1.24271,1.0,0.01,0.0,0.15832,1.00063,1.00063,4458.18
5,1980.08,0.0100078,0.01,0.0,0.0,0.195948,1.29707,0.0,1.00078,1.0,0.0,1.07779,1.00859,1.24773,1.0,0.01,0.0,0.158393,1.00078,1.00078,4463.08
6,1980.09,0.0100094,0.01,0.0,0.0,0.196642,1.29279,0.0,1.00094,1.0,0.0,1.07448,1.00948,1.25267,1.0,0.01,0.0,0.158467,1.00094,1.00094,4468.03
7,1980.11,0.0100109,0.01,0.0,0.0,0.197323,1.28868,0.0,1.00109,1.0,0.0,1.0713,1.01038,1.25752,1.0,0.01,0.0,0.158543,1.00109,1.00109,4473.04
8,1980.12,0.0100125,0.01,0.0,0.0,0.197989,1.28472,0.0,1.00125,1.0,0.0,1.06822,1.0113,1.26228,1.0,0.01,0.0,0.158622,1.00125,1.00125,4478.12
9,1980.14,0.0100141,0.01,0.0,0.0,0.198642,1.28091,0.0,1.00141,1.0,0.0,1.06525,1.01222,1.26697,1.0,0.01,0.0,0.158702,1.00141,1.00141,4483.25
10,1980.16,0.0100156,0.01,0.0,0.0,0.199282,1.27724,0.0,1.00156,1.0,0.0,1.06238,1.01317,1.27157,0.999997,0.00999997,0.0,0.158785,1.00156,1.00156,4488.46
11,1980.17,0.0100168,0.01,0.0,0.0,0.199908,1.27372,0.0,1.00172,1.0,0.0,1.05962,1.01413,1.27609,0.999957,0.00999956,0.0,0.15887,1.00172,1.00172,4493.74
12,1980.19,0.0100179,0.01,0.0,0.0,0.200522,1.27034,0.0,1.00188,1.0,0.0,1.05696,1.0151,1.28053,0.999917,0.00999917,0.0,0.158958,1.00188,1.00188,4499.09
13,1980.2,0.0100191,0.01,0.0,0.0,0.201123,1.26709,0.0,1.00203,1.0,0.0,1.0544,1.01609,1.28489,0.999877,0.00999877,0.0,0.159048,1.00203,1.00203,4504.52
14,1980.22,0.0100203,0.01,0.0,0.0,0.201711,1.26397,0.0,1.00219,1.0,0.0,1.05194,1.0171,1.28918,0.999839,0.00999839,0.0,0.159141,1.00219,1.00219,4510.03
15,1980.23,0.0100215,0.01,0.0,0.0,0.202287,1.26098,0.0,1.00235,1.0,0.0,1.04957,1.01813,1.29339,0.999801,0.00999801,0.0,0.159236,1.00235,1.00235,4515.62
16,1980.25,0.0100227,0.01,0.0,0.0,0.202851,1.25812,0.0,1.0025,1.0,0.0,1.04729,1.01917,1.29753,0.999763,0.00999763,0.0,0.159334,1.0025,1.0025,4521.3
17,1980.27,0.0100239,0.01,0.0,0.0,0.203404,1.25538,0.0,1.00266,1.0,0.0,1.04511,1.02024,1.3016,0.999727,0.00999727,0.0,0.159435,1.00266,1.00266,4527.06
18,1980.28,0.0100251,0.01,0.0,0.0,0.203944,1.25275,0.0,1.00282,1.0,0.0,1.04302,1.02132,1.30559,0.99969,0.0099969,0.0,0.159538,1.00282,1.00282,4532.91
19,1980.3,0.0100263,0.01,0.0,0.0,0.204473,1.25025,0.0,1.00297,1.0,0.0,1.04102,1.02242,1.30951,0.999655,0.00999655,0.0,0.159645,1.00297,1.00297,4538.85
20,1980.31,0.0100275,0.01,0.0,0.0,0.20499,1.24785,0.0,1.00313,1.0,0.0,1.0391,1.02354,1.31337,0.99962,0.0099962,0.0,0.159754,1.00313,1.00313,4544.88
21,1980.33,0.0100287,0.01,0.0,0.0,0.205497,1.24557,0.0,1.00329,1.0,0.0,1.03727,1.02469,1.31716,0.999585,0.00999585,0.0,0.159867,1.00329,1.00329,4551.0
22,1980.34,0.0100299,0.01,0.0,0.0,0.205992,1.2434,0.0,1.00344,1.0,0.0,1.03553,1.02585,1.32088,0.999551,0.00999551,0.0,0.159982,1.00344,1.00344,4557.22
23,1980.36,0.0100312,0.01,0.0,0.0,0.206477,1.24133,0.0,1.0036,1.0,0.0,1.03386,1.02703,1.32453,0.999518,0.00999518,0.0,0.160101,1.0036,1.0036,4563.53
24,1980.38,0.0100324,0.01,0.0,0.0,0.206951,1.23936,0.0,1.00376,1.0,0.0,1.03228,1.02824,1.32812,0.999485,0.00999485,0.0,0.160223,1.00376,1.00376,4569.93
25,1980.39,0.0100336,0.01,0.0,0.0,0.207414,1.2375,0.0,1.00391,1.0,0.0,1.03077,1.02946,1.33164,0.999452,0.00999452,0.0,0.160347,1.00391,1.00391,4576.44
26,1980.41,0.0100349,0.01,0.0,0.0,0.207867,1.23573,0.0,1.00407,1.0,0.0,1.02934,1.03071,1.3351,0.999421,0.00999421,0.0,0.160475,1.00407,1.00407,4583.04
27,1980.42,0.0100361,0.01,0.0,0.0,0.208311,1.23406,0.0,1.00423,1.0,0.0,1.02799,1.03198,1.33851,0.999389,0.00999389,0.0,0.160606,1.00423,1.00423,4589.74
28,1980.44,0.0100374,0.01,0.0,0.0,0.208744,1.23249,0.0,1.00438,1.0,0.0,1.02671,1.03327,1.34185,0.999358,0.00999358,0.0,0.16074,1.00438,1.00438,4596.54
29,1980.45,0.0100387,0.01,0.0,0.0,0.209168,1.231,0.0,1.00454,1.0,0.0,1.02551,1.03458,1.34513,0.999328,0.00999328,0.0,0.160878,1.00454,1.00454,4603.44
30,1980.47,0.0100399,0.01,0.0,0.0,0.209582,1.22961,0.0,1.0047,1.0,0.0,1.02438,1.03591,1.34835,0.999298,0.00999298,0.0,0.161018,1.0047,1.0047,4610.44
31,1980.48,0.0100412,0.01,0.0,0.0,0.209987,1.22831,0.0,1.00485,1.0,0.0,1.02331,1.03727,1.35151,0.999269,0.00999269,0.0,0.161162,1.00485,1.00485,4617.53
32,1980.5,0.0100425,0.01,0.0,0.0,0.210383,1.22709,0.0,1.00501,1.0,0.0,1.02232,1.03864,1.35462,0.99924,0.0099924,0.0,0.161309,1.00501,1.00501,4624.73
33,1980.52,0.0100438,0.01,0.0,0.0,0.210769,1.22595,0.0,1.00517,1.0,0.0,1.0214,1.04004,1.35767,0.999211,0.00999211,0.0,0.161459,1.00517,1.00517,4632.03
34,1980.53,0.010045,0.01,0.0,0.0,0.211147,1.2249,0.0,1.00532,1.0,0.0,1.02054,1.04146,1.36067,0.999184,0.00999183,0.0,0.161613,1.00532,1.00532,4639.44
35,1980.55,0.0100463,0.01,0.0,0.0,0.211516,1.22393,0.0,1.00548,1.0,0.0,1.01975,1.0429,1.36361,0.999156,0.00999156,0.0,0.16177,1.00548,1.00548,4646.94
36,1980.56,0.0100476,0.01,0.0,0.0,0.211877,1.22304,0.0,1.00564,1.0,0.0,1.01902,1.04437,1.3665,0.999129,0.00999129,0.0,0.16193,1.00564,1.00564,4654.54
37,1980.58,0.0100489,0.01,0.0,0.0,0.212229,1.22223,0.0,1.0058,1.0,0.0,1.01835,1.04585,1.36934,0.999102,0.00999102,0.0,0.162093,1.0058,1.0058,4662.24
38,1980.59,0.0100502,0.01,0.0,0.0,0.212573,1.22149,0.0,1.00595,1.0,0.0,1.01775,1.04736,1.37212,0.999076,0.00999076,0.0,0.162259,1.00595,1.00595,4670.05
39,1980.61,0.0100515,0.01,0.0,0.0,0.212908,1.22083,0.0,1.00611,1.0,0.0,1.01721,1.04889,1.37486,0.999051,0.0099905,0.0,0.162429,1.00611,1.00611,4677.95
40,1980.62,0.0100529,0.01,0.0,0.0,0.213236,1.22024,0.0,1.00627,1.0,0.0,1.01672,1.05044,1.37754,0.999025,0.00999025,0.0,0.162602,1.00627,1.00627,4685.96
41,1980.64,0.0100542,0.01,0.0,0.0,0.213557,1.21972,0.0,1.00642,1.0,0.0,1.0163,1.05201,1.38018,0.999,0.00999,0.0,0.162778,1.00642,1.00642,4694.06
42,1980.66,0.0100555,0.01,0.0,0.0,0.213869,1.21927,0.0,1.00658,1.0,0.0,1.01593,1.0536,1.38277,0.998976,0.00998976,0.0,0.162958,1.00658,1.00658,4702.26
43,1980.67,0.0100568,0.01,0.0,0.0,0.214174,1.21889,0.0,1.00674,1.0,0.0,1.01562,1.05521,1.38531,0.998952,0.00998952,0.0,0.16314,1.00674,1.00674,4710.56
44,1980.69,0.0100582,0.01,0.0,0.0,0.214472,1.21858,0.0,1.0069,1.0,0.0,1.01537,1.05685,1.38781,0.998928,0.00998928,0.0,0.163326,1.0069,1.0069,4718.96
45,1980.7,0.0100595,0.01,0.0,0.0,0.214763,1.21834,0.0,1.00705,1.0,0.0,1.01517,1.0585,1.39026,0.998905,0.00998905,0.0,0.163515,1.00705,1.00705,4727.46
46,1980.72,0.0100608,0.01,0.0,0.0,0.215047,1.21816,0.0,1.00721,1.0,0.0,1.01502,1.06018,1.39266,0.998882,0.00998882,0.0,0.163707,1.00721,1.00721,4736.06
47,1980.73,0.0100622,0.01,0.0,0.0,0.215323,1.21804,0.0,1.00737,1.0,0.0,1.01492,1.06188,1.39502,0.99886,0.0099886,0.0,0.163902,1.00737,1.00737,4744.75
48,1980.75,0.0100635,0.01,0.0,0.0,0.215593,1.21799,0.0,1.00752,1.0,0.0,1.01488,1.0636,1.39734,0.998838,0.00998838,0.0,0.164101,1.00752,1.00752,4753.53
49,1980.77,0.0100649,0.01,0.0,0.0,0.215857,1.21799,0.0,1.00768,1.0,0.0,1.01488,1.06533,1.39962,0.998816,0.00998816,0.0,0.164302,1.00768,1.00768,4762.42
50,1980.78,0.0100662,0.01,0.0,0.0,0.216114,1.21806,0.0,1.00784,1.0,0.0,1.01494,1.06709,1.40185,0.998795,0.00998795,0.0,0.164507,1.00784,1.00784,4771.39
51,1980.8,0.0100676,0.01,0.0,0.0,0.216365,1.21819,0.0,1.008,1.0,0.0,1.01504,1.06887,1.40404,0.998774,0.00998774,0.0,0.164714,1.008,1.008,4780.46
52,1980.81,0.010069,0.01,0.0,0.0,0.216609,1.21837,0.0,1.00815,1.0,0.0,1.01519,1.07067,1.4062,0.998754,0.00998754,0.0,0.164925,1.00815,1.00815,4789.62
53,1980.83,0.0100703,0.01,0.0,0.0,0.216848,1.21861,0.0,1.00831,1.0,0.0,1.01539,1.07248,1.40831,0.998734,0.00998734,0.0,0.165138,1.00831,1.00831,4798.88
54,1980.84,0.0100717,0.01,0.0,0.0,0.21708,1.2189,0.0,1.00847,1.0,0.0,1.01563,1.07432,1.41038,0.998714,0.00998714,0.0,0.165355,1.00847,1.00847,4808.22
55,1980.86,0.0100731,0.01,0.0,0.0,0.217307,1.21926,0.0,1.00863,1.0,0.0,1.01592,1.07618,1.41242,0.998695,0.00998695,0.0,0.165575,1.00863,1.00863,4817.65
56,1980.88,0.0100745,0.01,0.0,0.0,0.217528,1.21966,0.0,1.00878,1.0,0.0,1.01625,1.07805,1.41442,0.998676,0.00998676,0.0,0.165797,1.00878,1.00878,4827.18
57,1980.89,0.0100759,0.01,0.0,0.0,0.217744,1.22012,0.0,1.00894,1.0,0.0,1.01662,1.07994,1.41638,0.998657,0.00998657,0.0,0.166023,1.00894,1.00894,4836.79
58,1980.91,0.0100772,0.01,0.0,0.0,0.217954,1.22062,0.0,1.0091,1.0,0.0,1.01704,1.08186,1.41831,0.998639,0.00998639,0.0,0.166251,1.0091,1.0091,4846.49
59,1980.92,0.0100786,0.01,0.0,0.0,0.218159,1.22118,0.0,1.00925,1.0,0.0,1.0175,1.08378,1.4202,0.998621,0.00998621,0.0,0.166482,1.00925,1.00925,4856.27
60,1980.94,0.01008,0.01,0.0,0.0,0.218359,1.22179,0.0,1.00941,1.0,0.0,1.018,1.08573,1.42205,0.998604,0.00998604,0.0,0.166716,1.00941,1.00941,4866.14
61,1980.95,0.0100814,0.01,0.0,0.0,0.218553,1.22245,0.0,1.00957,1.0,0.0,1.01853,1.0877,1.42387,0.998587,0.00998587,0.0,0.166953,1.00957,1.00957,4876.1
62,1980.97,0.0100828,0.01,0.0,0.0,0.218743,1.22315,0.0,1.00973,1.0,0.0,1.01911,1.08968,1.42566,0.99857,0.0099857,0.0,0.167193,1.00973,1.00973,4886.13
63,1980.98,0.0100842,0.01,0.0,0.0,0.218928,1.22391,0.0,1.00988,1.0,0.0,1.01973,1.09168,1.42742,0.998554,0.00998554,0.0,0.167435,1.00988,1.00988,4896.25
64,1981.0,0.0100857,0.01,0.0,0.0,0.219108,1.2247,0.0,1.01004,1.0,0.0,1.02038,1.0937,1.42914,0.998538,0.00998538,0.0,0.16768,1.01004,1.01004,4906.45
65,1981.02,0.0100871,0.01,0.0,0.0,0.219284,1.22555,0.0,1.0102,1.0,0.0,1.02107,1.09573,1.43083,0.998522,0.00998522,0.0,0.167927,1.0102,1.0102,4916.74
66,1981.03,0.0100885,0.01,0.0,0.0,0.219455,1.22643,0.0,1.01036,1.0,0.0,1.02179,1.09778,1.43249,0.998507,0.00998507,0.0,0.168178,1.01036,1.01036,4927.09
67,1981.05,0.0100899,0.01,0.0,0.0,0.219622,1.22737,0.0,1.01052,1.0,0.0,1.02255,1.09984,1.43412,0.998492,0.00998492,0.0,0.168431,1.01052,1.01052,4937.53
68,1981.06,0.0100913,0.01,0.0,0.0,0.219784,1.22834,0.0,1.01067,1.0,0.0,1.02334,1.10193,1.43572,0.998477,0.00998477,0.0,0.168686,1.01067,1.01067,4948.05
69,1981.08,0.0100928,0.01,0.0,0.0,0.219943,1.22936,0.0,1.01083,1.0,0.0,1.02417,1.10402,1.43729,0.998463,0.00998463,0.0,0.168944,1.01083,1.01083,4958.64
70,1981.09,0.0100942,0.01,0.0,0.0,0.220097,1.23041,0.0,1.01099,1.0,0.0,1.02503,1.10614,1.43884,0.998449,0.00998449,0.0,0.169204,1.01099,1.01099,4969.3
71,1981.11,0.0100956,0.01,0.0,0.0,0.220247,1.23151,0.0,1.01115,1.0,0.0,1.02592,1.10827,1.44035,0.998436,0.00998436,0.0,0.169467,1.01115,1.01115,4980.04
72,1981.12,0.0100971,0.01,0.0,0.0,0.220394,1.23265,0.0,1.0113,1.0,0.0,1.02684,1.11041,1.44184,0.998423,0.00998423,0.0,0.169733,1.0113,1.0113,4990.85
73,1981.14,0.0100985,0.01,0.0,0.0,0.220537,1.23382,0.0,1.01146,1.0,0.0,1.0278,1.11257,1.4433,0.99841,0.0099841,0.0,0.17,1.01146,1.01146,5001.73
74,1981.16,0.0101,0.01,0.0,0.0,0.220676,1.23504,0.0,1.01162,1.0,0.0,1.02878,1.11474,1.44474,0.998397,0.00998397,0.0,0.17027,1.01162,1.01162,5012.68
75,1981.17,0.0101014,0.01,0.0,0.0,0.220811,1.23629,0.0,1.01178,1.0,0.0,1.02979,1.11692,1.44615,0.998385,0.00998385,0.0,0.170542,1.01178,1.01178,5023.7
76,1981.19,0.0101029,0.01,0.0,0.0,0.220943,1.23758,0.0,1.01193,1.0,0.0,1.03084,1.11912,1.44753,0.998373,0.00998373,0.0,0.170817,1.01193,1.01193,5034.79
77,1981.2,0.0101043,0.01,0.0,0.0,0.221072,1.2389,0.0,1.01209,1.0,0.0,1.03191,1.12134,1.44889,0.998362,0.00998362,0.0,0.171094,1.01209,1.01209,5045.95
78,1981.22,0.0101058,0.01,0.0,0.0,0.221197,1.24026,0.0,1.01225,1.0,0.0,1.033,1.12356,1.45022,0.998351,0.00998351,0.0,0.171373,1.01225,1.01225,5057.17
79,1981.23,0.0101073,0.01,0.0,0.0,0.221319,1.24166,0.0,1.01241,1.0,0.0,1.03413,1.1258,1.45154,0.99834,0.0099834,0.0,0.171654,1.01241,1.01241,5068.45
80,1981.25,0.0101088,0.01,0.0,0.0,0.221438,1.24309,0.0,1.01257,1.0,0.0,1.03528,1.12806,1.45283,0.99833,0.0099833,0.0,0.171937,1.01257,1.01257,5079.8
81,1981.27,0.0101102,0.01,0.0,0.0,0.221554,1.24455,0.0,1.01272,1.0,0.0,1.03645,1.13032,1.45409,0.99832,0.0099832,0.0,0.172222,1.01272,1.01272,5091.22
82,1981.28,0.0101117,0.01,0.0,0.0,0.221666,1.24604,0.0,1.01288,1.0,0.0,1.03765,1.1326,1.45534,0.99831,0.0099831,0.0,0.172509,1.01288,1.01288,5102.69
83,1981.3,0.0101132,0.01,0.0,0.0,0.221776,1.24757,0.0,1.01304,1.0,0.0,1.03888,1.13489,1.45656,0.998301,0.00998301,0.0,0.172799,1.01304,1.01304,5114.22
84,1981.31,0.0101147,0.01,0.0,0.0,0.221884,1.24913,0.0,1.0132,1.0,0.0,1.04012,1.13719,1.45777,0.998292,0.00998292,0.0,0.17309,1.0132,1.0132,5125.82
85,1981.33,0.0101162,0.01,0.0,0.0,0.221988,1.25072,0.0,1.01336,1.0,0.0,1.04139,1.13951,1.45895,0.998283,0.00998283,0.0,0.173383,1.01336,1.01336,5137.47
86,1981.34,0.0101177,0.01,0.0,0.0,0.22209,1.25233,0.0,1.01351,1.0,0.0,1.04269,1.14183,1.46011,0.998275,0.00998275,0.0,0.173678,1.01351,1.01351,5149.18
87,1981.36,0.0101192,0.01,0.0,0.0,0.222189,1.25398,0.0,1.01367,1.0,0.0,1.044,1.14417,1.46126,0.998267,0.00998267,0.0,0.173974,1.01367,1.01367,5160.94
88,1981.38,0.0101207,0.01,0.0,0.0,0.222285,1.25566,0.0,1.01383,1.0,0.0,1.04534,1.14652,1.46238,0.99826,0.0099826,0.0,0.174273,1.01383,1.01383,5172.76
89,1981.39,0.0101222,0.01,0.0,0.0,0.222379,1.25736,0.0,1.01399,1.0,0.0,1.0467,1.14887,1.46349,0.998253,0.00998253,0.0,0.174573,1.01399,1.01399,5184.63
90,1981.41,0.0101237,0.01,0.0,0.0,0.222471,1.2591,0.0,1.01415,1.0,0.0,1.04807,1.15124,1.46458,0.998246,0.00998246,0.0,0.174875,1.01415,1.01415,5196.56
91,1981.42,0.0101252,0.01,0.0,0.0,0.222561,1.26086,0.0,1.01431,1.0,0.0,1.04947,1.15362,1.46565,0.99824,0.0099824,0.0,0.175178,1.01431,1.01431,5208.54
92,1981.44,0.0101267,0.01,0.0,0.0,0.222648,1.26264,0.0,1.01446,1.0,0.0,1.05089,1.15601,1.46671,0.998234,0.00998234,0.0,0.175483,1.01446,1.01446,5220.57
93,1981.45,0.0101282,0.01,0.0,0.0,0.222733,1.26445,0.0,1.01462,1.0,0.0,1.05232,1.15841,1.46775,0.998228,0.00998228,0.0,0.175789,1.01462,1.01462,5232.65
94,1981.47,0.0101298,0.01,0.0,0.0,0.222815,1.26629,0.0,1.01478,1.0,0.0,1.05377,1.16081,1.46877,0.998223,0.00998223,0.0,0.176097,1.01478,1.01478,5244.78
95,1981.48,0.0101313,0.01,0.0,0.0,0.222896,1.26815,0.0,1.01494,1.0,0.0,1.05524,1.16323,1.46978,0.998218,0.00998218,0.0,0.176407,1.01494,1.01494,5256.95
96,1981.5,0.0101328,0.01,0.0,0.0,0.222975,1.27004,0.0,1.0151,1.0,0.0,1.05673,1.16566,1.47078,0.998213,0.00998213,0.0,0.176717,1.0151,1.0151,5269.18
97,1981.52,0.0101344,0.01,0.0,0.0,0.223051,1.27195,0.0,1.01525,1.0,0.0,1.05823,1.16809,1.47176,0.998209,0.00998209,0.0,0.17703,1.01525,1.01525,5281.45
98,1981.53,0.0101359,0.01,0.0,0.0,0.223126,1.27388,0.0,1.01541,1.0,0.0,1.05975,1.17053,1.47272,0.998205,0.00998205,0.0,0.177343,1.01541,1.01541,5293.76
99,1981.55,0.0101375,0.01,0.0,0.0,0.223199,1.27584,0.0,1.01557,1.0,0.0,1.06128,1.17299,1.47367,0.998202,0.00998202,0.0,0.177658,1.01557,1.01557,5306.12
100,1981.56,0.010139,0.01,0.0,0.0,0.22327,1.27782,0.0,1.01573,1.0,0.0,1.06283,1.17545,1.47461,0.998199,0.00998199,0.0,0.177973,1.01573,1.01573,5318.53
101,1981.58,0.0101406,0.01,0.0,0.0,0.223339,1.27981,0.0,1.01589,1.0,0.0,1.06439,1.17791,1.47554,0.998196,0.00998196,0.0,0.17829,1.01589,1.01589,5330.97
102,1981.59,0.0101421,0.01,0.0,0.0,0.223407,1.28183,0.0,1.01605,1.0,0.0,1.06597,1.18039,1.47645,0.998194,0.00998194,0.0,0.178608,1.01605,1.01605,5343.46
103,1981.61,0.0101437,0.01,0.0,0.0,0.223472,1.28387,0.0,1.01621,1.0,0.0,1.06756,1.18287,1.47736,0.998192,0.00998192,0.0,0.178928,1.01621,1.01621,5355.99
104,1981.62,0.0101452,0.01,0.0,0.0,0.223536,1.28593,0.0,1.01636,1.0,0.0,1.06916,1.18537,1.47825,0.998191,0.00998191,0.0,0.179248,1.01636,1.01636,5368.56
105,1981.64,0.0101468,0.01,0.0,0.0,0.223599,1.28801,0.0,1.01652,1.0,0.0,1.07078,1.18786,1.47913,0.99819,0.0099819,0.0,0.179569,1.01652,1.01652,5381.17
106,1981.66,0.0101484,0.01,0.0,0.0,0.22366,1.29011,0.0,1.01668,1.0,0.0,1.07241,1.19037,1.48,0.998189,0.00998189,0.0,0.179891,1.01668,1.01668,5393.81
107,1981.67,0.01015,0.01,0.0,0.0,0.223719,1.29223,0.0,1.01684,1.0,0.0,1.07404,1.19288,1.48086,0.998189,0.00998189,0.0,0.180213,1.01684,1.01684,5406.5
108,1981.69,0.0101516,0.01,0.0,0.0,0.223777,1.29436,0.0,1.017,1.0,0.0,1.07569,1.1954,1.48171,0.998189,0.00998189,0.0,0.180537,1.017,1.017,5419.22
109,1981.7,0.0101531,0.01,0.0,0.0,0.223834,1.29651,0.0,1.01716,1.0,0.0,1.07735,1.19793,1.48255,0.998189,0.00998189,0.0,0.180861,1.01716,1.01716,5431.97
110,1981.72,0.0101547,0.01,0.0,0.0,0.223889,1.29868,0.0,1.01732,1.0,0.0,1.07903,1.20046,1.48339,0.99819,0.0099819,0.0,0.181186,1.01732,1.01732,5444.77
111,1981.73,0.0101563,0.01,0.0,0.0,0.223942,1.30086,0.0,1.01747,1.0,0.0,1.08071,1.203,1.48421,0.998192,0.00998192,0.0,0.181512,1.01747,1.01747,5457.59
112,1981.75,0.0101579,0.01,0.0,0.0,0.223995,1.30306,0.0,1.01763,1.0,0.0,1.0824,1.20554,1.48503,0.998194,0.00998193,0.0,0.181838,1.01763,1.01763,5470.45
113,1981.77,0.0101595,0.01,0.0,0.0,0.224046,1.30528,0.0,1.01779,1.0,0.0,1.08409,1.20809,1.48584,0.998196,0.00998196,0.0,0.182165,1.01779,1.01779,5483.35
114,1981.78,0.0101612,0.01,0.0,0.0,0.224095,1.30751,0.0,1.01795,1.0,0.0,1.0858,1.21065,1.48664,0.998198,0.00998198,0.0,0.182492,1.01795,1.01795,5496.27
115,1981.8,0.0101628,0.01,0.0,0.0,0.224143,1.30975,0.0,1.01811,1.0,0.0,1.08752,1.21321,1.48744,0.998201,0.00998201,0.0,0.18282,1.01811,1.01811,5509.23
116,1981.81,0.0101644,0.01,0.0,0.0,0.224191,1.31201,0.0,1.01827,1.0,0.0,1.08924,1.21578,1.48822,0.998205,0.00998205,0.0,0.183148,1.01827,1.01827,5522.22
117,1981.83,0.010166,0.01,0.0,0.0,0.224236,1.31428,0.0,1.01843,1.0,0.0,1.09097,1.21835,1.48901,0.998209,0.00998208,0.0,0.183476,1.01843,1.01843,5535.24
118,1981.84,0.0101676,0.01,0.0,0.0,0.224281,1.31657,0.0,1.01859,1.0,0.0,1.09271,1.22092,1.48979,0.998213,0.00998213,0.0,0.183805,1.01859,1.01859,5548.29
119,1981.86,0.0101693,0.01,0.0,0.0,0.224324,1.31887,0.0,1.01874,1.0,0.0,1.09445,1.22351,1.49056,0.998217,0.00998217,0.0,0.184134,1.01874,1.01874,5561.37
120,1981.88,0.0101709,0.01,0.0,0.0,0.224366,1.32118,0.0,1.0189,1.0,0.0,1.0962,1.22609,1.49133,0.998223,0.00998223,0.0,0.184463,1.0189,1.0189,5574.48
121,1981.89,0.0101726,0.01,0.0,0.0,0.224408,1.3235,0.0,1.01906,1.0,0.0,1.09796,1.22869,1.49209,0.998228,0.00998228,0.0,0.184792,1.01906,1.01906,5587.61
122,1981.91,0.0101742,0.01,0.0,0.0,0.224447,1.32583,0.0,1.01922,1.0,0.0,1.09972,1.23128,1.49285,0.998234,0.00998234,0.0,0.185121,1.01922,1.01922,5600.78
123,1981.92,0.0101759,0.01,0.0,0.0,0.224486,1.32817,0.0,1.01938,1.0,0.0,1.10148,1.23388,1.4936,0.998241,0.00998241,0.0,0.185451,1.01938,1.01938,5613.97
124,1981.94,0.0101775,0.01,0.0,0.0,0.224524,1.33053,0.0,1.01954,1.0,0.0,1.10325,1.23649,1.49435,0.998248,0.00998248,0.0,0.18578,1.01954,1.01954,5627.19
125,1981.95,0.0101792,0.01,0.0,0.0,0.22456,1.33289,0.0,1.0197,1.0,0.0,1.10503,1.2391,1.4951,0.998257,0.00998257,0.0,0.186109,1.0197,1.0197,5640.43
126,1981.97,0.0101809,0.01,0.0,0.0,0.224596,1.33526,0.0,1.01986,1.0,0.0,1.10681,1.24171,1.49585,0.998266,0.00998266,0.0,0.186438,1.01986,1.01986,5653.69
127,1981.98,0.0101826,0.01,0.0,0.0,0.22463,1.33765,0.0,1.02002,1.0,0.0,1.10859,1.24433,1.49659,0.998276,0.00998276,0.0,0.186767,1.02002,1.02002,5666.99
128,1982.0,0.0101843,0.01,0.0,0.0,0.224663,1.34004,0.0,1.02018,1.0,0.0,1.11038,1.24695,1.49733,0.998288,0.00998288,0.0,0.187096,1.02018,1.02018,5680.3
129,1982.02,0.010186,0.01,0.0,0.0,0.224696,1.34244,0.0,1.02033,1.0,0.0,1.11217,1.24957,1.49807,0.9983,0.009983,0.0,0.187424,1.02033,1.02033,5693.65
130,1982.03,0.0101877,0.01,0.0,0.0,0.224727,1.34485,0.0,1.02049,1.0,0.0,1.11396,1.2522,1.4988,0.998313,0.00998313,0.0,0.187752,1.02049,1.02049,5707.01
131,1982.05,0.0101894,0.01,0.0,0.0,0.224757,1.34726,0.0,1.02065,1.0,0.0,1.11575,1.25484,1.49954,0.998327,0.00998327,0.0,0.188079,1.02065,1.02065,5720.4
132,1982.06,0.0101912,0.01,0.0,0.0,0.224786,1.34968,0.0,1.02081,1.0,0.0,1.11755,1.25747,1.50027,0.998341,0.00998341,0.0,0.188407,1.02081,1.02081,5733.81
133,1982.08,0.0101929,0.01,0.0,0.0,0.224814,1.35211,0.0,1.02097,1.0,0.0,1.11935,1.26011,1.50101,0.998357,0.00998357,0.0,0.188733,1.02097,1.02097,5747.24
134,1982.09,0.0101947,0.01,0.0,0.0,0.22484,1.35455,0.0,1.02113,1.0,0.0,1.12115,1.26275,1.50174,0.998374,0.00998374,0.0,0.189059,1.02113,1.02113,5760.69
135,1982.11,0.0101965,0.01,0.0,0.0,0.224866,1.35699,0.0,1.02129,1.0,0.0,1.12295,1.2654,1.50247,0.998392,0.00998391,0.0,0.189385,1.02129,1.02129,5774.16
