,time (year),cfeta,cta,fb15,iel,lk,pb15,pgdpp,rggdpp
0,1980.0,3027.7,3027.7,0.885695,0.892683,0.267805,3914.77,5.952,0.0169067
1,1980.02,3029.11,3029.11,0.885556,0.892393,0.267718,3915.05,5.95357,0.0169472
2,1980.03,3030.53,3030.53,0.885418,0.892108,0.267632,3915.33,5.95515,0.0169872
3,1980.05,3031.94,3031.94,0.885281,0.891827,0.267548,3915.62,5.95673,0.0170268
4,1980.06,3033.35,3033.35,0.885145,0.891551,0.267465,3915.92,5.95831,0.0170659
5,1980.08,3034.77,3034.77,0.885011,0.891279,0.267384,3916.22,5.9599,0.0171047
6,1980.09,3036.18,3036.18,0.884877,0.891011,0.267303,3916.53,5.9615,0.0171431
7,1980.11,3037.59,3037.59,0.884744,0.890748,0.267224,3916.83,5.96309,0.0171812
8,1980.12,3039.01,3039.01,0.884612,0.890489,0.267147,3917.15,5.96469,0.0172191
9,1980.14,3040.42,3040.42,0.884482,0.890233,0.26707,3917.47,5.9663,0.0172568
10,1980.16,3041.84,3041.84,0.884351,0.889982,0.266995,3917.79,5.96791,0.0172943
11,1980.17,3043.26,3043.26,0.884222,0.889735,0.26692,3918.12,5.96952,0.0173316
12,1980.19,3044.68,3044.68,0.884094,0.889492,0.266848,3918.45,5.97114,0.0173687
13,1980.2,3046.1,3046.1,0.883966,0.889252,0.266776,3918.78,5.97276,0.0174057
14,1980.22,3047.52,3047.52,0.883839,0.889017,0.266705,3919.12,5.97438,0.0174426
15,1980.23,3048.95,3048.95,0.883713,0.888785,0.266635,3919.46,5.97601,0.0174794
16,1980.25,3050.38,3050.38,0.883588,0.888557,0.266567,3919.81,5.97764,0.0175161
17,1980.27,3051.81,3051.81,0.883463,0.888332,0.2665,3920.16,5.97928,0.0175528
18,1980.28,3053.25,3053.25,0.883339,0.888111,0.266433,3920.51,5.98092,0.0175893
19,1980.3,3054.69,3054.69,0.883215,0.887893,0.266368,3920.86,5.98256,0.0176258
20,1980.31,3056.13,3056.13,0.883093,0.887679,0.266304,3921.22,5.98421,0.0176623
21,1980.33,3057.57,3057.57,0.882971,0.887469,0.266241,3921.59,5.98586,0.0176986
22,1980.34,3059.02,3059.02,0.882849,0.887262,0.266178,3921.95,5.98752,0.0177349
23,1980.36,3060.47,3060.47,0.882728,0.887058,0.266117,3922.32,5.98917,0.0177711
24,1980.38,3061.93,3061.93,0.882608,0.886857,0.266057,3922.69,5.99084,0.0178073
25,1980.39,3063.38,3063.38,0.882488,0.886659,0.265998,3923.07,5.99251,0.0178434
26,1980.41,3064.84,3064.84,0.882369,0.886465,0.26594,3923.45,5.99418,0.0178794
27,1980.42,3066.3,3066.3,0.882251,0.886274,0.265882,3923.83,5.99585,0.0179154
28,1980.44,3067.77,3067.77,0.882133,0.886086,0.265826,3924.21,5.99753,0.0179512
29,1980.45,3069.23,3069.23,0.882016,0.885901,0.26577,3924.6,5.99921,0.0179869
30,1980.47,3070.7,3070.7,0.881899,0.885719,0.265716,3924.99,6.0009,0.0180226
31,1980.48,3072.17,3072.17,0.881783,0.88554,0.265662,3925.38,6.00259,0.0180581
32,1980.5,3073.65,3073.65,0.881667,0.885363,0.265609,3925.78,6.00428,0.0180934
33,1980.52,3075.12,3075.12,0.881552,0.88519,0.265557,3926.18,6.00598,0.0181287
34,1980.53,3076.6,3076.6,0.881438,0.885019,0.265506,3926.58,6.00768,0.0181637
35,1980.55,3078.08,3078.08,0.881324,0.884852,0.265456,3926.98,6.00938,0.0181986
36,1980.56,3079.56,3079.56,0.881211,0.884687,0.265406,3927.39,6.01109,0.0182333
37,1980.58,3081.04,3081.04,0.881098,0.884525,0.265357,3927.8,6.01281,0.0182678
38,1980.59,3082.52,3082.52,0.880986,0.884365,0.26531,3928.22,6.01452,0.0183021
39,1980.61,3084.0,3084.0,0.880875,0.884208,0.265263,3928.64,6.01624,0.0183362
40,1980.62,3085.49,3085.49,0.880764,0.884054,0.265216,3929.06,6.01797,0.01837
41,1980.64,3086.97,3086.97,0.880654,0.883903,0.265171,3929.48,6.01969,0.0184035
42,1980.66,3088.46,3088.46,0.880544,0.883754,0.265126,3929.91,6.02142,0.0184368
43,1980.67,3089.94,3089.94,0.880435,0.883607,0.265082,3930.34,6.02316,0.0184697
44,1980.69,3091.43,3091.43,0.880327,0.883463,0.265039,3930.77,6.0249,0.0185024
45,1980.7,3092.91,3092.91,0.88022,0.883322,0.264996,3931.21,6.02664,0.0185347
46,1980.72,3094.39,3094.39,0.880112,0.883183,0.264955,3931.65,6.02838,0.0185667
47,1980.73,3095.88,3095.88,0.880006,0.883046,0.264914,3932.09,6.03013,0.0185983
48,1980.75,3097.36,3097.36,0.8799,0.882912,0.264874,3932.54,6.03189,0.0186295
49,1980.77,3098.84,3098.84,0.879795,0.88278,0.264834,3932.99,6.03364,0.0186603
50,1980.78,3100.32,3100.32,0.879691,0.882651,0.264795,3933.45,6.0354,0.0186907
51,1980.8,3101.8,3101.8,0.879587,0.882524,0.264757,3933.9,6.03716,0.0187207
52,1980.81,3103.27,3103.27,0.879484,0.882399,0.26472,3934.36,6.03893,0.0187502
53,1980.83,3104.75,3104.75,0.879382,0.882277,0.264683,3934.83,6.0407,0.0187793
54,1980.84,3106.22,3106.22,0.87928,0.882157,0.264647,3935.3,6.04247,0.0188079
55,1980.86,3107.69,3107.69,0.879179,0.882039,0.264612,3935.77,6.04425,0.018836
56,1980.88,3109.16,3109.16,0.879079,0.881924,0.264577,3936.24,6.04602,0.0188636
57,1980.89,3110.62,3110.62,0.87898,0.881811,0.264543,3936.72,6.04781,0.0188907
58,1980.91,3112.08,3112.08,0.878881,0.8817,0.26451,3937.21,6.04959,0.0189172
59,1980.92,3113.54,3113.54,0.878783,0.881591,0.264477,3937.69,6.05138,0.0189432
60,1980.94,3115.0,3115.0,0.878686,0.881485,0.264445,3938.18,6.05317,0.0189687
61,1980.95,3116.45,3116.45,0.87859,0.88138,0.264414,3938.68,6.05497,0.0189936
62,1980.97,3117.9,3117.9,0.878494,0.881278,0.264383,3939.18,6.05676,0.0190179
63,1980.98,3119.35,3119.35,0.878399,0.881178,0.264354,3939.68,6.05856,0.0190416
64,1981.0,3120.79,3120.79,0.878305,0.881081,0.264324,3940.19,6.06036,0.0190648
65,1981.02,3122.22,3122.22,0.878212,0.880985,0.264296,3940.7,6.06217,0.0190873
66,1981.03,3123.66,3123.66,0.87812,0.880892,0.264268,3941.21,6.06398,0.0191093
67,1981.05,3125.09,3125.09,0.878028,0.880801,0.26424,3941.73,6.06579,0.0191306
68,1981.06,3126.51,3126.51,0.877937,0.880712,0.264214,3942.25,6.0676,0.0191513
69,1981.08,3127.93,3127.93,0.877847,0.880625,0.264187,3942.78,6.06942,0.0191713
70,1981.09,3129.35,3129.35,0.877758,0.88054,0.264162,3943.31,6.07124,0.0191908
71,1981.11,3130.76,3130.76,0.87767,0.880458,0.264137,3943.85,6.07306,0.0192096
72,1981.12,3132.17,3132.17,0.877582,0.880377,0.264113,3944.39,6.07488,0.0192278
73,1981.14,3133.66,3133.66,0.877495,0.880299,0.26409,3944.93,6.0767,0.0192453
74,1981.16,3135.99,3135.99,0.877409,0.880223,0.264067,3945.48,6.07853,0.0192622
75,1981.17,3138.31,3138.31,0.877324,0.880149,0.264045,3946.03,6.08036,0.0192785
76,1981.19,3140.62,3140.62,0.87724,0.880077,0.264023,3946.59,6.08219,0.0192941
77,1981.2,3142.92,3142.92,0.877157,0.880008,0.264002,3947.15,6.08403,0.0193092
78,1981.22,3145.21,3145.21,0.877075,0.87994,0.263982,3947.72,6.08586,0.0193235
79,1981.23,3147.49,3147.49,0.876993,0.879875,0.263963,3948.28,6.0877,0.0193373
80,1981.25,3149.76,3149.76,0.876912,0.879812,0.263944,3948.86,6.08954,0.0193505
81,1981.27,3152.01,3152.01,0.876832,0.879751,0.263925,3949.44,6.09138,0.019363
82,1981.28,3154.26,3154.26,0.876753,0.879692,0.263908,3950.02,6.09322,0.019375
83,1981.3,3156.5,3156.5,0.876675,0.879636,0.263891,3950.61,6.09507,0.0193864
84,1981.31,3158.72,3158.72,0.876597,0.879581,0.263874,3951.2,6.09691,0.0193971
85,1981.33,3160.93,3160.93,0.876521,0.879529,0.263859,3951.79,6.09876,0.0194074
86,1981.34,3163.14,3163.14,0.876445,0.879479,0.263844,3952.39,6.10061,0.0194171
87,1981.36,3165.33,3165.33,0.87637,0.879431,0.263829,3953.0,6.10246,0.0194262
88,1981.38,3167.51,3167.51,0.876296,0.879385,0.263816,3953.6,6.10431,0.0194348
89,1981.39,3169.68,3169.68,0.876223,0.879342,0.263803,3954.22,6.10617,0.0194429
90,1981.41,3171.85,3171.85,0.87615,0.879301,0.26379,3954.83,6.10802,0.0194505
91,1981.42,3174.0,3174.0,0.876079,0.879262,0.263779,3955.45,6.10988,0.0194577
92,1981.44,3176.14,3176.14,0.876008,0.879225,0.263768,3956.08,6.11174,0.0194644
93,1981.45,3178.27,3178.27,0.875938,0.879191,0.263757,3956.71,6.1136,0.0194706
94,1981.47,3180.39,3180.39,0.875868,0.879159,0.263748,3957.34,6.11546,0.0194765
95,1981.48,3182.5,3182.5,0.8758,0.879129,0.263739,3957.98,6.11732,0.0194819
96,1981.5,3184.6,3184.6,0.875732,0.879101,0.26373,3958.62,6.11918,0.019487
97,1981.52,3186.7,3186.7,0.875665,0.879076,0.263723,3959.26,6.12104,0.0194918
98,1981.53,3188.78,3188.78,0.875598,0.879053,0.263716,3959.91,6.12291,0.0194962
99,1981.55,3190.86,3190.86,0.875533,0.879032,0.26371,3960.56,6.12477,0.0195003
100,1981.56,3192.93,3192.93,0.875468,0.879014,0.263704,3961.22,6.12664,0.0195042
101,1981.58,3194.99,3194.99,0.875403,0.878998,0.263699,3961.88,6.1285,0.0195078
102,1981.59,3197.04,3197.04,0.87534,0.878984,0.263695,3962.54,6.13037,0.0195113
103,1981.61,3199.09,3199.09,0.875277,0.878973,0.263692,3963.2,6.13224,0.0195145
104,1981.62,3201.13,3201.13,0.875214,0.878964,0.263689,3963.87,6.13411,0.0195177
105,1981.64,3203.16,3203.16,0.875152,0.878957,0.263687,3964.55,6.13598,0.0195207
106,1981.66,3205.19,3205.19,0.875091,0.878953,0.263686,3965.22,6.13785,0.0195236
107,1981.67,3207.21,3207.21,0.875031,0.878952,0.263685,3965.9,6.13973,0.0195265
108,1981.69,3209.23,3209.23,0.874971,0.878952,0.263686,3966.58,6.1416,0.0195293
109,1981.7,3211.24,3211.24,0.874911,0.878956,0.263687,3967.27,6.14347,0.0195322
110,1981.72,3213.25,3213.25,0.874852,0.878961,0.263688,3967.96,6.14535,0.0195352
111,1981.73,3215.26,3215.26,0.874793,0.878969,0.263691,3968.65,6.14722,0.0195382
112,1981.75,3217.26,3217.26,0.874735,0.87898,0.263694,3969.34,6.1491,0.0195414
113,1981.77,3219.26,3219.26,0.874678,0.878993,0.263698,3970.03,6.15098,0.0195447
114,1981.78,3221.26,3221.26,0.87462,0.879009,0.263703,3970.73,6.15286,0.0195483
115,1981.8,3223.25,3223.25,0.874563,0.879027,0.263708,3971.43,6.15474,0.0195521
116,1981.81,3225.25,3225.25,0.874507,0.879048,0.263715,3972.13,6.15662,0.0195562
117,1981.83,3227.25,3227.25,0.874451,0.879072,0.263722,3972.84,6.1585,0.0195606
118,1981.84,3229.24,3229.24,0.874395,0.879098,0.263729,3973.55,6.16038,0.0195654
119,1981.86,3231.24,3231.24,0.874339,0.879126,0.263738,3974.25,6.16226,0.0195705
120,1981.88,3233.24,3233.24,0.874284,0.879158,0.263747,3974.96,6.16415,0.0195762
121,1981.89,3235.24,3235.24,0.874229,0.879192,0.263758,3975.68,6.16603,0.0195823
122,1981.91,3237.24,3237.24,0.874174,0.879228,0.263768,3976.39,6.16792,0.0195889
123,1981.92,3239.25,3239.25,0.87412,0.879269,0.263781,3977.1,6.16981,0.0195962
124,1981.94,3241.26,3241.26,0.874066,0.879315,0.263795,3977.82,6.1717,0.019604
125,1981.95,3243.28,3243.28,0.874013,0.879367,0.26381,3978.55,6.17359,0.0196125
126,1981.97,3245.3,3245.3,0.873961,0.879424,0.263827,3979.28,6.17548,0.0196217
127,1981.98,3247.33,3247.33,0.87391,0.879486,0.263846,3980.01,6.17737,0.0196317
128,1982.0,3249.36,3249.36,0.873859,0.879555,0.263866,3980.74,6.17927,0.0196424
129,1982.02,3251.41,3251.41,0.873809,0.879628,0.263888,3981.48,6.18116,0.0196539
130,1982.03,3253.46,3253.46,0.87376,0.879707,0.263912,3982.23,6.18306,0.0196664
131,1982.05,3255.52,3255.52,0.873711,0.879792,0.263938,3982.97,6.18496,0.0196797
132,1982.06,3257.58,3257.58,0.873663,0.879883,0.263965,3983.72,6.18686,0.019694
133,1982.08,3259.66,3259.66,0.873616,0.879979,0.263994,3984.48,6.18877,0.0197093
134,1982.09,3261.75,3261.75,0.873569,0.880081,0.264024,3985.23,6.19067,0.0197256
135,1982.11,3263.85,3263.85,0.873522,0.880188,0.264056,3985.99,6.19258,0.019743
136,1982.12,3265.96,3265.96,0.873476,0.880301,0.26409,3986.75,6.19449,0.0197615
137,1982.14,3268.09,3268.09,0.87343,0.880421,0.264126,3987.51,6.1964,0.0197812
138,1982.16,3270.22,3270.22,0.873385,0.880546,0.264164,3988.28,6.19832,0.019802
139,1982.17,3272.38,3272.38,0.87334,0.880676,0.264203,3989.05,6.20024,0.0198241
140,1982.19,3274.54,3274.54,0.873296,0.880813,0.264244,3989.82,6.20216,0.0198475
141,1982.2,3276.72,3276.72,0.873252,0.880956,0.264287,3990.59,6.20408,0.0198722
142,1982.22,3278.92,3278.92,0.873208,0.881104,0.264331,3991.37,6.20601,0.0198982
143,1982.23,3281.13,3281.13,0.873165,0.881259,0.264378,3992.14,6.20794,0.0199256
144,1982.25,3283.36,3283.36,0.873122,0.881419,0.264426,3992.92,6.20987,0.0199544
145,1982.27,3285.61,3285.61,0.873079,0.881586,0.264476,3993.7,6.21181,0.0199846
146,1982.28,3287.88,3287.88,0.873036,0.881758,0.264528,3994.49,6.21375,0.0200164
147,1982.3,3290.16,3290.16,0.872994,0.881937,0.264581,3995.27,6.21569,0.0200497
148,1982.31,3292.47,3292.47,0.872951,0.882122,0.264637,3996.05,6.21764,0.0200845
149,1982.33,3294.79,3294.79,0.872909,0.882313,0.264694,3996.84,6.21959,0.0201209
150,1982.34,3297.14,3297.14,0.872867,0.882509,0.264753,3997.63,6.22154,0.0201589
151,1982.36,3299.5,3299.5,0.872825,0.882713,0.264814,3998.41,6.2235,0.0201985
152,1982.38,3301.89,3301.89,0.872783,0.882922,0.264877,3999.2,6.22547,0.0202399
153,1982.39,3304.3,3304.3,0.872741,0.883137,0.264941,3999.99,6.22744,0.0202829
154,1982.41,3306.73,3306.73,0.872699,0.883359,0.265008,4000.78,6.22941,0.0203276
155,1982.42,3309.18,3309.18,0.872657,0.883587,0.265076,4001.57,6.23139,0.0203741
156,1982.44,3311.66,3311.66,0.872615,0.883821,0.265146,4002.36,6.23337,0.0204224
157,1982.45,3314.16,3314.16,0.872573,0.884062,0.265219,4003.15,6.23536,0.0204725
158,1982.47,3316.69,3316.69,0.872531,0.884309,0.265293,4003.95,6.23735,0.0205244
159,1982.48,3319.24,3319.24,0.872489,0.884562,0.265369,4004.74,6.23936,0.0205781
160,1982.5,3321.82,3321.82,0.872446,0.884821,0.265446,4005.53,6.24136,0.0206337
161,1982.52,3324.42,3324.42,0.872404,0.885087,0.265526,4006.32,6.24337,0.0206911
162,1982.53,3327.05,3327.05,0.872361,0.885359,0.265608,4007.11,6.24539,0.0207505
163,1982.55,3329.7,3329.7,0.872318,0.885638,0.265691,4007.9,6.24742,0.0208118
164,1982.56,3332.38,3332.38,0.872275,0.885922,0.265777,4008.69,6.24945,0.020875
165,1982.58,3335.09,3335.09,0.872232,0.886214,0.265864,4009.48,6.25149,0.0209401
166,1982.59,3337.83,3337.83,0.872188,0.886511,0.265953,4010.27,6.25353,0.0210072
167,1982.61,3340.59,3340.59,0.872145,0.886815,0.266045,4011.06,6.25558,0.0210762
168,1982.62,3343.38,3343.38,0.8721,0.887126,0.266138,4011.85,6.25764,0.0211472
169,1982.64,3346.2,3346.2,0.872056,0.887443,0.266233,4012.63,6.25971,0.0212202
170,1982.66,3349.05,3349.05,0.872011,0.887766,0.26633,4013.42,6.26179,0.0212951
171,1982.67,3351.93,3351.93,0.871966,0.888096,0.266429,4014.21,6.26387,0.0213721
172,1982.69,3354.83,3354.83,0.871921,0.888432,0.26653,4014.99,6.26596,0.021451
173,1982.7,3357.77,3357.77,0.871875,0.888775,0.266632,4015.77,6.26806,0.0215319
174,1982.72,3360.73,3360.73,0.871829,0.889124,0.266737,4016.55,6.27017,0.0216148
175,1982.73,3363.72,3363.72,0.871783,0.889479,0.266844,4017.33,6.27229,0.0216997
176,1982.75,3366.75,3366.75,0.871736,0.889841,0.266952,4018.11,6.27442,0.0217866
177,1982.77,3369.8,3369.8,0.871689,0.890209,0.267063,4018.89,6.27655,0.0218754
178,1982.78,3372.88,3372.88,0.871641,0.890584,0.267175,4019.67,6.2787,0.0219662
179,1982.8,3375.99,3375.99,0.871593,0.890965,0.26729,4020.44,6.28085,0.0220589
180,1982.81,3379.13,3379.13,0.871544,0.891353,0.267406,4021.22,6.28302,0.0221537
181,1982.83,3382.3,3382.3,0.871495,0.891747,0.267524,4021.99,6.28519,0.0222503
182,1982.84,3385.5,3385.5,0.871446,0.892147,0.267644,4022.76,6.28738,0.0223489
183,1982.86,3388.73,3388.73,0.871396,0.892554,0.267766,4023.53,6.28957,0.0224493
184,1982.88,3391.99,3391.99,0.871346,0.892967,0.26789,4024.3,6.29178,0.0225517
185,1982.89,3395.28,3395.28,0.871295,0.893386,0.268016,4025.06,6.294,0.0226559
186,1982.91,3398.6,3398.6,0.871244,0.893811,0.268143,4025.83,6.29622,0.022762
187,1982.92,3401.95,3401.95,0.871192,0.894242,0.268272,4026.59,6.29846,0.0228699
188,1982.94,3405.32,3405.32,0.871139,0.894678,0.268403,4027.35,6.30071,0.0229796
189,1982.95,3408.73,3408.73,0.871086,0.89512,0.268536,4028.1,6.30298,0.0230911
190,1982.97,3412.16,3412.16,0.871032,0.895568,0.26867,4028.86,6.30525,0.0232044
191,1982.98,3415.62,3415.62,0.870978,0.896021,0.268806,4029.61,6.30754,0.0233193
192,1983.0,3419.11,3419.11,0.870922,0.896479,0.268944,4030.36,6.30984,0.023436
193,1983.02,3422.63,3422.63,0.870866,0.896942,0.269083,4031.11,6.31215,0.0235543
194,1983.03,3426.17,3426.17,0.87081,0.89741,0.269223,4031.85,6.31447,0.0236743
195,1983.05,3429.75,3429.75,0.870752,0.897883,0.269365,4032.59,6.3168,0.0237959
196,1983.06,3433.34,3433.34,0.870694,0.898361,0.269508,4033.33,6.31915,0.023919
197,1983.08,3436.97,3436.97,0.870635,0.898844,0.269653,4034.06,6.32152,0.0240436
198,1983.09,3440.62,3440.62,0.870576,0.899332,0.2698,4034.79,6.32389,0.0241697
199,1983.11,3444.3,3444.3,0.870515,0.899823,0.269947,4035.52,6.32628,0.0242973
200,1983.12,3448.0,3448.0,0.870454,0.90032,0.270096,4036.25,6.32868,0.0244263
201,1983.14,3451.73,3451.73,0.870392,0.900821,0.270246,4036.97,6.3311,0.0245566
202,1983.16,3455.48,3455.48,0.87033,0.901325,0.270398,4037.69,6.33352,0.0246882
203,1983.17,3459.25,3459.25,0.870266,0.901835,0.27055,4038.4,6.33597,0.0248212
204,1983.19,3463.05,3463.05,0.870202,0.902348,0.270704,4039.12,6.33843,0.0249553
205,1983.2,3466.87,3466.87,0.870137,0.902865,0.270859,4039.83,6.3409,0.0250906
206,1983.22,3470.71,3470.71,0.870071,0.903386,0.271016,4040.53,6.34338,0.025227
207,1983.23,3474.58,3474.58,0.870005,0.903911,0.271173,4041.24,6.34588,0.0253645
208,1983.25,3478.46,3478.46,0.869937,0.904439,0.271332,4041.94,6.3484,0.0255031
209,1983.27,3482.36,3482.36,0.869869,0.904972,0.271492,4042.64,6.35093,0.0256426
210,1983.28,3486.29,3486.29,0.869801,0.905508,0.271652,4043.33,6.35347,0.025783
211,1983.3,3490.23,3490.23,0.869731,0.906047,0.271814,4044.02,6.35603,0.0259242
212,1983.31,3494.2,3494.2,0.869661,0.90659,0.271977,4044.71,6.35861,0.0260663
213,1983.33,3498.17,3498.17,0.869591,0.907136,0.272141,4045.4,6.3612,0.0262091
214,1983.34,3502.17,3502.17,0.869519,0.907686,0.272306,4046.08,6.3638,0.0263526
215,1983.36,3506.18,3506.18,0.869447,0.908238,0.272472,4046.77,6.36642,0.0264968
216,1983.38,3510.21,3510.21,0.869375,0.908794,0.272638,4047.45,6.36906,0.0266415
217,1983.39,3514.25,3514.25,0.869301,0.909353,0.272806,4048.12,6.37171,0.0267867
218,1983.41,3518.31,3518.31,0.869228,0.909915,0.272975,4048.8,6.37438,0.0269324
219,1983.42,3522.38,3522.38,0.869153,0.91048,0.273144,4049.47,6.37706,0.0270784
220,1983.44,3526.46,3526.46,0.869079,0.911048,0.273314,4050.14,6.37976,0.0272248
221,1983.45,3530.56,3530.56,0.869003,0.911619,0.273486,4050.81,6.38247,0.0273714
222,1983.47,3534.66,3534.66,0.868928,0.912192,0.273658,4051.48,6.3852,0.0275182
223,1983.48,3538.77,3538.77,0.868852,0.912768,0.273831,4052.15,6.38794,0.0276652
224,1983.5,3542.9,3542.9,0.868775,0.913347,0.274004,4052.81,6.39071,0.0278122
225,1983.52,3547.03,3547.03,0.868698,0.913929,0.274179,4053.47,6.39348,0.0279592
226,1983.53,3551.17,3551.17,0.868621,0.914513,0.274354,4054.14,6.39628,0.0281061
227,1983.55,3555.31,3555.31,0.868544,0.915099,0.27453,4054.8,6.39909,0.0282529
228,1983.56,3559.46,3559.46,0.868466,0.915688,0.274706,4055.46,6.40191,0.0283995
229,1983.58,3563.62,3563.62,0.868388,0.916279,0.274884,4056.12,6.40475,0.0285459
230,1983.59,3567.78,3567.78,0.86831,0.916873,0.275062,4056.78,6.40761,0.0286918
231,1983.61,3571.94,3571.94,0.868232,0.917469,0.275241,4057.44,6.41048,0.0288374
232,1983.62,3576.1,3576.1,0.868154,0.918067,0.27542,4058.1,6.41337,0.0289825
233,1983.64,3580.26,3580.26,0.868076,0.918667,0.2756,4058.76,6.41627,0.0291271
234,1983.66,3584.43,3584.43,0.867998,0.91927,0.275781,4059.42,6.41919,0.0292711
235,1983.67,3588.59,3588.59,0.867919,0.919874,0.275962,4060.08,6.42213,0.0294143
236,1983.69,3592.75,3592.75,0.867841,0.920481,0.276144,4060.74,6.42508,0.0295569
237,1983.7,3596.91,3596.91,0.867763,0.921089,0.276327,4061.4,6.42805,0.0296986
238,1983.72,3601.06,3601.06,0.867686,0.9217,0.27651,4062.07,6.43103,0.0298394
239,1983.73,3605.21,3605.21,0.867608,0.922312,0.276694,4062.73,6.43403,0.0299793
240,1983.75,3609.35,3609.35,0.867531,0.922927,0.276878,4063.4,6.43704,0.0301182
241,1983.77,3613.49,3613.49,0.867454,0.923543,0.277063,4064.07,6.44007,0.030256
242,1983.78,3617.62,3617.62,0.867377,0.924161,0.277248,4064.74,6.44312,0.0303926
243,1983.8,3621.74,3621.74,0.867301,0.92478,0.277434,4065.41,6.44618,0.030528
244,1983.81,3625.85,3625.85,0.867226,0.925402,0.277621,4066.09,6.44925,0.0306621
245,1983.83,3629.95,3629.95,0.86715,0.926025,0.277807,4066.77,6.45234,0.0307949
246,1983.84,3634.04,3634.04,0.867076,0.92665,0.277995,4067.45,6.45545,0.0309262
247,1983.86,3638.11,3638.11,0.867002,0.927276,0.278183,4068.14,6.45857,0.0310561
248,1983.88,3642.18,3642.18,0.866929,0.927904,0.278371,4068.83,6.4617,0.0311844
249,1983.89,3646.22,3646.22,0.866856,0.928533,0.27856,4069.52,6.46485,0.0313111
250,1983.91,3650.25,3650.25,0.866785,0.929164,0.278749,4070.22,6.46801,0.0314362
251,1983.92,3654.27,3654.27,0.866714,0.929796,0.278939,4070.92,6.47119,0.0315595
252,1983.94,3658.27,3658.27,0.866644,0.93043,0.279129,4071.62,6.47438,0.031681
253,1983.95,3662.25,3662.25,0.866575,0.931065,0.27932,4072.33,6.47758,0.0318006
254,1983.97,3666.21,3666.21,0.866507,0.931702,0.279511,4073.05,6.4808,0.0319184
255,1983.98,3670.15,3670.15,0.86644,0.93234,0.279702,4073.77,6.48403,0.0320341
256,1984.0,3674.07,3674.07,0.866374,0.932979,0.279894,4074.5,6.48728,0.0321478
257,1984.02,3677.96,3677.96,0.866309,0.933619,0.280086,4075.23,6.49054,0.0322595
258,1984.03,3681.84,3681.84,0.866246,0.934261,0.280278,4075.97,6.49381,0.0323689
259,1984.05,3685.69,3685.69,0.866184,0.934904,0.280471,4076.71,6.49709,0.0324762
260,1984.06,3689.51,3689.51,0.866123,0.935548,0.280664,4077.46,6.50039,0.0325812
261,1984.08,3693.31,3693.31,0.866063,0.936193,0.280858,4078.22,6.5037,0.0326839
262,1984.09,3697.09,3697.09,0.866005,0.936839,0.281052,4078.99,6.50702,0.0327843
263,1984.11,3700.83,3700.83,0.865949,0.937487,0.281246,4079.76,6.51036,0.0328822
264,1984.12,3704.55,3704.55,0.865893,0.938135,0.281441,4080.54,6.5137,0.0329777
265,1984.14,3708.24,3708.24,0.86584,0.938785,0.281635,4081.33,6.51706,0.0330706
266,1984.16,3711.9,3711.9,0.865788,0.939435,0.281831,4082.12,6.52042,0.033161
267,1984.17,3715.53,3715.53,0.865738,0.940087,0.282026,4082.93,6.5238,0.0332488
268,1984.19,3719.13,3719.13,0.865689,0.94074,0.282222,4083.74,6.52719,0.0333339
269,1984.2,3722.69,3722.69,0.865643,0.941393,0.282418,4084.56,6.53059,0.0334164
270,1984.22,3726.23,3726.23,0.865598,0.942048,0.282614,4085.39,6.534,0.0334961
271,1984.23,3729.72,3729.72,0.865555,0.942703,0.282811,4086.23,6.53742,0.033573
272,1984.25,3733.19,3733.19,0.865513,0.943359,0.283008,4087.08,6.54085,0.0336471
273,1984.27,3736.62,3736.62,0.865474,0.944016,0.283205,4087.94,6.54429,0.0337184
274,1984.28,3740.01,3740.01,0.865437,0.944674,0.283402,4088.81,6.54774,0.0337868
275,1984.3,3743.37,3743.37,0.865402,0.945333,0.2836,4089.69,6.55119,0.0338522
276,1984.31,3746.69,3746.69,0.865369,0.945992,0.283798,4090.58,6.55466,0.0339147
277,1984.33,3749.97,3749.97,0.865338,0.946653,0.283996,4091.48,6.55813,0.0339742
278,1984.34,3753.21,3753.21,0.865309,0.947314,0.284194,4092.39,6.56161,0.0340307
279,1984.36,3756.42,3756.42,0.865283,0.947976,0.284393,4093.31,6.5651,0.0340842
280,1984.38,3759.58,3759.58,0.865259,0.948638,0.284591,4094.24,6.5686,0.0341346
281,1984.39,3762.71,3762.71,0.865237,0.949301,0.28479,4095.19,6.5721,0.0341818
282,1984.41,3765.79,3765.79,0.865217,0.949965,0.28499,4096.14,6.57561,0.034226
283,1984.42,3768.83,3768.83,0.8652,0.95063,0.285189,4097.11,6.57913,0.034267
284,1984.44,3771.83,3771.83,0.865185,0.951295,0.285389,4098.09,6.58265,0.0343048
285,1984.45,3774.79,3774.79,0.865173,0.951961,0.285588,4099.08,6.58618,0.0343395
286,1984.47,3777.71,3777.71,0.865163,0.952628,0.285788,4100.08,6.58971,0.0343709
287,1984.48,3780.58,3780.58,0.865156,0.953295,0.285988,4101.1,6.59325,0.0343991
288,1984.5,3783.41,3783.41,0.865151,0.953962,0.286189,4102.13,6.5968,0.0344241
289,1984.52,3786.19,3786.19,0.865149,0.95463,0.286389,4103.17,6.60035,0.0344459
290,1984.53,3788.93,3788.93,0.86515,0.955299,0.28659,4104.22,6.6039,0.0344644
