,time (year),awbdi,awbgw,awbi,awbin,awbp,awbps,iest,ipp,ird,ist,orp,pawbi,psestr,pssgdp,rd,ste,steerd,soc_trust,strerd,wbep
728,1991.38,1.11277,1.0,1.05804,0.897334,0.985473,1.28018,1.0,25.9792,20.9007,0.740503,0.0163343,0.889302,0.740503,0.222151,25.9792,1.05499,0.811527,0.684905,0.858492,1.00764
729,1991.39,1.11265,1.0,1.058,0.89709,0.985481,1.28083,1.0,25.9713,20.8964,0.740379,0.0163367,0.889595,0.740379,0.222114,25.9713,1.05495,0.8115,0.684992,0.858347,1.00763
730,1991.41,1.11252,1.0,1.05795,0.896849,0.985489,1.28148,1.0,25.9634,20.8922,0.740254,0.016339,0.889887,0.740254,0.222076,25.9634,1.05491,0.811473,0.685078,0.858203,1.00762
731,1991.42,1.1124,1.0,1.05791,0.896613,0.985496,1.28212,1.0,25.9554,20.8881,0.740127,0.0163413,0.890179,0.740127,0.222038,25.9554,1.05488,0.811446,0.685165,0.858059,1.00762
732,1991.44,1.11228,1.0,1.05787,0.896381,0.985503,1.28276,1.0,25.9475,20.8839,0.739999,0.0163435,0.89047,0.739999,0.222,25.9475,1.05485,0.811421,0.685251,0.857916,1.00761
733,1991.45,1.11215,1.0,1.05783,0.896154,0.98551,1.28339,1.0,25.9396,20.8798,0.73987,0.0163457,0.890761,0.73987,0.221961,25.9396,1.05481,0.811396,0.685336,0.857773,1.0076
734,1991.47,1.11203,1.0,1.0578,0.895931,0.985516,1.28401,1.0,25.9317,20.8757,0.73974,0.0163478,0.891051,0.73974,0.221922,25.9317,1.05478,0.811372,0.685421,0.857631,1.0076
735,1991.48,1.11191,1.0,1.05776,0.895712,0.985521,1.28463,1.0,25.9238,20.8717,0.739608,0.0163498,0.89134,0.739608,0.221882,25.9238,1.05475,0.811348,0.685506,0.85749,1.00759
736,1991.5,1.11179,1.0,1.05773,0.895498,0.985527,1.28524,1.0,25.9159,20.8677,0.739475,0.0163518,0.891629,0.739475,0.221843,25.9159,1.05472,0.811326,0.685591,0.857349,1.00758
737,1991.52,1.11166,1.0,1.0577,0.895288,0.985532,1.28584,1.0,25.908,20.8637,0.739342,0.0163537,0.891917,0.739342,0.221803,25.908,1.0547,0.811304,0.685675,0.857209,1.00758
738,1991.53,1.11154,1.0,1.05767,0.895083,0.985536,1.28644,1.0,25.9001,20.8598,0.739207,0.0163555,0.892205,0.739207,0.221762,25.9001,1.05467,0.811283,0.685759,0.857069,1.00757
739,1991.55,1.11142,1.0,1.05765,0.894882,0.985541,1.28703,1.0,25.8923,20.8558,0.739072,0.0163573,0.892492,0.739072,0.221722,25.8923,1.05464,0.811262,0.685842,0.85693,1.00756
740,1991.56,1.1113,1.0,1.05762,0.894685,0.985545,1.28761,1.0,25.8844,20.8519,0.738935,0.016359,0.892779,0.738935,0.221681,25.8844,1.05461,0.811242,0.685925,0.856791,1.00756
741,1991.58,1.11117,1.0,1.0576,0.894493,0.985548,1.28819,1.0,25.8765,20.8481,0.738798,0.0163607,0.893065,0.738798,0.221639,25.8765,1.05459,0.811223,0.686008,0.856653,1.00755
742,1991.59,1.11105,1.0,1.05758,0.894306,0.985551,1.28876,1.0,25.8687,20.8443,0.73866,0.0163623,0.893351,0.73866,0.221598,25.8687,1.05457,0.811204,0.686091,0.856516,1.00754
743,1991.61,1.11093,1.0,1.05756,0.894123,0.985554,1.28933,1.0,25.8608,20.8405,0.738521,0.0163638,0.893636,0.738521,0.221556,25.8608,1.05454,0.811186,0.686173,0.856379,1.00754
744,1991.62,1.11081,1.0,1.05755,0.893944,0.985557,1.28989,1.0,25.853,20.8367,0.738382,0.0163653,0.893921,0.738382,0.221515,25.853,1.05452,0.811169,0.686255,0.856242,1.00753
745,1991.64,1.11069,1.0,1.05753,0.89377,0.985559,1.29044,1.0,25.8451,20.833,0.738242,0.0163668,0.894205,0.738242,0.221473,25.8451,1.0545,0.811153,0.686336,0.856107,1.00752
746,1991.66,1.11057,1.0,1.05752,0.8936,0.985561,1.29098,1.0,25.8373,20.8293,0.738101,0.0163681,0.894488,0.738101,0.22143,25.8373,1.05448,0.811137,0.686417,0.855971,1.00752
747,1991.67,1.11045,1.0,1.05751,0.893435,0.985563,1.29152,1.0,25.8295,20.8256,0.73796,0.0163695,0.894771,0.73796,0.221388,25.8295,1.05446,0.811122,0.686498,0.855837,1.00751
748,1991.69,1.11033,1.0,1.0575,0.893275,0.985564,1.29205,1.0,25.8217,20.822,0.737819,0.0163707,0.895054,0.737819,0.221346,25.8217,1.05444,0.811107,0.686578,0.855703,1.0075
749,1991.7,1.11021,1.0,1.0575,0.893119,0.985565,1.29258,1.0,25.8138,20.8184,0.737677,0.0163719,0.895336,0.737677,0.221303,25.8138,1.05442,0.811093,0.686658,0.855569,1.0075
750,1991.72,1.11009,1.0,1.0575,0.892967,0.985565,1.29309,1.0,25.806,20.8148,0.737534,0.0163731,0.895617,0.737534,0.22126,25.806,1.0544,0.81108,0.686738,0.855436,1.00749
751,1991.73,1.10998,1.0,1.0575,0.892821,0.985566,1.2936,1.0,25.7982,20.8113,0.737391,0.0163742,0.895899,0.737391,0.221217,25.7982,1.05439,0.811067,0.686818,0.855304,1.00748
752,1991.75,1.10986,1.0,1.0575,0.892678,0.985566,1.29411,1.0,25.7904,20.8078,0.737248,0.0163752,0.896179,0.737248,0.221174,25.7904,1.05437,0.811055,0.686897,0.855173,1.00748
753,1991.77,1.10974,1.0,1.0575,0.892541,0.985565,1.29461,1.0,25.7827,20.8043,0.737105,0.0163762,0.896459,0.737105,0.221131,25.7827,1.05436,0.811043,0.686975,0.855041,1.00747
754,1991.78,1.10963,1.0,1.05751,0.892408,0.985565,1.2951,1.0,25.7749,20.8008,0.736961,0.0163772,0.896739,0.736961,0.221088,25.7749,1.05434,0.811032,0.687054,0.854911,1.00746
755,1991.8,1.10951,1.0,1.05752,0.89228,0.985564,1.29558,1.0,25.7671,20.7974,0.736817,0.0163781,0.897018,0.736817,0.221045,25.7671,1.05433,0.811022,0.687132,0.854781,1.00746
756,1991.81,1.1094,1.0,1.05753,0.892156,0.985563,1.29606,1.0,25.7593,20.794,0.736673,0.0163789,0.897296,0.736673,0.221002,25.7593,1.05432,0.811012,0.687209,0.854651,1.00745
757,1991.83,1.10929,1.0,1.05754,0.892037,0.985561,1.29653,1.0,25.7516,20.7906,0.736529,0.0163797,0.897575,0.736529,0.220959,25.7516,1.0543,0.811003,0.687286,0.854523,1.00744
758,1991.84,1.10918,1.0,1.05756,0.891922,0.98556,1.29699,1.0,25.7438,20.7873,0.736385,0.0163805,0.897852,0.736385,0.220915,25.7438,1.05429,0.810995,0.687363,0.854394,1.00744
759,1991.86,1.10907,1.0,1.05758,0.891813,0.985558,1.29745,1.0,25.7361,20.784,0.73624,0.0163812,0.89813,0.73624,0.220872,25.7361,1.05428,0.810987,0.68744,0.854267,1.00743
760,1991.88,1.10896,1.0,1.0576,0.891707,0.985556,1.2979,1.0,25.7284,20.7807,0.736096,0.0163818,0.898407,0.736096,0.220829,25.7284,1.05427,0.810979,0.687516,0.85414,1.00743
761,1991.89,1.10885,1.0,1.05763,0.891607,0.985553,1.29834,1.0,25.7206,20.7774,0.735951,0.0163824,0.898683,0.735951,0.220785,25.7206,1.05426,0.810972,0.687592,0.854013,1.00742
762,1991.91,1.10874,1.0,1.05766,0.891511,0.98555,1.29878,1.0,25.7129,20.7742,0.735807,0.0163829,0.898959,0.735807,0.220742,25.7129,1.05426,0.810966,0.687668,0.853887,1.00741
763,1991.92,1.10864,1.0,1.05769,0.89142,0.985547,1.29921,1.0,25.7052,20.771,0.735663,0.0163834,0.899234,0.735663,0.220699,25.7052,1.05425,0.81096,0.687743,0.853762,1.00741
764,1991.94,1.10853,1.0,1.05772,0.891334,0.985544,1.29963,1.0,25.6975,20.7678,0.735518,0.0163839,0.899509,0.735518,0.220656,25.6975,1.05424,0.810955,0.687818,0.853637,1.0074
765,1991.95,1.10843,1.0,1.05776,0.891252,0.985541,1.30005,1.0,25.6898,20.7647,0.735374,0.0163843,0.899784,0.735374,0.220612,25.6898,1.05424,0.81095,0.687892,0.853513,1.0074
766,1991.97,1.10833,1.0,1.0578,0.891175,0.985537,1.30046,1.0,25.6821,20.7616,0.73523,0.0163847,0.900058,0.73523,0.220569,25.6821,1.05423,0.810946,0.687967,0.853389,1.00739
767,1991.98,1.10823,1.0,1.05785,0.891103,0.985533,1.30086,1.0,25.6744,20.7585,0.735086,0.016385,0.900332,0.735086,0.220526,25.6744,1.05422,0.810942,0.68804,0.853266,1.00738
768,1992.0,1.10813,1.0,1.05789,0.891035,0.985529,1.30126,1.0,25.6667,20.7554,0.734942,0.0163853,0.900606,0.734942,0.220483,25.6667,1.05422,0.810939,0.688114,0.853144,1.00738
769,1992.02,1.10803,1.0,1.05794,0.890972,0.985525,1.30165,1.0,25.659,20.7524,0.734798,0.0163855,0.900879,0.734798,0.22044,25.659,1.05422,0.810936,0.688187,0.853022,1.00737
770,1992.03,1.10794,1.0,1.058,0.890914,0.98552,1.30203,1.0,25.6514,20.7494,0.734655,0.0163857,0.901151,0.734655,0.220397,25.6514,1.05421,0.810934,0.68826,0.8529,1.00737
771,1992.05,1.10785,1.0,1.05805,0.890861,0.985515,1.30241,1.0,25.6437,20.7464,0.734512,0.0163858,0.901424,0.734512,0.220354,25.6437,1.05421,0.810933,0.688332,0.852779,1.00736
772,1992.06,1.10776,1.0,1.05811,0.890812,0.98551,1.30279,1.0,25.6361,20.7434,0.734369,0.016386,0.901696,0.734369,0.220311,25.6361,1.05421,0.810931,0.688405,0.852659,1.00735
773,1992.08,1.10767,1.0,1.05818,0.890768,0.985505,1.30315,1.0,25.6284,20.7405,0.734226,0.016386,0.901967,0.734226,0.220268,25.6284,1.05421,0.81093,0.688476,0.852539,1.00735
774,1992.09,1.10758,1.0,1.05824,0.890729,0.9855,1.30351,1.0,25.6208,20.7376,0.734083,0.0163861,0.902238,0.734083,0.220225,25.6208,1.05421,0.81093,0.688548,0.85242,1.00734
775,1992.11,1.10749,1.0,1.05831,0.890694,0.985494,1.30386,1.0,25.6131,20.7347,0.733941,0.016386,0.902509,0.733941,0.220182,25.6131,1.05421,0.81093,0.688619,0.852302,1.00734
776,1992.12,1.10741,1.0,1.05839,0.890665,0.985488,1.30421,1.0,25.6055,20.7319,0.733799,0.016386,0.90278,0.733799,0.22014,25.6055,1.05421,0.810931,0.68869,0.852184,1.00733
777,1992.14,1.10733,1.0,1.05847,0.89064,0.985482,1.30455,1.0,25.5979,20.729,0.733657,0.0163859,0.90305,0.733657,0.220097,25.5979,1.05421,0.810932,0.68876,0.852066,1.00733
778,1992.16,1.10725,1.0,1.05855,0.890619,0.985476,1.30489,1.0,25.5903,20.7262,0.733516,0.0163858,0.90332,0.733516,0.220055,25.5903,1.05421,0.810933,0.68883,0.851949,1.00732
779,1992.17,1.10718,1.0,1.05864,0.890604,0.98547,1.30522,1.0,25.5827,20.7234,0.733374,0.0163856,0.903589,0.733374,0.220012,25.5827,1.05422,0.810935,0.6889,0.851833,1.00731
780,1992.19,1.1071,1.0,1.05873,0.890593,0.985464,1.30554,1.0,25.5751,20.7207,0.733234,0.0163854,0.903858,0.733234,0.21997,25.5751,1.05422,0.810937,0.68897,0.851717,1.00731
781,1992.2,1.10703,1.0,1.05882,0.890587,0.985457,1.30586,1.0,25.5675,20.7179,0.733093,0.0163852,0.904127,0.733093,0.219928,25.5675,1.05422,0.81094,0.689039,0.851602,1.0073
782,1992.22,1.10697,1.0,1.05892,0.890586,0.98545,1.30618,1.0,25.5599,20.7152,0.732953,0.0163849,0.904396,0.732953,0.219886,25.5599,1.05423,0.810943,0.689108,0.851487,1.0073
783,1992.23,1.1069,1.0,1.05902,0.890589,0.985443,1.30648,1.0,25.5524,20.7125,0.732813,0.0163846,0.904664,0.732813,0.219844,25.5524,1.05423,0.810946,0.689176,0.851373,1.00729
784,1992.25,1.10684,1.0,1.05913,0.890598,0.985436,1.30679,1.0,25.5448,20.7099,0.732673,0.0163843,0.904932,0.732673,0.219802,25.5448,1.05424,0.81095,0.689244,0.851259,1.00729
785,1992.27,1.10678,1.0,1.05924,0.890611,0.985429,1.30708,1.0,25.5373,20.7072,0.732533,0.0163839,0.9052,0.732533,0.21976,25.5373,1.05424,0.810954,0.689312,0.851146,1.00728
786,1992.28,1.10672,1.0,1.05936,0.890628,0.985422,1.30737,1.0,25.5297,20.7046,0.732394,0.0163836,0.905467,0.732394,0.219718,25.5297,1.05425,0.810959,0.68938,0.851034,1.00728
787,1992.3,1.10667,1.0,1.05948,0.890651,0.985414,1.30766,1.0,25.5222,20.702,0.732255,0.0163831,0.905734,0.732255,0.219677,25.5222,1.05425,0.810964,0.689447,0.850922,1.00727
788,1992.31,1.10662,1.0,1.05961,0.890678,0.985407,1.30794,1.0,25.5146,20.6994,0.732116,0.0163827,0.906001,0.732116,0.219635,25.5146,1.05426,0.810969,0.689514,0.85081,1.00727
789,1992.33,1.10657,1.0,1.05974,0.89071,0.985399,1.30822,1.0,25.5071,20.6969,0.731978,0.0163822,0.906268,0.731978,0.219593,25.5071,1.05427,0.810975,0.68958,0.850699,1.00726
790,1992.34,1.10653,1.0,1.05987,0.890747,0.985392,1.30849,1.0,25.4996,20.6943,0.73184,0.0163817,0.906534,0.73184,0.219552,25.4996,1.05427,0.81098,0.689647,0.850589,1.00726
791,1992.36,1.10649,1.0,1.06001,0.890788,0.985384,1.30876,1.0,25.4921,20.6918,0.731702,0.0163812,0.906801,0.731702,0.219511,25.4921,1.05428,0.810987,0.689713,0.850479,1.00725
792,1992.38,1.10645,1.0,1.06016,0.890834,0.985376,1.30902,1.0,25.4846,20.6893,0.731564,0.0163806,0.907067,0.731564,0.219469,25.4846,1.05429,0.810993,0.689778,0.85037,1.00725
793,1992.39,1.10642,1.0,1.06031,0.890885,0.985368,1.30928,1.0,25.4771,20.6868,0.731427,0.01638,0.907332,0.731427,0.219428,25.4771,1.0543,0.811,0.689844,0.850261,1.00724
794,1992.41,1.10639,1.0,1.06047,0.890942,0.98536,1.30953,1.0,25.4696,20.6844,0.731289,0.0163794,0.907598,0.731289,0.219387,25.4696,1.05431,0.811007,0.689909,0.850153,1.00724
795,1992.42,1.10637,1.0,1.06063,0.891008,0.985352,1.30978,1.0,25.4621,20.6819,0.731152,0.0163788,0.907863,0.731152,0.219346,25.4621,1.05432,0.811014,0.689973,0.850045,1.00724
796,1992.44,1.10634,1.0,1.06081,0.891084,0.985343,1.31002,1.0,25.4547,20.6795,0.731015,0.0163781,0.908129,0.731015,0.219305,25.4547,1.05433,0.811021,0.690037,0.849937,1.00723
797,1992.45,1.10633,1.0,1.061,0.89117,0.985335,1.31026,1.0,25.4472,20.6771,0.730878,0.0163775,0.908394,0.730878,0.219263,25.4472,1.05434,0.811029,0.690102,0.849831,1.00723
798,1992.47,1.10631,1.0,1.06121,0.891264,0.985327,1.3105,1.0,25.4397,20.6747,0.730742,0.0163768,0.908659,0.730742,0.219222,25.4397,1.05435,0.811037,0.690165,0.849725,1.00722
799,1992.48,1.1063,1.0,1.06142,0.891369,0.985319,1.31073,1.0,25.4323,20.6724,0.730605,0.0163761,0.908924,0.730605,0.219181,25.4323,1.05436,0.811045,0.690229,0.849619,1.00722
800,1992.5,1.1063,1.0,1.06164,0.891482,0.98531,1.31096,1.0,25.4249,20.67,0.730468,0.0163754,0.909188,0.730468,0.21914,25.4249,1.05437,0.811053,0.690292,0.849514,1.00721
801,1992.52,1.1063,1.0,1.06188,0.891605,0.985302,1.31118,1.0,25.4174,20.6677,0.730331,0.0163746,0.909453,0.730331,0.219099,25.4174,1.05438,0.811062,0.690355,0.849409,1.00721
802,1992.53,1.10631,1.0,1.06213,0.891737,0.985294,1.3114,1.0,25.41,20.6654,0.730194,0.0163739,0.909718,0.730194,0.219058,25.41,1.05439,0.81107,0.690417,0.849305,1.00721
803,1992.55,1.10632,1.0,1.06238,0.891878,0.985285,1.31161,1.0,25.4026,20.6631,0.730058,0.0163732,0.909982,0.730058,0.219017,25.4026,1.0544,0.811079,0.690479,0.849202,1.0072
804,1992.56,1.10633,1.0,1.06265,0.892029,0.985277,1.31183,1.0,25.3952,20.6608,0.729921,0.0163724,0.910247,0.729921,0.218976,25.3952,1.05441,0.811088,0.690541,0.849098,1.0072
805,1992.58,1.10635,1.0,1.06294,0.892189,0.985269,1.31204,1.0,25.3878,20.6585,0.729784,0.0163716,0.910511,0.729784,0.218935,25.3878,1.05443,0.811096,0.690602,0.848996,1.0072
806,1992.59,1.10638,1.0,1.06323,0.892358,0.985261,1.31224,1.0,25.3804,20.6563,0.729646,0.0163709,0.910776,0.729646,0.218894,25.3804,1.05444,0.811105,0.690664,0.848894,1.00719
807,1992.61,1.10641,1.0,1.06354,0.892536,0.985253,1.31244,1.0,25.373,20.654,0.729509,0.0163701,0.911041,0.729509,0.218853,25.373,1.05445,0.811114,0.690725,0.848792,1.00719
808,1992.62,1.10645,1.0,1.06386,0.892724,0.985245,1.31264,1.0,25.3657,20.6518,0.729371,0.0163694,0.911305,0.729371,0.218811,25.3657,1.05446,0.811123,0.690785,0.848691,1.00719
809,1992.64,1.10649,1.0,1.06419,0.892921,0.985238,1.31284,1.0,25.3583,20.6496,0.729234,0.0163686,0.91157,0.729234,0.21877,25.3583,1.05447,0.811132,0.690846,0.848591,1.00718
810,1992.66,1.10654,1.0,1.06453,0.893127,0.98523,1.31303,1.0,25.3509,20.6474,0.729095,0.0163678,0.911835,0.729095,0.218729,25.3509,1.05448,0.81114,0.690906,0.848491,1.00718
811,1992.67,1.1066,1.0,1.06489,0.893342,0.985222,1.31322,1.0,25.3436,20.6452,0.728957,0.0163671,0.9121,0.728957,0.218687,25.3436,1.05449,0.811149,0.690965,0.848391,1.00718
812,1992.69,1.10666,1.0,1.06526,0.893566,0.985215,1.3134,1.0,25.3362,20.643,0.728818,0.0163664,0.912366,0.728818,0.218645,25.3362,1.0545,0.811157,0.691025,0.848292,1.00717
813,1992.7,1.10673,1.0,1.06564,0.8938,0.985208,1.31359,1.0,25.3289,20.6408,0.728679,0.0163656,0.912631,0.728679,0.218604,25.3289,1.05452,0.811166,0.691084,0.848194,1.00717
814,1992.72,1.1068,1.0,1.06603,0.894042,0.985201,1.31377,1.0,25.3216,20.6386,0.728539,0.0163649,0.912897,0.728539,0.218562,25.3216,1.05453,0.811174,0.691142,0.848096,1.00717
815,1992.73,1.10688,1.0,1.06644,0.894294,0.985194,1.31395,1.0,25.3143,20.6364,0.728399,0.0163642,0.913163,0.728399,0.21852,25.3143,1.05454,0.811182,0.691201,0.847999,1.00717
816,1992.75,1.10697,1.0,1.06686,0.894554,0.985188,1.31412,1.0,25.307,20.6343,0.728259,0.0163635,0.913429,0.728259,0.218478,25.307,1.05455,0.81119,0.691259,0.847902,1.00716
817,1992.77,1.10707,1.0,1.06729,0.894823,0.985181,1.31429,1.0,25.2997,20.6321,0.728118,0.0163629,0.913695,0.728118,0.218435,25.2997,1.05456,0.811198,0.691317,0.847806,1.00716
818,1992.78,1.10717,1.0,1.06774,0.895102,0.985175,1.31446,1.0,25.2924,20.63,0.727976,0.0163622,0.913962,0.727976,0.218393,25.2924,1.05457,0.811205,0.691374,0.84771,1.00716
819,1992.8,1.10728,1.0,1.0682,0.895389,0.985169,1.31463,1.0,25.2851,20.6279,0.727834,0.0163616,0.914229,0.727834,0.21835,25.2851,1.05458,0.811212,0.691431,0.847614,1.00716
820,1992.81,1.10739,1.0,1.06867,0.895685,0.985164,1.3148,1.0,25.2778,20.6257,0.727692,0.016361,0.914496,0.727692,0.218308,25.2778,1.05459,0.811219,0.691488,0.84752,1.00715
821,1992.83,1.10752,1.0,1.06915,0.89599,0.985158,1.31496,1.0,25.2705,20.6236,0.727548,0.0163604,0.914764,0.727548,0.218265,25.2705,1.05459,0.811226,0.691545,0.847425,1.00715
822,1992.84,1.10765,1.0,1.06965,0.896304,0.985153,1.31513,1.0,25.2633,20.6215,0.727404,0.0163599,0.915032,0.727404,0.218221,25.2633,1.0546,0.811232,0.691601,0.847332,1.00715
823,1992.86,1.10779,1.0,1.07017,0.896627,0.985149,1.31529,1.0,25.256,20.6194,0.72726,0.0163594,0.9153,0.72726,0.218178,25.256,1.05461,0.811238,0.691657,0.847238,1.00715
824,1992.88,1.10794,1.0,1.07069,0.896958,0.985144,1.31544,1.0,25.2488,20.6173,0.727114,0.0163589,0.915569,0.727114,0.218134,25.2488,1.05462,0.811244,0.691713,0.847146,1.00715
825,1992.89,1.1081,1.0,1.07123,0.897298,0.98514,1.3156,1.0,25.2415,20.6151,0.726968,0.0163584,0.915838,0.726968,0.21809,25.2415,1.05462,0.811249,0.691768,0.847053,1.00715
826,1992.91,1.10826,1.0,1.07178,0.897647,0.985136,1.31576,1.0,25.2343,20.613,0.726821,0.016358,0.916108,0.726821,0.218046,25.2343,1.05463,0.811254,0.691823,0.846962,1.00714
827,1992.92,1.10844,1.0,1.07235,0.898004,0.985133,1.31591,1.0,25.2271,20.6109,0.726673,0.0163576,0.916378,0.726673,0.218002,25.2271,1.05464,0.811258,0.691878,0.846871,1.00714
828,1992.94,1.10862,1.0,1.07293,0.89837,0.98513,1.31606,1.0,25.2199,20.6088,0.726525,0.0163573,0.916649,0.726525,0.217957,25.2199,1.05464,0.811262,0.691932,0.84678,1.00714
829,1992.95,1.10881,1.0,1.07353,0.898744,0.985127,1.31621,1.0,25.2127,20.6067,0.726375,0.016357,0.91692,0.726375,0.217913,25.2127,1.05465,0.811266,0.691986,0.84669,1.00714
830,1992.97,1.10901,1.0,1.07414,0.899127,0.985125,1.31636,1.0,25.2055,20.6046,0.726225,0.0163567,0.917192,0.726225,0.217867,25.2055,1.05465,0.811269,0.69204,0.8466,1.00714
831,1992.98,1.10922,1.0,1.07476,0.899518,0.985123,1.31651,1.0,25.1983,20.6025,0.726073,0.0163565,0.917465,0.726073,0.217822,25.1983,1.05465,0.811271,0.692093,0.846511,1.00714
832,1993.0,1.10943,1.0,1.0754,0.899918,0.985122,1.31666,1.0,25.1911,20.6004,0.725921,0.0163563,0.917738,0.725921,0.217776,25.1911,1.05465,0.811273,0.692146,0.846423,1.00714
833,1993.02,1.10966,1.0,1.07605,0.900326,0.985121,1.3168,1.0,25.1839,20.5983,0.725768,0.0163562,0.918012,0.725768,0.21773,25.1839,1.05466,0.811274,0.692199,0.846335,1.00714
834,1993.03,1.1099,1.0,1.07672,0.900742,0.98512,1.31695,1.0,25.1768,20.5962,0.725613,0.0163562,0.918286,0.725613,0.217684,25.1768,1.05466,0.811275,0.692252,0.846247,1.00714
835,1993.05,1.11014,1.0,1.0774,0.901166,0.98512,1.31709,1.0,25.1696,20.5941,0.725458,0.0163561,0.918561,0.725458,0.217637,25.1696,1.05466,0.811275,0.692304,0.846161,1.00714
836,1993.06,1.1104,1.0,1.07809,0.901599,0.985121,1.31723,1.0,25.1625,20.592,0.725301,0.0163562,0.918837,0.725301,0.21759,25.1625,1.05466,0.811275,0.692356,0.846074,1.00714
837,1993.08,1.11066,1.0,1.0788,0.90204,0.985122,1.31738,1.0,25.1553,20.5898,0.725143,0.0163563,0.919113,0.725143,0.217543,25.1553,1.05466,0.811274,0.692407,0.845988,1.00714
838,1993.09,1.11093,1.0,1.07952,0.902489,0.985123,1.31752,1.0,25.1482,20.5877,0.724984,0.0163564,0.91939,0.724984,0.217495,25.1482,1.05465,0.811272,0.692458,0.845903,1.00714
839,1993.11,1.11122,1.0,1.08026,0.902946,0.985125,1.31766,1.0,25.1411,20.5856,0.724824,0.0163567,0.919668,0.724824,0.217447,25.1411,1.05465,0.811269,0.692509,0.845818,1.00714
840,1993.12,1.11151,1.0,1.08101,0.903411,0.985128,1.3178,1.0,25.1339,20.5835,0.724662,0.0163569,0.919947,0.724662,0.217399,25.1339,1.05465,0.811266,0.692559,0.845734,1.00714
841,1993.14,1.11181,1.0,1.08178,0.903883,0.98513,1.31794,1.0,25.1268,20.5813,0.724499,0.0163573,0.920227,0.724499,0.21735,25.1268,1.05464,0.811262,0.69261,0.845651,1.00714
842,1993.16,1.11213,1.0,1.08256,0.904364,0.985134,1.31808,1.0,25.1197,20.5792,0.724335,0.0163577,0.920507,0.724335,0.217301,25.1197,1.05463,0.811257,0.692659,0.845568,1.00714
843,1993.17,1.11245,1.0,1.08336,0.904852,0.985138,1.31822,1.0,25.1126,20.577,0.72417,0.0163582,0.920789,0.72417,0.217251,25.1126,1.05463,0.811252,0.692709,0.845485,1.00715
844,1993.19,1.11279,1.0,1.08417,0.905348,0.985143,1.31836,1.0,25.1055,20.5749,0.724003,0.0163587,0.921071,0.724003,0.217201,25.1055,1.05462,0.811246,0.692758,0.845403,1.00715
845,1993.2,1.11313,1.0,1.08499,0.905852,0.985148,1.3185,1.0,25.0985,20.5727,0.723835,0.0163593,0.921354,0.723835,0.217151,25.0985,1.05461,0.811238,0.692807,0.845322,1.00715
846,1993.22,1.11349,1.0,1.08583,0.906363,0.985154,1.31863,1.0,25.0914,20.5706,0.723665,0.01636,0.921638,0.723665,0.2171,25.0914,1.0546,0.81123,0.692855,0.845241,1.00715
847,1993.23,1.11385,1.0,1.08668,0.906882,0.985161,1.31877,1.0,25.0843,20.5684,0.723494,0.0163608,0.921923,0.723494,0.217048,25.0843,1.05459,0.811222,0.692904,0.845161,1.00715
848,1993.25,1.11423,1.0,1.08755,0.907408,0.985168,1.31891,1.0,25.0773,20.5662,0.723322,0.0163616,0.922209,0.723322,0.216997,25.0773,1.05458,0.811212,0.692951,0.845081,1.00715
849,1993.27,1.11462,1.0,1.08844,0.907942,0.985175,1.31905,1.0,25.0702,20.564,0.723148,0.0163626,0.922496,0.723148,0.216944,25.0702,1.05456,0.811201,0.692999,0.845002,1.00716
850,1993.28,1.11501,1.0,1.08933,0.908482,0.985184,1.31919,1.0,25.0632,20.5618,0.722973,0.0163636,0.922784,0.722973,0.216892,25.0632,1.05455,0.81119,0.693046,0.844924,1.00716
851,1993.3,1.11542,1.0,1.09024,0.90903,0.985193,1.31933,1.0,25.0562,20.5596,0.722795,0.0163646,0.923074,0.722795,0.216839,25.0562,1.05453,0.811177,0.693093,0.844846,1.00716
852,1993.31,1.11584,1.0,1.09117,0.909584,0.985203,1.31947,1.0,25.0491,20.5574,0.722617,0.0163658,0.923364,0.722617,0.216785,25.0491,1.05451,0.811164,0.693139,0.844768,1.00716
853,1993.33,1.11628,1.0,1.09211,0.910145,0.985213,1.3196,1.0,25.0421,20.5551,0.722437,0.0163671,0.923655,0.722437,0.216731,25.0421,1.05449,0.811149,0.693185,0.844692,1.00717
854,1993.34,1.11672,1.0,1.09306,0.910712,0.985224,1.31974,1.0,25.0351,20.5529,0.722255,0.0163684,0.923948,0.722255,0.216676,25.0351,1.05447,0.811134,0.693231,0.844615,1.00717
855,1993.36,1.11717,1.0,1.09403,0.911286,0.985236,1.31988,1.0,25.0281,20.5506,0.722072,0.0163698,0.924241,0.722072,0.216621,25.0281,1.05445,0.811117,0.693276,0.84454,1.00717
856,1993.38,1.11764,1.0,1.09501,0.911866,0.985249,1.32002,1.0,25.0211,20.5484,0.721887,0.0163714,0.924536,0.721887,0.216566,25.0211,1.05443,0.8111,0.693321,0.844465,1.00718
857,1993.39,1.11811,1.0,1.09601,0.912452,0.985262,1.32016,1.0,25.0141,20.5461,0.7217,0.016373,0.924832,0.7217,0.21651,25.0141,1.05441,0.811081,0.693366,0.84439,1.00718
858,1993.41,1.1186,1.0,1.09702,0.913043,0.985276,1.3203,1.0,25.0071,20.5438,0.721512,0.0163747,0.925129,0.721512,0.216453,25.0071,1.05438,0.811062,0.69341,0.844317,1.00718
