,time (year),cbc,cbc1980,cbsr,ccsd,csr,elti,gbc,isr,nccr,pi,pu,tgir,tir,wbc
0,1980.0,0.06,0.06,0.02,0.04,0.0103829,0.02,0.025,0.0303829,0.02,0.02,0.0326951,0.045,0.025,0.04
1,1980.02,0.06,0.06,0.0201622,0.04,0.010188,0.02,0.0251622,0.0303502,0.02,0.0199533,0.0326951,0.0451622,0.0251622,0.04
2,1980.03,0.0600025,0.06,0.0203214,0.0400025,0.00999749,0.0199999,0.0253214,0.0303189,0.02,0.0199073,0.0326936,0.0453213,0.0253214,0.0400025
3,1980.05,0.0600075,0.06,0.0204776,0.0400075,0.00981131,0.0199998,0.0254776,0.0302889,0.02,0.019862,0.0326908,0.0454774,0.0254776,0.0400075
4,1980.06,0.0600149,0.06,0.0206309,0.0400149,0.00962934,0.0199996,0.0256309,0.0302603,0.02,0.0198174,0.0326865,0.0456305,0.0256309,0.0400149
5,1980.08,0.0600245,0.06,0.0207814,0.0400245,0.00945145,0.0199993,0.0257814,0.0302328,0.02,0.0197735,0.0326811,0.0457807,0.0257814,0.0400245
6,1980.09,0.0600363,0.06,0.0209291,0.0400363,0.00927754,0.0199989,0.0259291,0.0302066,0.02,0.0197303,0.0326744,0.045928,0.0259291,0.0400363
7,1980.11,0.0600503,0.06,0.021074,0.0400503,0.0091075,0.0199985,0.026074,0.0301815,0.02,0.0196878,0.0326665,0.0460725,0.026074,0.0400503
8,1980.12,0.0600663,0.06,0.0212163,0.0400663,0.00894124,0.019998,0.0262163,0.0301576,0.02,0.0196459,0.0326576,0.0462144,0.0262163,0.0400663
9,1980.14,0.0600842,0.06,0.021356,0.0400842,0.00877864,0.0199975,0.026356,0.0301347,0.02,0.0196047,0.0326477,0.0463535,0.026356,0.0400842
10,1980.16,0.0601041,0.06,0.0214932,0.0401041,0.00861962,0.0199969,0.0264932,0.0301128,0.02,0.0195641,0.0326367,0.0464901,0.0264932,0.0401041
11,1980.17,0.0601258,0.06,0.0216279,0.0401258,0.00846409,0.0199962,0.0266279,0.030092,0.02,0.019524,0.0326247,0.0466241,0.0266279,0.0401258
12,1980.19,0.0601493,0.06,0.0217601,0.0401493,0.00831195,0.0199954,0.0267601,0.0300721,0.02,0.0194846,0.0326119,0.0467556,0.0267601,0.0401493
13,1980.2,0.0601744,0.06,0.02189,0.0401744,0.00816313,0.0199946,0.02689,0.0300531,0.02,0.0194457,0.0325981,0.0468847,0.02689,0.0401744
14,1980.22,0.0602013,0.06,0.0220176,0.0402013,0.00801753,0.0199938,0.0270176,0.0300351,0.02,0.0194074,0.0325835,0.0470114,0.0270176,0.0402013
15,1980.23,0.0602296,0.06,0.0221428,0.0402296,0.00787509,0.0199929,0.0271428,0.0300179,0.02,0.0193696,0.032568,0.0471357,0.0271428,0.0402296
16,1980.25,0.0602595,0.06,0.0222659,0.0402595,0.00773573,0.0199919,0.0272659,0.0300016,0.02,0.0193323,0.0325517,0.0472578,0.0272659,0.0402595
17,1980.27,0.0602909,0.06,0.0223868,0.0402909,0.00759936,0.0199909,0.0273868,0.0299861,0.02,0.0192956,0.0325346,0.0473776,0.0273868,0.0402909
18,1980.28,0.0603236,0.06,0.0225055,0.0403236,0.00746593,0.0199898,0.0275055,0.0299714,0.02,0.0192592,0.0325167,0.0474953,0.0275055,0.0403236
19,1980.3,0.0603577,0.06,0.0226222,0.0403577,0.00733536,0.0199886,0.0276222,0.0299575,0.02,0.0192234,0.0324981,0.0476108,0.0276222,0.0403577
20,1980.31,0.0603931,0.06,0.0227368,0.0403931,0.00720758,0.0199874,0.0277368,0.0299444,0.02,0.019188,0.0324787,0.0477242,0.0277368,0.0403931
21,1980.33,0.0604297,0.06,0.0228494,0.0404297,0.00708254,0.0199862,0.0278494,0.0299319,0.02,0.0191529,0.0324586,0.0478356,0.0278494,0.0404297
22,1980.34,0.0604675,0.06,0.0229601,0.0404675,0.00696016,0.0199849,0.0279601,0.0299202,0.02,0.0191183,0.0324377,0.0479449,0.0279601,0.0404675
23,1980.36,0.0605065,0.06,0.0230688,0.0405065,0.0068404,0.0199835,0.0280688,0.0299092,0.02,0.019084,0.032416,0.0480523,0.0280688,0.0405065
24,1980.38,0.0605465,0.06,0.0231757,0.0405465,0.00672318,0.0199821,0.0281757,0.0298989,0.02,0.0190501,0.0323937,0.0481578,0.0281757,0.0405465
25,1980.39,0.0605876,0.06,0.0232807,0.0405876,0.00660846,0.0199807,0.0282807,0.0298892,0.02,0.0190165,0.0323706,0.0482614,0.0282807,0.0405876
26,1980.41,0.0606297,0.06,0.023384,0.0406297,0.00649618,0.0199792,0.028384,0.0298802,0.02,0.0189832,0.0323468,0.0483632,0.028384,0.0406297
27,1980.42,0.0606727,0.06,0.0234855,0.0406727,0.00638628,0.0199776,0.0284855,0.0298718,0.02,0.0189502,0.0323222,0.0484631,0.0284855,0.0406727
28,1980.44,0.0607167,0.06,0.0235853,0.0407167,0.00627872,0.019976,0.0285853,0.029864,0.02,0.0189174,0.0322969,0.0485613,0.0285853,0.0407167
29,1980.45,0.0607615,0.06,0.0236834,0.0407615,0.00617344,0.0199744,0.0286834,0.0298568,0.02,0.0188848,0.0322709,0.0486577,0.0286834,0.0407615
30,1980.47,0.0608071,0.06,0.0237798,0.0408071,0.0060704,0.0199727,0.0287798,0.0298502,0.02,0.0188524,0.0322441,0.0487525,0.0287798,0.0408071
31,1980.48,0.0608536,0.06,0.0238747,0.0408536,0.00596954,0.0199709,0.0288747,0.0298442,0.02,0.0188203,0.0322166,0.0488456,0.0288747,0.0408536
32,1980.5,0.0609008,0.06,0.023968,0.0409008,0.00587083,0.0199691,0.028968,0.0298388,0.02,0.0187882,0.0321882,0.0489371,0.028968,0.0409008
33,1980.52,0.0609487,0.06,0.0240597,0.0409487,0.00577421,0.0199673,0.0290597,0.0298339,0.02,0.0187563,0.0321591,0.049027,0.0290597,0.0409487
34,1980.53,0.0609973,0.06,0.0241499,0.0409973,0.00567965,0.0199654,0.0291499,0.0298296,0.02,0.0187245,0.0321293,0.0491153,0.0291499,0.0409973
35,1980.55,0.0610466,0.06,0.0242387,0.0410466,0.0055871,0.0199634,0.0292387,0.0298258,0.02,0.0186927,0.0320986,0.0492021,0.0292387,0.0410466
36,1980.56,0.0610965,0.06,0.024326,0.0410965,0.00549652,0.0199614,0.029326,0.0298225,0.02,0.018661,0.032067,0.0492874,0.029326,0.0410965
37,1980.58,0.0611469,0.06,0.0244118,0.0411469,0.00540784,0.0199594,0.0294119,0.0298197,0.02,0.0186293,0.0320347,0.0493713,0.0294119,0.0411469
38,1980.59,0.0611979,0.06,0.0244963,0.0411979,0.00532101,0.0199573,0.0294963,0.0298174,0.02,0.0185976,0.0320016,0.0494537,0.0294963,0.0411979
39,1980.61,0.0612495,0.06,0.0245795,0.0412495,0.00523599,0.0199552,0.0295795,0.0298155,0.02,0.0185659,0.0319678,0.0495347,0.0295795,0.0412495
40,1980.62,0.0613015,0.06,0.0246613,0.0413015,0.00515275,0.019953,0.0296613,0.0298141,0.02,0.0185341,0.0319331,0.0496143,0.0296613,0.0413015
41,1980.64,0.061354,0.06,0.0247418,0.041354,0.00507124,0.0199508,0.0297418,0.0298131,0.02,0.0185023,0.0318975,0.0496926,0.0297418,0.041354
42,1980.66,0.0614069,0.06,0.0248211,0.0414069,0.00499143,0.0199486,0.0298211,0.0298125,0.02,0.0184703,0.0318612,0.0497696,0.0298211,0.0414069
43,1980.67,0.0614603,0.06,0.024899,0.0414603,0.00491329,0.0199462,0.029899,0.0298123,0.02,0.0184381,0.0318239,0.0498453,0.029899,0.0414603
44,1980.69,0.061514,0.06,0.0249758,0.041514,0.00483678,0.0199439,0.0299758,0.0298126,0.02,0.0184059,0.0317858,0.0499197,0.0299758,0.041514
45,1980.7,0.0615681,0.06,0.0250514,0.0415681,0.00476186,0.0199415,0.0300514,0.0298132,0.02,0.0183734,0.0317469,0.0499929,0.0300514,0.0415681
46,1980.72,0.0616225,0.06,0.0251258,0.0416225,0.0046885,0.019939,0.0301258,0.0298143,0.02,0.0183407,0.031707,0.0500648,0.0301258,0.0416225
47,1980.73,0.0616773,0.06,0.025199,0.0416773,0.00461667,0.0199365,0.030199,0.0298157,0.02,0.0183077,0.0316661,0.0501356,0.030199,0.0416773
48,1980.75,0.0617323,0.06,0.0252712,0.0417323,0.00454635,0.019934,0.0302712,0.0298175,0.02,0.0182745,0.0316244,0.0502052,0.0302712,0.0417323
49,1980.77,0.0617876,0.06,0.0253422,0.0417876,0.00447749,0.0199314,0.0303422,0.0298197,0.02,0.018241,0.0315816,0.0502736,0.0303422,0.0417876
50,1980.78,0.0618431,0.06,0.0254122,0.0418431,0.00441007,0.0199288,0.0304122,0.0298222,0.02,0.0182071,0.0315379,0.0503409,0.0304122,0.0418431
51,1980.8,0.0618989,0.06,0.0254811,0.0418989,0.00434405,0.0199261,0.0304811,0.0298251,0.02,0.0181729,0.0314932,0.0504072,0.0304811,0.0418989
52,1980.81,0.0619549,0.06,0.025549,0.0419549,0.00427942,0.0199233,0.030549,0.0298284,0.02,0.0181383,0.0314474,0.0504723,0.030549,0.0419549
53,1980.83,0.062011,0.06,0.0256158,0.042011,0.00421613,0.0199205,0.0306158,0.029832,0.02,0.0181034,0.0314006,0.0505364,0.0306158,0.042011
54,1980.84,0.0620673,0.06,0.0256817,0.0420673,0.00415417,0.0199177,0.0306817,0.0298359,0.02,0.0180679,0.0313528,0.0505994,0.0306817,0.0420673
55,1980.86,0.0621238,0.06,0.0257466,0.0421238,0.00409351,0.0199148,0.0307466,0.0298401,0.02,0.0180321,0.0313039,0.0506614,0.0307466,0.0421238
56,1980.88,0.0621804,0.06,0.0258106,0.0421804,0.00403412,0.0199119,0.0308106,0.0298447,0.02,0.0179957,0.0312539,0.0507225,0.0308106,0.0421804
57,1980.89,0.0622372,0.06,0.0258736,0.0422372,0.00397597,0.0199089,0.0308736,0.0298496,0.02,0.0179589,0.0312027,0.0507825,0.0308736,0.0422372
58,1980.91,0.062294,0.06,0.0259357,0.042294,0.00391905,0.0199058,0.0309357,0.0298548,0.02,0.0179215,0.0311505,0.0508416,0.0309357,0.042294
59,1980.92,0.0623509,0.06,0.025997,0.0423509,0.00386332,0.0199027,0.030997,0.0298603,0.02,0.0178836,0.031097,0.0508997,0.030997,0.0423509
60,1980.94,0.0624078,0.06,0.0260573,0.0424078,0.00380876,0.0198996,0.0310573,0.0298661,0.02,0.0178451,0.0310424,0.0509569,0.0310573,0.0424078
61,1980.95,0.0624649,0.06,0.0261168,0.0424649,0.00375535,0.0198964,0.0311168,0.0298722,0.02,0.017806,0.0309867,0.0510132,0.0311168,0.0424649
62,1980.97,0.0625219,0.06,0.0261755,0.0425219,0.00370307,0.0198931,0.0311755,0.0298786,0.02,0.0177663,0.0309296,0.0510686,0.0311755,0.0425219
63,1980.98,0.062579,0.06,0.0262334,0.042579,0.00365189,0.0198898,0.0312334,0.0298853,0.02,0.0177259,0.0308714,0.0511232,0.0312334,0.042579
64,1981.0,0.0626361,0.06,0.0262904,0.0426361,0.0036018,0.0198864,0.0312904,0.0298922,0.02,0.0176849,0.0308119,0.0511768,0.0312904,0.0426361
65,1981.02,0.0626932,0.06,0.0263467,0.0426932,0.00355277,0.019883,0.0313467,0.0298995,0.02,0.0176432,0.0307512,0.0512297,0.0313467,0.0426932
66,1981.03,0.0627503,0.06,0.0264022,0.0427503,0.00350478,0.0198795,0.0314022,0.029907,0.02,0.0176007,0.0306892,0.0512817,0.0314022,0.0427503
67,1981.05,0.0628074,0.06,0.026457,0.0428074,0.00345781,0.0198759,0.031457,0.0299148,0.02,0.0175576,0.0306258,0.0513329,0.031457,0.0428074
68,1981.06,0.0628644,0.06,0.026511,0.0428644,0.00341184,0.0198723,0.031511,0.0299229,0.02,0.0175137,0.0305612,0.0513833,0.031511,0.0428644
69,1981.08,0.0629214,0.06,0.0265643,0.0429214,0.00336686,0.0198686,0.0315643,0.0299312,0.02,0.017469,0.0304952,0.0514329,0.0315643,0.0429214
70,1981.09,0.0629783,0.06,0.0266169,0.0429783,0.00332285,0.0198648,0.0316169,0.0299398,0.02,0.0174236,0.0304278,0.0514818,0.0316169,0.0429783
71,1981.11,0.0630351,0.06,0.0266689,0.0430351,0.00327979,0.019861,0.0316689,0.0299486,0.02,0.0173773,0.0303591,0.0515299,0.0316689,0.0430351
72,1981.12,0.0630919,0.06,0.0267201,0.0430919,0.00323765,0.0198571,0.0317201,0.0299578,0.02,0.0173303,0.030289,0.0515773,0.0317201,0.0430919
73,1981.14,0.0631486,0.06,0.0267707,0.0431486,0.00319644,0.0198532,0.0317707,0.0299671,0.02,0.0172824,0.0302175,0.0516239,0.0317707,0.0431486
74,1981.16,0.0632052,0.06,0.0268206,0.0432052,0.00315612,0.0198492,0.0318206,0.0299768,0.02,0.0172336,0.0301446,0.0516698,0.0318206,0.0432052
75,1981.17,0.0632617,0.06,0.02687,0.0432617,0.00311669,0.0198451,0.03187,0.0299866,0.02,0.017184,0.0300703,0.051715,0.03187,0.0432617
76,1981.19,0.0633181,0.06,0.0269187,0.0433181,0.00307812,0.0198409,0.0319187,0.0299968,0.02,0.0171335,0.0299945,0.0517596,0.0319187,0.0433181
77,1981.2,0.0633743,0.06,0.0269668,0.0433743,0.00304042,0.0198367,0.0319667,0.0300072,0.02,0.0170821,0.0299172,0.0518035,0.0319667,0.0433743
78,1981.22,0.0634305,0.06,0.0270143,0.0434305,0.00300355,0.0198324,0.0320143,0.0300178,0.02,0.0170298,0.0298385,0.0518467,0.0320143,0.0434305
79,1981.23,0.0634865,0.06,0.0270612,0.0434865,0.00296752,0.019828,0.0320612,0.0300287,0.02,0.0169766,0.0297582,0.0518892,0.0320612,0.0434865
80,1981.25,0.0635423,0.06,0.0271076,0.0435423,0.0029323,0.0198236,0.0321076,0.0300399,0.02,0.0169225,0.0296765,0.0519311,0.0321076,0.0435423
81,1981.27,0.063598,0.06,0.0271534,0.043598,0.00289788,0.019819,0.0321534,0.0300513,0.02,0.0168674,0.0295932,0.0519724,0.0321534,0.043598
82,1981.28,0.0636536,0.06,0.0271987,0.0436536,0.00286426,0.0198144,0.0321987,0.0300629,0.02,0.0168114,0.0295085,0.0520131,0.0321987,0.0436536
83,1981.3,0.063709,0.06,0.0272434,0.043709,0.00283142,0.0198097,0.0322434,0.0300748,0.02,0.0167544,0.0294221,0.0520531,0.0322434,0.043709
84,1981.31,0.0637642,0.06,0.0272876,0.0437642,0.00279936,0.019805,0.0322876,0.030087,0.02,0.0166965,0.0293343,0.0520926,0.0322876,0.0437642
85,1981.33,0.0638192,0.06,0.0273314,0.0438192,0.00276805,0.0198001,0.0323314,0.0300994,0.02,0.0166376,0.0292448,0.0521315,0.0323314,0.0438192
86,1981.34,0.0638741,0.06,0.0273746,0.0438741,0.0027375,0.0197952,0.0323746,0.0301121,0.02,0.0165778,0.0291538,0.0521698,0.0323746,0.0438741
87,1981.36,0.0639288,0.06,0.0274174,0.0439288,0.0027077,0.0197901,0.0324174,0.0301251,0.02,0.0165169,0.0290612,0.0522075,0.0324174,0.0439288
88,1981.38,0.0639833,0.06,0.0274597,0.0439833,0.00267863,0.019785,0.0324597,0.0301383,0.02,0.0164551,0.028967,0.0522447,0.0324597,0.0439833
89,1981.39,0.0640377,0.06,0.0275016,0.0440376,0.00265029,0.0197798,0.0325016,0.0301519,0.02,0.0163923,0.0288713,0.0522814,0.0325016,0.0440376
90,1981.41,0.0640918,0.06,0.027543,0.0440918,0.00262267,0.0197745,0.032543,0.0301657,0.02,0.0163285,0.0287738,0.0523175,0.032543,0.0440918
91,1981.42,0.0641457,0.06,0.027584,0.0441457,0.00259577,0.0197691,0.032584,0.0301797,0.02,0.0162637,0.0286748,0.0523531,0.032584,0.0441457
92,1981.44,0.0641994,0.06,0.0276245,0.0441994,0.00256957,0.0197637,0.0326245,0.0301941,0.02,0.016198,0.0285742,0.0523882,0.0326245,0.0441994
93,1981.45,0.0642529,0.06,0.0276647,0.0442529,0.00254408,0.0197581,0.0326647,0.0302088,0.02,0.0161313,0.0284719,0.0524228,0.0326647,0.0442529
94,1981.47,0.0643062,0.06,0.0277044,0.0443062,0.00251929,0.0197524,0.0327044,0.0302237,0.02,0.0160636,0.0283679,0.0524568,0.0327044,0.0443062
95,1981.48,0.0643593,0.06,0.0277438,0.0443593,0.0024952,0.0197467,0.0327438,0.030239,0.02,0.0159949,0.0282624,0.0524904,0.0327438,0.0443593
96,1981.5,0.0644122,0.06,0.0277828,0.0444122,0.00247179,0.0197408,0.0327828,0.0302546,0.02,0.0159252,0.0281551,0.0525236,0.0327828,0.0444122
97,1981.52,0.0644649,0.06,0.0278214,0.0444649,0.00244907,0.0197348,0.0328214,0.0302705,0.02,0.0158546,0.0280462,0.0525562,0.0328214,0.0444649
98,1981.53,0.0645173,0.06,0.0278597,0.0445173,0.00242704,0.0197288,0.0328597,0.0302867,0.02,0.015783,0.0279357,0.0525884,0.0328597,0.0445173
99,1981.55,0.0645696,0.06,0.0278976,0.0445696,0.00240569,0.0197226,0.0328976,0.0303033,0.02,0.0157105,0.0278234,0.0526202,0.0328976,0.0445696
100,1981.56,0.0646216,0.06,0.0279352,0.0446216,0.00238502,0.0197163,0.0329352,0.0303202,0.02,0.015637,0.0277095,0.0526515,0.0329352,0.0446216
101,1981.58,0.0646733,0.06,0.0279724,0.0446733,0.00236502,0.01971,0.0329724,0.0303375,0.02,0.0155626,0.027594,0.0526824,0.0329724,0.0446733
102,1981.59,0.0647249,0.06,0.0280094,0.0447249,0.00234571,0.0197035,0.0330094,0.0303551,0.02,0.0154873,0.0274767,0.0527129,0.0330094,0.0447249
103,1981.61,0.0647762,0.06,0.028046,0.0447762,0.00232707,0.0196969,0.033046,0.0303731,0.02,0.0154111,0.0273578,0.0527429,0.033046,0.0447762
104,1981.62,0.0648273,0.06,0.0280824,0.0448273,0.00230911,0.0196902,0.0330824,0.0303915,0.02,0.015334,0.0272371,0.0527726,0.0330824,0.0448273
105,1981.64,0.0648782,0.06,0.0281185,0.0448782,0.00229183,0.0196834,0.0331185,0.0304103,0.02,0.015256,0.0271148,0.0528019,0.0331185,0.0448782
106,1981.66,0.0649288,0.06,0.0281543,0.0449288,0.00227522,0.0196765,0.0331543,0.0304295,0.02,0.0151771,0.0269908,0.0528308,0.0331543,0.0449288
107,1981.67,0.0649792,0.06,0.0281898,0.0449792,0.00225929,0.0196694,0.0331898,0.0304491,0.02,0.0150975,0.0268651,0.0528593,0.0331898,0.0449792
108,1981.69,0.0650294,0.06,0.0282251,0.0450293,0.00224405,0.0196623,0.0332251,0.0304692,0.02,0.0150169,0.0267378,0.0528874,0.0332251,0.0450293
109,1981.7,0.0650793,0.06,0.0282602,0.0450793,0.00222949,0.019655,0.0332602,0.0304897,0.02,0.0149356,0.0266087,0.0529152,0.0332602,0.0450793
110,1981.72,0.065129,0.06,0.028295,0.045129,0.00221561,0.0196477,0.033295,0.0305107,0.02,0.0148535,0.0264779,0.0529427,0.033295,0.045129
111,1981.73,0.0651785,0.06,0.0283297,0.0451785,0.00220243,0.0196402,0.0333297,0.0305321,0.02,0.0147706,0.0263455,0.0529698,0.0333297,0.0451785
112,1981.75,0.0652277,0.06,0.0283641,0.0452277,0.00218993,0.0196326,0.0333641,0.030554,0.02,0.0146869,0.0262114,0.0529966,0.0333641,0.0452277
113,1981.77,0.0652767,0.06,0.0283983,0.0452767,0.00217813,0.0196248,0.0333983,0.0305764,0.02,0.0146026,0.0260756,0.0530231,0.0333983,0.0452767
114,1981.78,0.0653255,0.06,0.0284323,0.0453255,0.00216704,0.019617,0.0334323,0.0305994,0.02,0.0145175,0.0259382,0.0530493,0.0334323,0.0453255
115,1981.8,0.065374,0.06,0.0284662,0.045374,0.00215664,0.019609,0.0334662,0.0306228,0.02,0.0144318,0.025799,0.0530752,0.0334662,0.045374
116,1981.81,0.0654223,0.06,0.0284999,0.0454223,0.00214696,0.0196009,0.0334999,0.0306468,0.02,0.0143454,0.0256582,0.0531008,0.0334999,0.0454223
117,1981.83,0.0654704,0.06,0.0285334,0.0454704,0.00213799,0.0195927,0.0335334,0.0306714,0.02,0.0142584,0.0255157,0.0531262,0.0335334,0.0454704
118,1981.84,0.0655183,0.06,0.0285668,0.0455183,0.00212973,0.0195844,0.0335668,0.0306966,0.02,0.0141708,0.0253716,0.0531512,0.0335668,0.0455183
119,1981.86,0.0655659,0.06,0.0286001,0.0455659,0.00212221,0.0195759,0.0336001,0.0307223,0.02,0.0140826,0.0252258,0.053176,0.0336001,0.0455659
120,1981.88,0.0656133,0.06,0.0286333,0.0456133,0.00211541,0.0195673,0.0336333,0.0307487,0.02,0.0139939,0.0250784,0.0532006,0.0336333,0.0456133
121,1981.89,0.0656605,0.06,0.0286663,0.0456605,0.00210935,0.0195586,0.0336663,0.0307757,0.02,0.0139047,0.0249293,0.053225,0.0336663,0.0456605
122,1981.91,0.0657075,0.06,0.0286993,0.0457075,0.00210404,0.0195498,0.0336993,0.0308033,0.02,0.013815,0.0247786,0.0532491,0.0336993,0.0457075
123,1981.92,0.0657542,0.06,0.0287322,0.0457542,0.00209947,0.0195408,0.0337322,0.0308316,0.02,0.0137249,0.0246263,0.053273,0.0337322,0.0457542
124,1981.94,0.0658008,0.06,0.028765,0.0458008,0.00209566,0.0195318,0.033765,0.0308606,0.02,0.0136344,0.0244724,0.0532967,0.033765,0.0458008
125,1981.95,0.0658471,0.06,0.0287977,0.0458471,0.00209262,0.0195225,0.0337977,0.0308903,0.02,0.0135435,0.0243168,0.0533202,0.0337977,0.0458471
126,1981.97,0.0658932,0.06,0.0288304,0.0458932,0.00209034,0.0195132,0.0338304,0.0309208,0.02,0.0134522,0.0241597,0.0533436,0.0338304,0.0458932
127,1981.98,0.0659391,0.06,0.0288631,0.0459391,0.00208885,0.0195037,0.0338631,0.0309519,0.02,0.0133607,0.0240009,0.0533668,0.0338631,0.0459391
128,1982.0,0.0659848,0.06,0.0288957,0.0459848,0.00208814,0.0194941,0.0338957,0.0309838,0.02,0.0132689,0.0238406,0.0533898,0.0338957,0.0459848
129,1982.02,0.0660302,0.06,0.0289283,0.0460302,0.00208822,0.0194844,0.0339283,0.0310166,0.02,0.0131768,0.0236787,0.0534127,0.0339283,0.0460302
130,1982.03,0.0660755,0.06,0.028961,0.0460755,0.00208911,0.0194745,0.033961,0.0310501,0.02,0.0130846,0.0235153,0.0534355,0.033961,0.0460755
131,1982.05,0.0661206,0.06,0.0289936,0.0461206,0.0020908,0.0194646,0.0339936,0.0310844,0.02,0.0129922,0.0233503,0.0534582,0.0339936,0.0461206
132,1982.06,0.0661655,0.06,0.0290263,0.0461655,0.00209331,0.0194544,0.0340263,0.0311196,0.02,0.0128998,0.0231837,0.0534807,0.0340263,0.0461655
133,1982.08,0.0662102,0.06,0.029059,0.0462102,0.00209664,0.0194442,0.034059,0.0311556,0.02,0.0128072,0.0230157,0.0535032,0.034059,0.0462102
134,1982.09,0.0662547,0.06,0.0290917,0.0462547,0.00210081,0.0194338,0.0340917,0.0311926,0.02,0.0127146,0.0228461,0.0535256,0.0340917,0.0462547
135,1982.11,0.066299,0.06,0.0291246,0.046299,0.00210581,0.0194233,0.0341246,0.0312304,0.02,0.012622,0.0226751,0.0535479,0.0341246,0.046299
136,1982.12,0.0663432,0.06,0.0291575,0.0463432,0.00211166,0.0194127,0.0341575,0.0312691,0.02,0.0125295,0.0225026,0.0535702,0.0341575,0.0463432
137,1982.14,0.0663872,0.06,0.0291905,0.0463872,0.00211837,0.019402,0.0341905,0.0313088,0.02,0.0124371,0.0223286,0.0535924,0.0341905,0.0463872
138,1982.16,0.066431,0.06,0.0292236,0.046431,0.00212593,0.0193911,0.0342236,0.0313495,0.02,0.0123448,0.0221531,0.0536146,0.0342236,0.046431
139,1982.17,0.0664746,0.06,0.0292568,0.0464746,0.00213437,0.0193801,0.0342568,0.0313912,0.02,0.0122527,0.0219762,0.0536368,0.0342568,0.0464746
140,1982.19,0.0665181,0.06,0.0292901,0.0465181,0.00214368,0.0193689,0.0342901,0.0314338,0.02,0.0121608,0.021798,0.0536591,0.0342901,0.0465181
141,1982.2,0.0665614,0.06,0.0293236,0.0465614,0.00215387,0.0193577,0.0343236,0.0314775,0.02,0.0120692,0.0216183,0.0536813,0.0343236,0.0465614
142,1982.22,0.0666045,0.06,0.0293573,0.0466045,0.00216495,0.0193463,0.0343573,0.0315222,0.02,0.011978,0.0214372,0.0537036,0.0343573,0.0466045
143,1982.23,0.0666476,0.06,0.0293911,0.0466476,0.00217692,0.0193348,0.0343911,0.031568,0.02,0.011887,0.0212548,0.0537259,0.0343911,0.0466476
144,1982.25,0.0666904,0.06,0.0294251,0.0466904,0.0021898,0.0193231,0.0344251,0.0316149,0.02,0.0117965,0.0210711,0.0537482,0.0344251,0.0466904
145,1982.27,0.0667332,0.06,0.0294593,0.0467331,0.00220358,0.0193114,0.0344593,0.0316629,0.02,0.0117065,0.020886,0.0537707,0.0344593,0.0467331
146,1982.28,0.0667757,0.06,0.0294938,0.0467757,0.00221827,0.0192995,0.0344938,0.031712,0.02,0.0116169,0.0206996,0.0537933,0.0344938,0.0467757
147,1982.3,0.0668182,0.06,0.0295284,0.0468182,0.00223388,0.0192875,0.0345284,0.0317623,0.02,0.0115279,0.020512,0.0538159,0.0345284,0.0468182
148,1982.31,0.0668606,0.06,0.0295633,0.0468606,0.00225041,0.0192754,0.0345633,0.0318137,0.02,0.0114395,0.0203231,0.0538387,0.0345633,0.0468606
149,1982.33,0.0669028,0.06,0.0295985,0.0469028,0.00226787,0.0192631,0.0345985,0.0318664,0.02,0.0113517,0.020133,0.0538616,0.0345985,0.0469028
150,1982.34,0.0669449,0.06,0.0296339,0.0469449,0.00228626,0.0192507,0.0346339,0.0319202,0.02,0.0112646,0.0199417,0.0538847,0.0346339,0.0469449
151,1982.36,0.0669869,0.06,0.0296697,0.0469869,0.00230559,0.0192383,0.0346697,0.0319752,0.02,0.0111782,0.0197492,0.0539079,0.0346697,0.0469869
152,1982.38,0.0670289,0.06,0.0297057,0.0470288,0.00232585,0.0192257,0.0347057,0.0320315,0.02,0.0110926,0.0195555,0.0539314,0.0347057,0.0470288
153,1982.39,0.0670707,0.06,0.029742,0.0470707,0.00234705,0.019213,0.034742,0.0320891,0.02,0.0110079,0.0193607,0.053955,0.034742,0.0470707
154,1982.41,0.0671124,0.06,0.0297787,0.0471124,0.00236919,0.0192001,0.0347787,0.0321479,0.02,0.010924,0.0191649,0.0539788,0.0347787,0.0471124
155,1982.42,0.0671541,0.06,0.0298157,0.0471541,0.00239228,0.0191872,0.0348157,0.032208,0.02,0.010841,0.0189679,0.0540029,0.0348157,0.0471541
156,1982.44,0.0671957,0.06,0.0298531,0.0471957,0.00241632,0.0191742,0.0348531,0.0322694,0.02,0.0107591,0.0187699,0.0540273,0.0348531,0.0471957
157,1982.45,0.0672372,0.06,0.0298908,0.0472372,0.0024413,0.019161,0.0348908,0.0323322,0.02,0.0106781,0.0185708,0.0540519,0.0348908,0.0472372
158,1982.47,0.0672786,0.06,0.029929,0.0472786,0.00246724,0.0191478,0.034929,0.0323962,0.02,0.0105982,0.0183708,0.0540768,0.034929,0.0472786
159,1982.48,0.0673201,0.06,0.0299675,0.0473201,0.00249412,0.0191344,0.0349675,0.0324617,0.02,0.0105194,0.0181698,0.054102,0.0349675,0.0473201
160,1982.5,0.0673614,0.06,0.0300065,0.0473614,0.00252195,0.019121,0.0350065,0.0325285,0.02,0.0104417,0.0179679,0.0541275,0.0350065,0.0473614
161,1982.52,0.0674028,0.06,0.0300459,0.0474028,0.00255072,0.0191074,0.0350459,0.0325966,0.02,0.0103653,0.0177651,0.0541533,0.0350459,0.0474028
