,time (year),a0020,a2040,a20pa,a4060,a60pl,birthr,births,cefr,deathr,deaths,dnc,dr,efr,egdpp,epa,fm,gdpp,le,le60,lem,of,op,pa,pass20,pass40,pass60,pgr,pop,pw,wele
0,1980.0,2170.0,1100.0,1977.14,768.0,382.0,0.0214027,94.6,0.0,0.00678733,30.0,4.3,1.36617,0.0,6.4,0.0,1.0,6.35452,67.0,7.0,1.0,3.44,272.857,62.0,100.0,64.0,38.0,0.0146154,4420.0,0.138006,1.0
1,1980.02,2169.92,1100.56,1978.15,768.406,382.125,0.0214089,94.6491,0.0,0.00678578,30.0,4.30003,1.36548,0.0,6.39993,0.0,1.0,6.35716,66.9998,6.9998,1.0,3.44002,272.943,62.0,100.0,64.0,38.0,0.0146231,4421.01,0.137979,1.0
2,1980.03,2169.83,1101.12,1979.16,768.812,382.25,0.0214151,94.6981,0.0,0.00678443,30.0009,4.30006,1.3648,0.0,6.39986,0.0,1.0,6.3598,66.9996,6.99962,1.0,3.44005,273.03,62.0,100.0,64.0,38.0,0.0146307,4422.02,0.137953,1.0
3,1980.05,2169.75,1101.69,1980.16,769.219,382.375,0.0214213,94.747,0.0,0.00678306,30.0017,4.30009,1.36411,0.0,6.3998,0.0,1.0,6.36243,66.9994,6.99945,1.0,3.44007,273.116,62.0,100.0,64.0,38.0,0.0146382,4423.03,0.137926,1.0
4,1980.06,2169.67,1102.25,1981.17,769.625,382.5,0.0214275,94.796,0.0,0.00678168,30.0024,4.30011,1.36343,0.0,6.39974,0.0,1.0,6.36505,66.9993,6.99928,1.0,3.44009,273.203,62.0,100.0,64.0,38.0,0.0146458,4424.04,0.1379,1.0
5,1980.08,2169.59,1102.81,1982.18,770.031,382.625,0.0214336,94.8449,0.0,0.00678029,30.0031,4.30014,1.36275,0.0,6.39969,0.0,1.0,6.36767,66.9991,6.99913,1.0,3.44011,273.29,62.0,100.0,64.0,38.0,0.0146533,4425.05,0.137874,1.0
6,1980.09,2169.51,1103.38,1983.19,770.438,382.75,0.0214397,94.8937,0.0,0.00677888,30.0038,4.30016,1.36207,0.0,6.39964,0.0,1.0,6.37029,66.999,6.999,1.0,3.44013,273.377,62.0,100.0,64.0,38.0,0.0146609,4426.07,0.137847,1.0
7,1980.11,2169.43,1103.94,1984.19,770.844,382.875,0.0214459,94.9426,0.0,0.00677747,30.0044,4.30018,1.36139,0.0,6.39959,0.0,1.0,6.37291,66.9989,6.99887,1.0,3.44014,273.464,62.0,100.0,64.0,38.0,0.0146684,4427.08,0.137822,1.0
8,1980.12,2169.35,1104.5,1985.2,771.25,383.0,0.021452,94.9913,0.0,0.00677604,30.005,4.3002,1.36071,0.0,6.39955,0.0,1.0,6.37552,66.9988,6.99875,1.0,3.44016,273.552,62.0,100.0,64.0,38.0,0.0146759,4428.1,0.137796,1.0
9,1980.14,2169.27,1105.06,1986.2,771.656,383.125,0.021458,95.0401,0.0,0.0067746,30.0055,4.30021,1.36003,0.0,6.39951,0.0,1.0,6.37814,66.9986,6.99865,1.0,3.44017,273.639,62.0,100.0,64.0,38.0,0.0146834,4429.11,0.13777,1.0
10,1980.16,2169.19,1105.62,1987.21,772.062,383.25,0.0214641,95.0888,0.0,0.00677315,30.0059,4.30023,1.35935,0.0,6.39948,0.0,1.0,6.38075,66.9986,6.99856,1.0,3.44018,273.727,62.0,100.0,64.0,38.0,0.014691,4430.13,0.137744,1.0
11,1980.17,2169.11,1106.19,1988.22,772.469,383.374,0.0214702,95.1374,0.0,0.00677168,30.0063,4.30024,1.35868,0.0,6.39945,0.0,1.0,6.38336,66.9985,6.99848,1.0,3.44019,273.815,62.0,100.0,64.0,38.0,0.0146985,4431.14,0.137719,1.0
12,1980.19,2169.04,1106.75,1989.22,772.875,383.499,0.0214762,95.186,0.0,0.00677021,30.0067,4.30025,1.358,0.0,6.39942,0.0,1.0,6.38598,66.9984,6.99841,1.0,3.4402,273.903,62.0,100.0,64.0,38.0,0.014706,4432.16,0.137694,1.0
13,1980.2,2168.96,1107.31,1990.23,773.281,383.624,0.0214822,95.2346,0.0,0.00676872,30.007,4.30026,1.35733,0.0,6.3994,0.0,1.0,6.3886,66.9983,6.99835,1.0,3.44021,273.991,62.0,100.0,64.0,38.0,0.0147135,4433.18,0.137668,1.0
14,1980.22,2168.89,1107.88,1991.23,773.688,383.749,0.0214882,95.2832,0.0,0.00676722,30.0072,4.30027,1.35666,0.0,6.39939,0.0,1.0,6.39122,66.9983,6.9983,1.0,3.44021,274.08,62.0,100.0,64.0,38.0,0.014721,4434.2,0.137643,1.0
15,1980.23,2168.81,1108.44,1992.24,774.094,383.874,0.0214942,95.3317,0.0,0.00676571,30.0074,4.30027,1.35599,0.0,6.39937,0.0,1.0,6.39384,66.9983,6.99827,1.0,3.44022,274.169,62.0,100.0,64.0,38.0,0.0147285,4435.22,0.137618,1.0
16,1980.25,2168.74,1109.0,1993.24,774.5,383.999,0.0215002,95.3801,0.0,0.00676419,30.0076,4.30028,1.35532,0.0,6.39936,0.0,1.0,6.39646,66.9982,6.99824,1.0,3.44022,274.257,62.0,100.0,64.0,38.0,0.014736,4436.24,0.137594,1.0
17,1980.27,2168.67,1109.56,1994.25,774.906,384.124,0.0215062,95.4285,0.0,0.00676265,30.0077,4.30028,1.35465,0.0,6.39936,0.0,1.0,6.39909,66.9982,6.99823,1.0,3.44022,274.346,62.0,100.0,64.0,38.0,0.0147435,4437.26,0.137569,1.0
18,1980.28,2168.6,1110.12,1995.25,775.312,384.249,0.0215121,95.4769,0.0,0.00676111,30.0077,4.30028,1.35398,0.0,6.39936,0.0,1.0,6.40172,66.9982,6.99823,1.0,3.44022,274.436,62.0,100.0,64.0,38.0,0.014751,4438.28,0.137544,1.0
19,1980.3,2168.53,1110.69,1996.25,775.719,384.374,0.0215181,95.5253,0.0,0.00675955,30.0077,4.30028,1.35331,0.0,6.39936,0.0,1.0,6.40435,66.9982,6.99824,1.0,3.44022,274.525,62.0,100.0,64.0,38.0,0.0147585,4439.31,0.13752,1.0
20,1980.31,2168.46,1111.25,1997.26,776.125,384.498,0.021524,95.5736,0.0,0.00675798,30.0077,4.30027,1.35265,0.0,6.39937,0.0,1.0,6.40699,66.9983,6.99826,1.0,3.44022,274.614,62.0,100.0,64.0,38.0,0.014766,4440.33,0.137496,1.0
21,1980.33,2168.39,1111.81,1998.26,776.531,384.623,0.0215299,95.6218,0.0,0.0067564,30.0076,4.30027,1.35198,0.0,6.39938,0.0,1.0,6.40963,66.9983,6.99829,1.0,3.44021,274.704,62.0,100.0,64.0,38.0,0.0147735,4441.36,0.137471,1.0
22,1980.34,2168.32,1112.38,1999.27,776.938,384.748,0.0215358,95.6701,0.0,0.00675481,30.0074,4.30026,1.35132,0.0,6.3994,0.0,1.0,6.41227,66.9983,6.99834,1.0,3.44021,274.794,62.0,100.0,64.0,38.0,0.014781,4442.38,0.137447,1.0
23,1980.36,2168.25,1112.94,2000.27,777.344,384.873,0.0215416,95.7182,0.0,0.00675321,30.0072,4.30025,1.35066,0.0,6.39942,0.0,1.0,6.41491,66.9984,6.99839,1.0,3.4402,274.884,62.0,100.0,64.0,38.0,0.0147884,4443.41,0.137423,1.0
24,1980.38,2168.19,1113.5,2001.27,777.75,384.998,0.0215475,95.7664,0.0,0.00675159,30.007,4.30024,1.35,0.0,6.39944,0.0,1.0,6.41756,66.9985,6.99846,1.0,3.44019,274.974,62.0,100.0,64.0,38.0,0.0147959,4444.43,0.1374,1.0
25,1980.39,2168.12,1114.06,2002.28,778.156,385.123,0.0215533,95.8145,0.0,0.00674996,30.0067,4.30023,1.34934,0.0,6.39947,0.0,1.0,6.42021,66.9985,6.99854,1.0,3.44018,275.065,62.0,100.0,64.0,38.0,0.0148034,4445.46,0.137376,1.0
26,1980.41,2168.05,1114.62,2003.28,778.562,385.248,0.0215592,95.8626,0.0,0.00674832,30.0063,4.30022,1.34868,0.0,6.3995,0.0,1.0,6.42287,66.9986,6.99863,1.0,3.44017,275.155,62.0,100.0,64.0,38.0,0.0148108,4446.49,0.137352,1.0
27,1980.42,2167.99,1115.19,2004.28,778.969,385.373,0.021565,95.9106,0.0,0.00674667,30.006,4.3002,1.34802,0.0,6.39954,0.0,1.0,6.42552,66.9987,6.99873,1.0,3.44016,275.246,62.0,100.0,64.0,38.0,0.0148183,4447.52,0.137329,1.0
28,1980.44,2167.93,1115.75,2005.29,779.375,385.498,0.0215708,95.9586,0.0,0.00674501,30.0055,4.30018,1.34736,0.0,6.39958,0.0,1.0,6.42818,66.9988,6.99884,1.0,3.44015,275.337,62.0,100.0,64.0,38.0,0.0148257,4448.55,0.137306,1.0
29,1980.45,2167.86,1116.31,2006.29,779.781,385.622,0.0215765,96.0065,0.0,0.00674334,30.005,4.30016,1.34671,0.0,6.39963,0.0,1.0,6.43084,66.999,6.99896,1.0,3.44013,275.428,62.0,100.0,64.0,38.0,0.0148332,4449.58,0.137283,1.0
30,1980.47,2167.8,1116.88,2007.29,780.188,385.747,0.0215823,96.0544,0.0,0.00674165,30.0045,4.30014,1.34605,0.0,6.39967,0.0,1.0,6.4335,66.9991,6.9991,1.0,3.44011,275.52,62.0,100.0,64.0,38.0,0.0148406,4450.61,0.13726,1.0
31,1980.48,2167.74,1117.44,2008.29,780.594,385.872,0.0215881,96.1023,0.0,0.00673996,30.0039,4.30012,1.3454,0.0,6.39973,0.0,1.0,6.43617,66.9992,6.99925,1.0,3.44009,275.611,62.0,100.0,64.0,38.0,0.0148481,4451.64,0.137237,1.0
32,1980.5,2167.68,1118.0,2009.29,781.0,385.997,0.0215938,96.1501,0.0,0.00673825,30.0032,4.30009,1.34475,0.0,6.39978,0.0,1.0,6.43883,66.9994,6.9994,1.0,3.44007,275.703,62.0,100.0,64.0,38.0,0.0148555,4452.67,0.137214,1.0
33,1980.52,2167.62,1118.56,2010.3,781.406,386.122,0.0215995,96.1979,0.0,0.00673653,30.0025,4.30007,1.3441,0.0,6.39985,0.0,1.0,6.4415,66.9996,6.99957,1.0,3.44005,275.795,62.0,100.0,64.0,38.0,0.014863,4453.71,0.137191,1.0
34,1980.53,2167.56,1119.12,2011.3,781.812,386.247,0.0216052,96.2456,0.0,0.0067348,30.0018,4.30004,1.34344,0.0,6.39991,0.0,1.0,6.44417,66.9998,6.99975,1.0,3.44003,275.887,62.0,100.0,64.0,38.0,0.0148704,4454.74,0.137169,1.0
35,1980.55,2167.5,1119.69,2012.3,782.219,386.372,0.0216109,96.2933,0.0,0.00673306,30.001,4.30001,1.3428,0.0,6.39998,0.0,1.0,6.44683,66.9999,6.99994,1.0,3.44001,275.979,62.0,100.0,64.0,38.0,0.0148778,4455.78,0.137146,1.0
36,1980.56,2167.44,1120.25,2013.31,782.625,386.497,0.0216166,96.341,0.0,0.00673131,30.0002,4.29998,1.34215,0.0,6.40005,0.0,1.0,6.4495,67.0001,7.00015,1.0,3.43998,276.066,62.0001,100.0,64.0,38.0,0.0148853,4456.81,0.137121,1.0
37,1980.58,2167.38,1120.81,2014.32,783.031,386.622,0.0216222,96.3886,0.0,0.00672954,29.9993,4.29994,1.3415,0.0,6.40013,0.0,1.0,6.45217,67.0004,7.00036,1.0,3.43995,276.149,62.0003,100.0,64.0,38.0,0.0148927,4457.85,0.137093,1.0
38,1980.59,2167.33,1121.38,2015.33,783.438,386.747,0.0216279,96.4362,0.0,0.00672777,29.9984,4.29991,1.34085,0.0,6.40021,0.0,1.0,6.45484,67.0006,7.00059,1.0,3.43993,276.233,62.0004,100.0,64.0,38.0,0.0149001,4458.89,0.137066,1.0
39,1980.61,2167.27,1121.94,2016.34,783.844,386.872,0.0216335,96.4837,0.0,0.00672598,29.9974,4.29987,1.34021,0.0,6.4003,0.0,1.0,6.4575,67.0008,7.00082,1.0,3.4399,276.316,62.0006,100.0,64.0,38.0,0.0149075,4459.93,0.137039,1.0
40,1980.62,2167.22,1122.5,2017.35,784.25,386.997,0.0216391,96.5312,0.0,0.00672418,29.9963,4.29983,1.33956,0.0,6.40039,0.0,1.0,6.46017,67.0011,7.00107,1.0,3.43987,276.399,62.0008,100.0,64.0,38.0,0.0149149,4460.96,0.137011,1.0
41,1980.64,2167.16,1123.06,2018.36,784.656,387.122,0.0216447,96.5787,0.0,0.00672238,29.9953,4.29979,1.33892,0.0,6.40048,0.0,1.0,6.46283,67.0013,7.00133,1.0,3.43983,276.482,62.001,100.0,64.0,38.0,0.0149223,4462.0,0.136983,1.0
42,1980.66,2167.11,1123.62,2019.37,785.062,387.247,0.0216503,96.6261,0.0,0.00672056,29.9941,4.29975,1.33828,0.0,6.40058,0.0,1.0,6.46549,67.0016,7.0016,1.0,3.4398,276.564,62.0012,100.0,64.0,38.0,0.0149297,4463.04,0.136956,1.0
43,1980.67,2167.06,1124.19,2020.38,785.469,387.372,0.0216558,96.6735,0.0,0.00671873,29.993,4.29971,1.33764,0.0,6.40068,0.0,1.0,6.46814,67.0019,7.00188,1.0,3.43976,276.646,62.0014,100.0,64.0,38.0,0.0149371,4464.08,0.136928,1.0
44,1980.69,2167.0,1124.75,2021.39,785.875,387.498,0.0216614,96.7209,0.0,0.00671688,29.9917,4.29966,1.337,0.0,6.40078,0.0,1.0,6.4708,67.0022,7.00217,1.0,3.43973,276.728,62.0016,100.0,64.0,38.0,0.0149445,4465.13,0.1369,1.0
45,1980.7,2166.95,1125.31,2022.41,786.281,387.623,0.0216669,96.7682,0.0,0.00671503,29.9905,4.29961,1.33636,0.0,6.40089,0.0,1.0,6.47345,67.0025,7.00247,1.0,3.43969,276.81,62.0019,100.0,64.0,38.0,0.0149519,4466.17,0.136872,1.0
46,1980.72,2166.9,1125.88,2023.42,786.688,387.748,0.0216724,96.8154,0.0,0.00671317,29.9891,4.29956,1.33572,0.0,6.40101,0.0,1.0,6.47609,67.0028,7.00279,1.0,3.43965,276.891,62.0021,100.0,64.0,38.0,0.0149593,4467.21,0.136843,1.0
47,1980.73,2166.85,1126.44,2024.43,787.094,387.873,0.0216779,96.8626,0.0,0.00671129,29.9878,4.29951,1.33508,0.0,6.40112,0.0,1.0,6.47873,67.0031,7.00311,1.0,3.43961,276.972,62.0023,100.0,64.0,38.0,0.0149667,4468.26,0.136815,1.0
48,1980.75,2166.8,1127.0,2025.45,787.5,387.998,0.0216834,96.9098,0.0,0.00670941,29.9864,4.29946,1.33445,0.0,6.40125,0.0,1.0,6.48137,67.0034,7.00345,1.0,3.43957,277.053,62.0026,100.0,64.0,38.0,0.014974,4469.3,0.136786,1.0
49,1980.77,2166.76,1127.56,2026.46,787.906,388.123,0.0216889,96.957,0.0,0.00670751,29.9849,4.29941,1.33381,0.0,6.40137,0.0,1.0,6.484,67.0038,7.00379,1.0,3.43952,277.133,62.0028,100.0,64.0,38.0,0.0149814,4470.35,0.136758,1.0
50,1980.78,2166.71,1128.12,2027.47,788.312,388.249,0.0216944,97.0041,0.0,0.0067056,29.9834,4.29935,1.33318,0.0,6.4015,0.0,1.0,6.48662,67.0042,7.00415,1.0,3.43948,277.214,62.0031,100.0,64.0,38.0,0.0149888,4471.39,0.136729,1.0
51,1980.8,2166.66,1128.69,2028.49,788.719,388.374,0.0216998,97.0511,0.0,0.00670369,29.9818,4.29929,1.33255,0.0,6.40163,0.0,1.0,6.48924,67.0045,7.00452,1.0,3.43943,277.294,62.0034,100.0,64.0,38.0,0.0149961,4472.44,0.1367,1.0
52,1980.81,2166.62,1129.25,2029.5,789.125,388.499,0.0217052,97.0982,0.0,0.00670176,29.9802,4.29923,1.33192,0.0,6.40177,0.0,1.0,6.49185,67.0049,7.0049,1.0,3.43939,277.373,62.0037,100.0,64.0,38.0,0.0150035,4473.49,0.136671,1.0
53,1980.83,2166.57,1129.81,2030.52,789.531,388.625,0.0217107,97.1451,0.0,0.00669982,29.9786,4.29917,1.33129,0.0,6.40191,0.0,1.0,6.49446,67.0053,7.00528,1.0,3.43934,277.453,62.004,100.0,64.0,38.0,0.0150108,4474.54,0.136642,1.0
54,1980.84,2166.53,1130.38,2031.53,789.938,388.75,0.0217161,97.1921,0.0,0.00669787,29.9769,4.29911,1.33066,0.0,6.40205,0.0,1.0,6.49705,67.0057,7.00568,1.0,3.43929,277.532,62.0043,100.0,64.0,38.0,0.0150182,4475.59,0.136612,1.0
55,1980.86,2166.48,1130.94,2032.55,790.344,388.875,0.0217214,97.239,0.0,0.00669591,29.9752,4.29904,1.33003,0.0,6.4022,0.0,1.0,6.49964,67.0061,7.0061,1.0,3.43924,277.611,62.0046,100.0,64.0,38.0,0.0150255,4476.64,0.136583,1.0
56,1980.88,2166.44,1131.5,2033.56,790.75,389.001,0.0217268,97.2859,0.0,0.00669394,29.9734,4.29898,1.3294,0.0,6.40236,0.0,1.0,6.50222,67.0065,7.00652,1.0,3.43918,277.69,62.0049,100.0,64.0,38.0,0.0150329,4477.69,0.136553,1.0
57,1980.89,2166.4,1132.06,2034.58,791.156,389.126,0.0217322,97.3327,0.0,0.00669196,29.9715,4.29891,1.32877,0.0,6.40251,0.0,1.0,6.5048,67.007,7.00695,1.0,3.43913,277.768,62.0052,100.0,64.0,38.0,0.0150402,4478.74,0.136524,1.0
58,1980.91,2166.35,1132.62,2035.59,791.562,389.251,0.0217375,97.3795,0.0,0.00668997,29.9697,4.29884,1.32815,0.0,6.40267,0.0,1.0,6.50736,67.0074,7.00739,1.0,3.43907,277.846,62.0055,100.0,64.0,38.0,0.0150475,4479.79,0.136494,1.0
59,1980.92,2166.31,1133.19,2036.61,791.969,389.377,0.0217428,97.4263,0.0,0.00668797,29.9678,4.29877,1.32752,0.0,6.40283,0.0,1.0,6.50991,67.0078,7.00784,1.0,3.43902,277.924,62.0059,100.0,64.0,38.0,0.0150549,4480.85,0.136464,1.0
60,1980.94,2166.27,1133.75,2037.63,792.375,389.502,0.0217481,97.473,0.0,0.00668596,29.9658,4.2987,1.3269,0.0,6.403,0.0,1.0,6.51245,67.0083,7.00831,1.0,3.43896,278.002,62.0062,100.0,64.0,38.0,0.0150622,4481.9,0.136434,1.0
61,1980.95,2166.23,1134.31,2038.64,792.781,389.628,0.0217534,97.5196,0.0,0.00668394,29.9638,4.29862,1.32628,0.0,6.40317,0.0,1.0,6.51499,67.0088,7.00878,1.0,3.4389,278.079,62.0066,100.0,64.0,38.0,0.0150695,4482.96,0.136404,1.0
62,1980.97,2166.19,1134.88,2039.66,793.188,389.754,0.0217587,97.5663,0.0,0.0066819,29.9617,4.29855,1.32566,0.0,6.40335,0.0,1.0,6.51751,67.0093,7.00926,1.0,3.43884,278.156,62.0069,100.0,64.0,38.0,0.0150768,4484.01,0.136374,1.0
63,1980.98,2166.16,1135.44,2040.68,793.594,389.879,0.021764,97.6129,0.0,0.00667986,29.9596,4.29847,1.32504,0.0,6.40353,0.0,1.0,6.52002,67.0098,7.00976,1.0,3.43878,278.233,62.0073,100.0,64.0,38.0,0.0150841,4485.07,0.136344,1.0
64,1981.0,2166.12,1136.0,2041.69,794.0,390.005,0.0217692,97.6594,0.0,0.00667781,29.9575,4.29839,1.32442,0.0,6.40371,0.0,1.0,6.52252,67.0103,7.01026,1.0,3.43871,278.31,62.0077,100.0,64.0,38.0,0.0150914,4486.12,0.136313,1.0
65,1981.02,2166.08,1136.56,2042.71,794.406,390.13,0.0217745,97.706,0.0,0.00667575,29.9553,4.29831,1.3238,0.0,6.40389,0.0,1.0,6.52501,67.0108,7.01077,1.0,3.43865,278.386,62.0081,100.0,64.0,38.0,0.0150987,4487.18,0.136283,1.0
66,1981.03,2166.05,1137.12,2043.73,794.812,390.256,0.0217797,97.7525,0.0,0.00667368,29.9531,4.29823,1.32318,0.0,6.40408,0.0,1.0,6.52749,67.0113,7.01129,1.0,3.43858,278.462,62.0085,100.0,64.0,38.0,0.015106,4488.24,0.136252,1.0
67,1981.05,2166.01,1137.69,2044.75,795.219,390.382,0.0217849,97.7989,0.0,0.0066716,29.9508,4.29814,1.32256,0.0,6.40428,0.0,1.0,6.52996,67.0118,7.01183,1.0,3.43852,278.538,62.0089,100.0,64.0,38.0,0.0151133,4489.3,0.136221,1.0
68,1981.06,2165.98,1138.25,2045.77,795.625,390.508,0.0217901,97.8453,0.0,0.00666952,29.9485,4.29806,1.32195,0.0,6.40447,0.0,1.0,6.53241,67.0124,7.01237,1.0,3.43845,278.614,62.0093,100.0,64.0,38.0,0.0151206,4490.36,0.13619,1.0
69,1981.08,2165.94,1138.81,2046.79,796.031,390.633,0.0217953,97.8917,0.0,0.00666742,29.9462,4.29797,1.32134,0.0,6.40467,0.0,1.0,6.53485,67.0129,7.01292,1.0,3.43838,278.69,62.0097,100.0,64.0,38.0,0.0151278,4491.42,0.13616,1.0
70,1981.09,2165.91,1139.38,2047.81,796.438,390.759,0.0218004,97.938,0.0,0.00666531,29.9438,4.29788,1.32072,0.0,6.40488,0.0,1.0,6.53728,67.0135,7.01349,1.0,3.43831,278.765,62.0101,100.0,64.0,38.0,0.0151351,4492.48,0.136129,1.0
71,1981.11,2165.88,1139.94,2048.83,796.844,390.885,0.0218056,97.9844,0.0,0.00666319,29.9414,4.2978,1.32011,0.0,6.40508,0.0,1.0,6.5397,67.0141,7.01406,1.0,3.43824,278.84,62.0105,100.0,64.0,38.0,0.0151424,4493.54,0.136097,1.0
72,1981.12,2165.85,1140.5,2049.85,797.25,391.011,0.0218107,98.0306,0.0,0.00666107,29.9389,4.2977,1.3195,0.0,6.40529,0.0,1.0,6.5421,67.0146,7.01464,1.0,3.43816,278.915,62.011,100.0,64.0,38.0,0.0151496,4494.61,0.136066,1.0
73,1981.14,2165.82,1141.06,2050.87,797.656,391.137,0.0218158,98.0769,0.0,0.00665893,29.9364,4.29761,1.31889,0.0,6.40551,0.0,1.0,6.5445,67.0152,7.01523,1.0,3.43809,278.989,62.0114,100.0,64.0,38.0,0.0151569,4495.67,0.136035,1.0
74,1981.16,2165.79,1141.62,2051.89,798.062,391.263,0.0218209,98.1231,0.0,0.00665679,29.9338,4.29752,1.31828,0.0,6.40572,0.0,1.0,6.54688,67.0158,7.01583,1.0,3.43801,279.064,62.0119,100.0,64.0,38.0,0.0151642,4496.74,0.136003,1.0
75,1981.17,2165.76,1142.19,2052.91,798.469,391.389,0.021826,98.1692,0.0,0.00665464,29.9312,4.29742,1.31767,0.0,6.40594,0.0,1.0,6.54924,67.0164,7.01644,1.0,3.43794,279.138,62.0123,100.0,64.0,38.0,0.0151714,4497.8,0.135972,1.0
76,1981.19,2165.73,1142.75,2053.93,798.875,391.515,0.0218311,98.2153,0.0,0.00665248,29.9286,4.29732,1.31706,0.0,6.40617,0.0,1.0,6.55159,67.0171,7.01706,1.0,3.43786,279.212,62.0128,100.0,64.0,38.0,0.0151786,4498.87,0.13594,1.0
77,1981.2,2165.7,1143.31,2054.95,799.281,391.641,0.0218362,98.2614,0.0,0.00665031,29.9259,4.29723,1.31646,0.0,6.4064,0.0,1.0,6.55394,67.0177,7.01769,1.0,3.43778,279.285,62.0133,100.0,64.0,38.0,0.0151859,4499.94,0.135909,1.0
78,1981.22,2165.67,1143.88,2055.97,799.688,391.767,0.0218412,98.3075,0.0,0.00664813,29.9232,4.29713,1.31585,0.0,6.40663,0.0,1.0,6.55626,67.0183,7.01833,1.0,3.4377,279.359,62.0137,100.0,64.0,38.0,0.0151931,4501.0,0.135877,1.0
79,1981.23,2165.65,1144.44,2056.99,800.094,391.894,0.0218463,98.3535,0.0,0.00664594,29.9205,4.29702,1.31525,0.0,6.40686,0.0,1.0,6.55858,67.019,7.01897,1.0,3.43762,279.432,62.0142,100.0,64.0,38.0,0.0152003,4502.07,0.135845,1.0
80,1981.25,2165.62,1145.0,2058.01,800.5,392.02,0.0218513,98.3995,0.0,0.00664375,29.9177,4.29692,1.31464,0.0,6.4071,0.0,1.0,6.56088,67.0196,7.01963,1.0,3.43754,279.505,62.0147,100.0,64.0,38.0,0.0152076,4503.14,0.135813,1.0
81,1981.27,2165.6,1145.56,2059.04,800.906,392.146,0.0218563,98.4455,0.0,0.00664154,29.9149,4.29682,1.31404,0.0,6.40734,0.0,1.0,6.56317,67.0203,7.02029,1.0,3.43745,279.578,62.0152,100.0,64.0,38.0,0.0152148,4504.21,0.135781,1.0
82,1981.28,2165.57,1146.12,2060.06,801.312,392.272,0.0218613,98.4914,0.0,0.00663933,29.9121,4.29671,1.31344,0.0,6.40758,0.0,1.0,6.56545,67.021,7.02096,1.0,3.43737,279.651,62.0157,100.0,64.0,38.0,0.015222,4505.28,0.135749,1.0
83,1981.3,2165.55,1146.69,2061.08,801.719,392.399,0.0218663,98.5373,0.0,0.00663711,29.9092,4.29661,1.31284,0.0,6.40783,0.0,1.0,6.56771,67.0216,7.02165,1.0,3.43728,279.723,62.0162,100.0,64.0,38.0,0.0152292,4506.35,0.135717,1.0
84,1981.31,2165.53,1147.25,2062.1,802.125,392.525,0.0218713,98.5831,0.0,0.00663488,29.9062,4.2965,1.31224,0.0,6.40808,0.0,1.0,6.56996,67.0223,7.02234,1.0,3.4372,279.796,62.0168,100.0,64.0,38.0,0.0152364,4507.43,0.135684,1.0
85,1981.33,2165.5,1147.81,2063.13,802.531,392.652,0.0218762,98.6289,0.0,0.00663265,29.9033,4.29639,1.31164,0.0,6.40833,0.0,1.0,6.57221,67.023,7.02304,1.0,3.43711,279.868,62.0173,100.0,64.0,38.0,0.0152436,4508.5,0.135652,1.0
86,1981.34,2165.48,1148.38,2064.15,802.938,392.778,0.0218812,98.6747,0.0,0.00663041,29.9003,4.29628,1.31105,0.0,6.40859,0.0,1.0,6.57443,67.0237,7.02374,1.0,3.43702,279.939,62.0178,100.0,64.0,38.0,0.0152508,4509.57,0.13562,1.0
87,1981.36,2165.46,1148.94,2065.18,803.344,392.905,0.0218861,98.7205,0.0,0.00662816,29.8973,4.29616,1.31045,0.0,6.40885,0.0,1.0,6.57665,67.0245,7.02446,1.0,3.43693,280.011,62.0183,100.0,64.0,38.0,0.0152579,4510.65,0.135587,1.0
88,1981.38,2165.44,1149.5,2066.2,803.75,393.031,0.021891,98.7662,0.0,0.0066259,29.8942,4.29605,1.30985,0.0,6.40911,0.0,1.0,6.57886,67.0252,7.02518,1.0,3.43684,280.083,62.0189,100.0,64.0,38.0,0.0152651,4511.72,0.135554,1.0
89,1981.39,2165.42,1150.06,2067.22,804.156,393.158,0.0218959,98.8119,0.0,0.00662363,29.8911,4.29594,1.30926,0.0,6.40937,0.0,1.0,6.58105,67.0259,7.02592,1.0,3.43675,280.154,62.0194,100.0,64.0,38.0,0.0152723,4512.8,0.135522,1.0
90,1981.41,2165.4,1150.62,2068.25,804.562,393.285,0.0219008,98.8575,0.0,0.00662136,29.888,4.29582,1.30867,0.0,6.40964,0.0,1.0,6.58324,67.0267,7.02666,1.0,3.43666,280.225,62.02,100.0,64.0,38.0,0.0152795,4513.88,0.135489,1.0
91,1981.42,2165.39,1151.19,2069.27,804.969,393.411,0.0219057,98.9032,0.0,0.00661908,29.8848,4.2957,1.30807,0.0,6.40991,0.0,1.0,6.58541,67.0274,7.02741,1.0,3.43656,280.296,62.0206,100.0,64.0,38.0,0.0152866,4514.95,0.135456,1.0
92,1981.44,2165.37,1151.75,2070.3,805.375,393.538,0.0219106,98.9487,0.0,0.00661679,29.8816,4.29558,1.30748,0.0,6.41019,0.0,1.0,6.58758,67.0282,7.02817,1.0,3.43647,280.367,62.0211,100.0,64.0,38.0,0.0152938,4516.03,0.135423,1.0
93,1981.45,2165.35,1152.31,2071.32,805.781,393.665,0.0219154,98.9943,0.0,0.0066145,29.8784,4.29546,1.30689,0.0,6.41046,0.0,1.0,6.58974,67.0289,7.02893,1.0,3.43637,280.437,62.0217,100.0,64.0,38.0,0.0153009,4517.11,0.13539,1.0
